id,rk,gcar,gtm,date,team,opp,result,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_p_pct,two_p,two_pa,two_p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,plus_minus,is_away
27,27.0,91.0,34.0,2014-01-08,NOP,WAS,L 96-102,1,32:35,8,13,.615,1,1,1.000,7,12,.583,.654,4,6,.667,1,6,7,1,1,3,3,4,21,16.0,11,False
28,28.0,92.0,35.0,2014-01-10,NOP,DAL,L 90-107,1,39:59,9,19,.474,0,0,,9,19,.474,.474,3,7,.429,7,6,13,1,2,5,2,1,21,20.2,-13,False
29,29.0,93.0,36.0,2014-01-11,NOP,DAL,L 107-110,1,39:35,10,17,.588,0,0,,10,17,.588,.588,8,10,.800,6,8,14,2,0,0,1,4,28,24.7,2,True
30,30.0,94.0,37.0,2014-01-13,NOP,SAS,L 95-101,1,35:19,9,18,.500,0,1,.000,9,17,.529,.500,4,5,.800,6,5,11,2,3,2,3,3,22,19.9,-10,False
31,31.0,95.0,38.0,2014-01-15,NOP,HOU,L 100-103,1,31:00,8,13,.615,0,1,.000,8,12,.667,.615,8,11,.727,1,6,7,0,2,1,1,4,24,19.5,-3,False
32,32.0,96.0,39.0,2014-01-18,NOP,GSW,L 87-97,1,43:01,11,17,.647,0,0,,11,17,.647,.647,9,12,.750,4,13,17,1,0,1,4,5,31,24.4,-9,False
33,33.0,97.0,40.0,2014-01-20,NOP,MEM,W 95-92,1,40:07,9,22,.409,0,0,,9,22,.409,.409,9,10,.900,4,6,10,2,4,4,2,3,27,24.4,-1,True
34,34.0,98.0,41.0,2014-01-21,NOP,SAC,L 97-114,1,36:30,4,12,.333,0,0,,4,12,.333,.333,8,11,.727,2,4,6,2,2,4,4,3,16,11.6,-27,False
35,35.0,99.0,42.0,2014-01-24,NOP,DET,W 103-101,1,39:27,4,12,.333,0,1,.000,4,11,.364,.333,6,6,1.000,3,5,8,2,2,4,1,3,14,14.8,10,True
36,36.0,100.0,43.0,2014-01-26,NOP,ORL,W 100-92,1,41:55,9,21,.429,0,0,,9,21,.429,.429,4,6,.667,7,12,19,3,2,7,3,4,22,23.0,4,False
37,37.0,101.0,44.0,2014-01-28,NOP,CLE,W 100-89,1,39:07,12,18,.667,0,0,,12,18,.667,.667,6,7,.857,1,6,7,3,1,8,0,1,30,32.6,17,True
38,38.0,102.0,46.0,2014-02-01,NOP,CHI,W 88-79,1,40:13,10,14,.714,0,0,,10,14,.714,.714,4,4,1.000,2,6,8,3,3,6,2,3,24,27.5,1,False
39,39.0,103.0,47.0,2014-02-03,NOP,SAS,L 95-102,1,43:51,6,21,.286,0,0,,6,21,.286,.286,5,8,.625,1,15,16,1,0,4,5,3,17,6.0,-12,False
40,40.0,104.0,48.0,2014-02-05,NOP,ATL,W 105-100,1,35:30,9,14,.643,0,0,,9,14,.643,.643,9,10,.900,3,7,10,2,1,1,1,3,27,25.5,3,False
41,41.0,105.0,49.0,2014-02-07,NOP,MIN,W 98-91,1,40:49,10,16,.625,0,0,,10,16,.625,.625,6,8,.750,2,8,10,1,1,1,2,5,26,20.2,1,False
42,42.0,106.0,50.0,2014-02-09,NOP,BRK,L 81-93,1,38:21,11,19,.579,0,0,,11,19,.579,.579,2,5,.400,4,5,9,2,3,1,1,3,24,21.1,-9,True
43,43.0,107.0,51.0,2014-02-10,NOP,TOR,L 101-108,1,35:11,7,14,.500,0,0,,7,14,.500,.500,5,7,.714,2,5,7,1,3,0,2,5,19,13.8,-4,True
44,44.0,108.0,52.0,2014-02-12,NOP,MIL,W 102-98,1,19:56,5,10,.500,0,0,,5,10,.500,.500,2,2,1.000,1,0,1,0,2,1,2,4,12,6.8,1,True
45,45.0,109.0,53.0,2014-02-19,NOP,NYK,L 91-98,1,38:19,6,10,.600,0,0,,6,10,.600,.600,2,2,1.000,1,9,10,2,2,5,4,1,14,15.3,-9,False
46,46.0,110.0,54.0,2014-02-21,NOP,CHA,L 87-90,1,34:29,8,17,.471,0,0,,8,17,.471,.471,2,3,.667,4,9,13,4,0,4,1,6,18,16.6,6,True
47,47.0,111.0,55.0,2014-02-22,NOP,WAS,L 93-94,1,33:30,11,18,.611,0,0,,11,18,.611,.611,4,4,1.000,3,8,11,0,1,0,0,2,26,22.5,-11,True
48,48.0,112.0,56.0,2014-02-24,NOP,LAC,L 110-123,1,38:03,7,16,.438,0,1,.000,7,15,.467,.438,12,13,.923,1,10,11,2,0,2,1,4,26,21.1,-22,False
49,49.0,113.0,57.0,2014-02-26,NOP,DAL,L 89-108,1,12:37,3,9,.333,0,0,,3,9,.333,.333,0,0,,1,8,9,1,0,2,0,1,6,5.7,4,True
50,50.0,114.0,58.0,2014-02-28,NOP,PHO,L 104-116,1,40:41,14,18,.778,0,0,,14,18,.778,.778,4,4,1.000,2,7,9,2,3,1,1,1,32,32.2,-13,True
51,51.0,115.0,59.0,2014-03-01,NOP,LAC,L 76-108,1,20:19,1,6,.167,0,0,,1,6,.167,.167,6,6,1.000,1,3,4,0,0,2,3,4,8,2.6,-28,True
52,52.0,116.0,60.0,2014-03-03,NOP,SAC,L 89-96,1,37:37,4,14,.286,1,1,1.000,3,13,.231,.321,4,8,.500,0,4,4,2,0,0,1,3,13,3.6,-13,True
53,53.0,117.0,61.0,2014-03-04,NOP,LAL,W 132-125,1,42:27,10,16,.625,0,0,,10,16,.625,.625,8,11,.727,3,12,15,3,0,1,1,1,28,26.7,7,True
54,54.0,118.0,62.0,2014-03-07,NOP,MIL,W 112-104,1,39:44,12,22,.545,0,1,.000,12,21,.571,.545,5,6,.833,4,10,14,5,1,2,1,2,29,27.9,11,False
55,55.0,119.0,63.0,2014-03-09,NOP,DEN,W 111-107 (OT),1,45:10,10,20,.500,0,0,,10,20,.500,.500,12,16,.750,7,10,17,3,1,6,3,3,32,31.4,5,False
56,56.0,120.0,64.0,2014-03-12,NOP,MEM,L 88-90,1,39:05,9,14,.643,0,0,,9,14,.643,.643,11,11,1.000,2,8,10,2,1,4,1,3,29,29.6,-3,False
57,57.0,121.0,65.0,2014-03-14,NOP,POR,L 103-111,1,39:53,15,27,.556,0,0,,15,27,.556,.556,6,6,1.000,3,6,9,1,1,2,2,5,36,26.1,-11,False
58,58.0,122.0,66.0,2014-03-16,NOP,BOS,W 121-120 (OT),1,47:42,14,22,.636,0,0,,14,22,.636,.636,12,12,1.000,5,16,21,3,1,3,1,2,40,41.9,10,False
59,59.0,123.0,68.0,2014-03-21,NOP,ATL,W 111-105,1,44:04,11,19,.579,0,0,,11,19,.579,.579,12,15,.800,2,9,11,2,1,1,4,0,34,27.1,5,True
60,60.0,124.0,69.0,2014-03-22,NOP,MIA,W 105-95,1,39:27,13,22,.591,0,0,,13,22,.591,.591,4,5,.800,3,8,11,0,3,1,1,2,30,25.8,7,False
61,61.0,125.0,70.0,2014-03-24,NOP,BRK,W 109-104 (OT),1,45:05,9,17,.529,0,0,,9,17,.529,.529,6,6,1.000,3,11,14,1,0,3,2,4,24,20.3,8,False
62,62.0,126.0,71.0,2014-03-26,NOP,LAC,W 98-96,1,37:30,5,19,.263,0,1,.000,5,18,.278,.263,6,8,.750,4,9,13,4,2,5,2,3,16,14.5,3,False
63,63.0,127.0,72.0,2014-03-28,NOP,UTA,W 102-95,1,03:43,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,3,False
64,64.0,128.0,74.0,2014-03-31,NOP,SAC,L 97-102,1,37:41,5,13,.385,0,1,.000,5,12,.417,.385,12,14,.857,2,6,8,4,2,4,1,3,22,22.7,-20,False
65,65.0,129.0,75.0,2014-04-02,NOP,DEN,L 107-137,1,10:30,3,4,.750,0,0,,3,4,.750,.750,0,0,,0,3,3,1,0,0,0,2,6,5.2,-9,True
66,66.0,130.0,76.0,2014-04-04,NOP,UTA,L 96-100,1,23:29,3,6,.500,0,0,,3,6,.500,.500,2,4,.500,0,6,6,1,0,2,0,1,8,7.7,-1,True
67,67.0,131.0,77.0,2014-04-06,NOP,POR,L 94-100,1,34:00,6,18,.333,0,0,,6,18,.333,.333,3,3,1.000,0,5,5,1,0,4,0,3,15,8.6,-15,True
68,,,,,,,29-38,66,2360,522,1005,.519,2,9,.222,520,996,.522,.520,348,440,.791,207,466,673,105,89,189,109,200,1394,18.7,-114,False
