id,rk,gcar,gtm,date,team,opp,result,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_p_pct,two_p,two_pa,two_p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,plus_minus,is_away
1,1.0,661.0,1.0,2023-10-24,LAL,DEN,L 107-119,1,34:09,6,17,.353,1,2,.500,5,15,.333,.382,4,4,1.000,1,7,8,4,0,2,2,3,17,11.3,-17,True
2,2.0,662.0,2.0,2023-10-26,LAL,PHO,W 100-95,1,39:15,10,17,.588,1,2,.500,9,15,.600,.618,9,10,.900,3,9,12,2,3,3,2,2,30,30.2,7,False
3,3.0,663.0,3.0,2023-10-29,LAL,SAC,L 127-132 (OT),1,41:41,11,22,.500,1,2,.500,10,20,.500,.523,7,8,.875,6,10,16,2,2,3,0,5,30,29.3,-10,True
4,4.0,664.0,4.0,2023-10-30,LAL,ORL,W 106-103,1,38:12,12,18,.667,0,1,.000,12,17,.706,.667,2,3,.667,2,17,19,5,1,3,1,3,26,28.7,-2,False
5,5.0,665.0,5.0,2023-11-01,LAL,LAC,W 130-125 (OT),1,47:34,10,18,.556,0,0,,10,18,.556,.556,7,9,.778,4,6,10,3,1,4,0,3,27,26.9,11,False
6,6.0,666.0,6.0,2023-11-04,LAL,ORL,L 101-120,1,32:11,10,15,.667,0,0,,10,15,.667,.667,8,8,1.000,6,7,13,3,0,7,4,5,28,28.8,-24,True
7,7.0,667.0,7.0,2023-11-06,LAL,MIA,L 107-108,1,24:50,4,7,.571,0,0,,4,7,.571,.571,1,1,1.000,0,6,6,4,0,1,1,2,9,9.2,-9,True
8,8.0,668.0,9.0,2023-11-10,LAL,PHO,W 122-119,1,36:02,5,14,.357,0,0,,5,14,.357,.357,8,8,1.000,4,7,11,4,0,1,1,3,18,16.4,-5,True
9,9.0,669.0,10.0,2023-11-12,LAL,POR,W 116-110,1,41:00,10,20,.500,0,1,.000,10,19,.526,.500,10,12,.833,2,11,13,6,0,3,1,0,30,29.2,17,False
10,10.0,670.0,11.0,2023-11-14,LAL,MEM,W 134-107,1,26:50,7,11,.636,0,0,,7,11,.636,.636,5,6,.833,4,7,11,5,0,6,2,1,19,23.9,21,False
11,11.0,671.0,12.0,2023-11-15,LAL,SAC,L 110-125,1,34:44,3,9,.333,0,1,.000,3,8,.375,.333,3,3,1.000,0,9,9,0,0,4,5,4,9,2.8,-13,False
12,12.0,672.0,13.0,2023-11-17,LAL,POR,W 107-95,1,34:46,8,19,.421,0,1,.000,8,18,.444,.421,0,1,.000,4,10,14,2,3,5,6,5,16,11.2,1,True
13,13.0,673.0,14.0,2023-11-19,LAL,HOU,W 105-104,1,32:52,11,15,.733,0,0,,11,15,.733,.733,5,7,.714,4,6,10,3,2,1,4,6,27,23.1,-8,False
14,14.0,674.0,15.0,2023-11-21,LAL,UTA,W 131-99,1,29:11,11,14,.786,0,0,,11,14,.786,.786,4,5,.800,5,11,16,4,2,0,2,1,26,29.4,34,False
15,15.0,675.0,16.0,2023-11-22,LAL,DAL,L 101-104,1,36:21,4,10,.400,0,0,,4,10,.400,.400,2,2,1.000,2,11,13,4,1,1,3,3,10,9.6,0,False
16,16.0,676.0,17.0,2023-11-25,LAL,CLE,W 121-115,1,37:48,13,20,.650,0,0,,13,20,.650,.650,6,7,.857,5,8,13,3,2,3,5,3,32,28.7,3,True
17,17.0,677.0,18.0,2023-11-27,LAL,PHI,L 94-138,1,32:16,7,14,.500,0,0,,7,14,.500,.500,3,5,.600,3,8,11,2,1,1,2,4,17,13.2,-13,True
18,18.0,678.0,19.0,2023-11-29,LAL,DET,W 133-107,1,29:07,9,15,.600,0,0,,9,15,.600,.600,10,13,.769,4,12,16,4,1,3,0,1,28,31.8,29,True
19,19.0,679.0,20.0,2023-11-30,LAL,OKC,L 110-133,1,35:59,11,18,.611,0,1,.000,11,17,.647,.611,9,10,.900,1,13,14,2,2,0,0,1,31,30.0,-12,True
20,20.0,680.0,21.0,2023-12-02,LAL,HOU,W 107-97,1,36:39,10,22,.455,0,0,,10,22,.455,.455,7,9,.778,6,8,14,3,0,5,1,2,27,25.2,12,False
21,21.0,681.0,22.0,2023-12-05,LAL,PHO,W 106-103,1,38:44,10,26,.385,0,0,,10,26,.385,.385,7,8,.875,9,6,15,1,0,2,0,1,27,22.2,-1,False
22,22.0,682.0,23.0,2023-12-07,LAL,NOP,W 133-89,1,31:13,5,10,.500,0,2,.000,5,8,.625,.500,6,8,.750,5,10,15,5,2,2,2,1,16,21.2,35,False
23,23.0,683.0,24.0,2023-12-12,LAL,DAL,L 125-127,1,36:45,15,21,.714,1,2,.500,14,19,.737,.738,6,10,.600,5,6,11,0,0,2,2,2,37,30.6,0,True
24,24.0,684.0,25.0,2023-12-13,LAL,SAS,W 122-119,1,37:40,13,23,.565,2,3,.667,11,20,.550,.609,9,12,.750,1,9,10,1,4,0,2,3,37,29.8,5,True
25,25.0,685.0,27.0,2023-12-18,LAL,NYK,L 109-114,1,35:29,14,22,.636,1,1,1.000,13,21,.619,.659,3,3,1.000,2,12,14,2,1,2,2,2,32,28.2,-6,False
