id,rk,gcar,gtm,date,team,opp,result,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_p_pct,two_p,two_pa,two_p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,plus_minus,is_away
15,15.0,579.0,15.0,2021-11-15,LAL,CHI,L 103-121,1,27:59,6,9,.667,0,0,,6,9,.667,.667,8,9,.889,1,5,6,1,1,0,4,1,20,15.2,-22,False
16,16.0,580.0,16.0,2021-11-17,LAL,MIL,L 102-109,1,37:00,9,15,.600,0,1,.000,9,14,.643,.600,0,0,,2,7,9,4,0,2,1,4,18,16.2,5,True
17,17.0,581.0,17.0,2021-11-19,LAL,BOS,L 108-130,1,36:36,12,21,.571,0,3,.000,12,18,.667,.571,7,9,.778,1,5,6,2,0,3,1,2,31,24.2,-14,True
18,18.0,582.0,18.0,2021-11-21,LAL,DET,W 121-116,1,39:38,11,19,.579,0,1,.000,11,18,.611,.579,8,10,.800,1,9,10,6,4,5,2,4,30,31.8,5,True
19,19.0,583.0,19.0,2021-11-23,LAL,NYK,L 100-106,1,33:58,7,17,.412,1,2,.500,6,15,.400,.441,5,11,.455,3,3,6,3,0,0,0,1,20,13.2,8,True
20,20.0,584.0,21.0,2021-11-26,LAL,SAC,L 137-141 (3OT),1,48:36,9,22,.409,0,5,.000,9,17,.529,.409,5,8,.625,1,7,8,4,3,4,2,5,23,17.4,-16,False
21,21.0,585.0,22.0,2021-11-28,LAL,DET,W 110-106,1,37:41,10,15,.667,2,2,1.000,8,13,.615,.733,2,3,.667,0,10,10,2,2,3,1,1,24,24.2,4,False
22,22.0,586.0,23.0,2021-11-30,LAL,SAC,W 117-92,1,34:55,12,22,.545,0,2,.000,12,20,.600,.545,1,2,.500,2,5,7,3,2,2,1,2,25,20.6,10,True
23,23.0,587.0,24.0,2021-12-03,LAL,LAC,L 115-119,1,36:18,10,15,.667,0,2,.000,10,13,.769,.667,7,11,.636,5,5,10,4,0,1,2,2,27,24.6,-9,False
24,24.0,588.0,25.0,2021-12-07,LAL,BOS,W 117-102,1,35:29,7,13,.538,0,0,,7,13,.538,.538,3,4,.750,4,12,16,3,2,2,3,3,17,18.0,17,False
25,25.0,589.0,26.0,2021-12-09,LAL,MEM,L 95-108,1,38:08,9,18,.500,1,4,.250,8,14,.571,.528,3,4,.750,1,7,8,1,1,1,2,1,22,15.4,-2,True
26,26.0,590.0,29.0,2021-12-15,LAL,DAL,W 107-104 (OT),1,39:23,8,18,.444,0,3,.000,8,15,.533,.444,4,5,.800,0,12,12,2,0,0,6,4,20,7.6,21,True
27,27.0,591.0,30.0,2021-12-17,LAL,MIN,L 92-110,1,20:05,4,7,.571,0,1,.000,4,6,.667,.571,1,1,1.000,0,1,1,0,0,1,3,2,9,2.9,-8,True
28,28.0,592.0,48.0,2022-01-25,LAL,BRK,W 106-96,1,24:47,3,8,.375,0,1,.000,3,7,.429,.375,2,2,1.000,1,1,2,2,1,4,1,4,8,7.2,-1,True
29,29.0,593.0,49.0,2022-01-27,LAL,PHI,L 87-105,1,33:39,14,21,.667,0,1,.000,14,20,.700,.667,3,3,1.000,3,9,12,1,2,4,3,4,31,27.6,-7,True
30,30.0,594.0,51.0,2022-01-30,LAL,ATL,L 121-129,1,38:21,10,20,.500,1,3,.333,9,17,.529,.525,6,9,.667,2,3,5,4,2,1,3,4,27,19.0,2,True
31,31.0,595.0,52.0,2022-02-02,LAL,POR,W 99-94,1,36:38,10,18,.556,0,0,,10,18,.556,.556,10,14,.714,3,12,15,2,0,3,3,5,30,24.0,2,False
32,32.0,596.0,53.0,2022-02-03,LAL,LAC,L 110-111,1,37:49,12,24,.500,0,2,.000,12,22,.545,.500,6,7,.857,7,10,17,2,2,2,1,2,30,28.5,-6,True
33,33.0,597.0,54.0,2022-02-05,LAL,NYK,W 122-115 (OT),1,41:16,13,19,.684,0,0,,13,19,.684,.684,2,5,.400,7,10,17,3,3,4,2,3,28,31.3,9,False
34,34.0,598.0,55.0,2022-02-08,LAL,MIL,L 116-131,1,37:02,8,10,.800,0,0,,8,10,.800,.800,6,10,.600,4,5,9,4,1,3,1,2,22,25.0,-8,False
35,35.0,599.0,56.0,2022-02-09,LAL,POR,L 105-107,1,40:45,8,11,.727,0,1,.000,8,10,.800,.727,1,4,.250,0,7,7,6,1,5,2,2,17,19.3,-1,True
36,36.0,600.0,57.0,2022-02-12,LAL,GSW,L 115-117,1,35:23,5,13,.385,0,1,.000,5,12,.417,.385,6,10,.600,2,5,7,4,0,3,0,3,16,13.9,-6,True
37,37.0,601.0,58.0,2022-02-16,LAL,UTA,W 106-101,1,16:38,7,9,.778,1,1,1.000,6,8,.750,.833,2,2,1.000,1,1,2,2,1,2,0,1,17,17.9,-3,False
38,38.0,602.0,77.0,2022-04-01,LAL,NOP,L 111-114,1,36:42,8,17,.471,1,2,.500,7,15,.467,.500,6,9,.667,0,12,12,6,1,0,2,4,23,18.3,4,False
39,39.0,603.0,78.0,2022-04-03,LAL,DEN,L 118-129,1,34:35,11,25,.440,0,0,,11,25,.440,.440,6,6,1.000,1,8,9,8,2,3,2,0,28,25.7,-10,False
40,40.0,604.0,79.0,2022-04-05,LAL,PHO,L 110-121,1,35:31,10,18,.556,0,2,.000,10,16,.625,.556,1,2,.500,1,12,13,1,1,1,2,0,21,16.7,-19,True
41,,,,,,,17-23,40,1408,370,695,.532,13,70,.186,357,625,.571,.542,174,244,.713,106,288,394,122,49,90,82,97,927,19.9,-92,False
