id,rk,gcar,gtm,date,team,opp,result,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_p_pct,two_p,two_pa,two_p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,plus_minus,is_away
11,11.0,11.0,24.0,2012-12-18,NOH,GSW,L 96-103,1,38:58,4,7,.571,0,0,,4,7,.571,.571,7,7,1.000,5,11,16,1,4,1,3,4,15,19.3,-8,True
12,12.0,12.0,25.0,2012-12-19,NOH,LAC,L 77-93,1,41:50,7,15,.467,0,1,.000,7,14,.500,.467,2,3,.667,3,2,5,0,0,1,1,2,16,9.5,-10,True
13,13.0,13.0,26.0,2012-12-21,NOH,SAS,L 94-99,1,37:58,8,13,.615,0,0,,8,13,.615,.615,2,2,1.000,4,7,11,0,1,1,2,4,18,15.1,-6,True
14,14.0,14.0,27.0,2012-12-22,NOH,IND,L 75-81,1,33:50,5,14,.357,0,0,,5,14,.357,.357,0,0,,4,5,9,1,0,1,0,2,10,7.1,-17,False
15,15.0,15.0,28.0,2012-12-26,NOH,ORL,W 97-94,1,33:25,6,14,.429,0,0,,6,14,.429,.429,0,0,,3,8,11,2,2,2,0,2,12,13.1,7,True
16,16.0,16.0,29.0,2012-12-28,NOH,TOR,L 97-104 (OT),1,34:46,11,20,.550,0,0,,11,20,.550,.550,3,3,1.000,1,8,9,0,1,3,2,4,25,18.0,6,False
17,17.0,17.0,30.0,2012-12-29,NOH,CHA,W 98-95,1,37:23,4,11,.364,0,1,.000,4,10,.400,.364,0,2,.000,4,6,10,0,0,3,3,1,8,4.4,-4,True
18,18.0,18.0,31.0,2013-01-01,NOH,ATL,L 86-95,1,35:41,4,9,.444,0,0,,4,9,.444,.444,1,4,.250,4,9,13,0,0,4,1,2,9,9.6,-4,False
19,19.0,19.0,32.0,2013-01-02,NOH,HOU,L 92-104,1,27:17,4,11,.364,0,0,,4,11,.364,.364,0,2,.000,3,4,7,0,0,1,2,2,8,2.3,-14,True
20,20.0,20.0,33.0,2013-01-05,NOH,DAL,W 99-96 (OT),1,12:09,1,3,.333,0,0,,1,3,.333,.333,2,2,1.000,0,1,1,0,0,0,1,3,4,0.4,-5,True
21,21.0,21.0,34.0,2013-01-07,NOH,SAS,W 95-88,1,26:13,8,13,.615,0,0,,8,13,.615,.615,1,2,.500,4,5,9,0,3,1,1,1,17,17.3,6,False
22,22.0,22.0,35.0,2013-01-09,NOH,HOU,W 88-79,1,19:00,3,5,.600,0,0,,3,5,.600,.600,0,0,,1,2,3,1,3,2,0,1,6,9.7,-3,False
23,23.0,23.0,36.0,2013-01-11,NOH,MIN,W 104-92,1,23:10,4,6,.667,0,0,,4,6,.667,.667,1,2,.500,0,0,0,0,0,0,1,4,9,3.4,-3,False
24,24.0,24.0,37.0,2013-01-13,NOH,NYK,L 87-100,1,33:14,6,13,.462,0,0,,6,13,.462,.462,1,3,.333,3,5,8,2,1,1,0,3,13,11.0,-15,True
25,25.0,25.0,38.0,2013-01-15,NOH,PHI,W 111-99,1,20:57,4,6,.667,0,0,,4,6,.667,.667,2,3,.667,2,5,7,2,2,2,1,0,10,13.7,4,True
26,26.0,26.0,39.0,2013-01-16,NOH,BOS,W 90-78,1,26:46,4,5,.800,0,0,,4,5,.800,.800,2,2,1.000,2,8,10,1,1,2,1,0,10,14.0,-7,True
27,27.0,27.0,40.0,2013-01-19,NOH,GSW,L 112-116,1,31:32,9,12,.750,0,0,,9,12,.750,.750,2,7,.286,4,8,12,4,1,4,1,2,20,23.2,2,False
28,28.0,28.0,41.0,2013-01-21,NOH,SAC,W 114-105,1,15:20,5,7,.714,0,0,,5,7,.714,.714,1,3,.333,3,3,6,0,1,3,0,0,11,13.4,20,False
29,29.0,29.0,42.0,2013-01-23,NOH,SAS,L 102-106,1,30:44,3,7,.429,0,0,,3,7,.429,.429,3,4,.750,0,7,7,2,1,1,2,4,9,6.5,-8,True
30,30.0,30.0,43.0,2013-01-25,NOH,HOU,L 82-100,1,26:47,4,7,.571,0,0,,4,7,.571,.571,2,2,1.000,3,4,7,0,3,1,2,3,10,10.5,-4,False
31,31.0,31.0,44.0,2013-01-27,NOH,MEM,W 91-83,1,23:55,5,7,.714,0,0,,5,7,.714,.714,0,0,,1,5,6,1,2,2,5,2,10,7.6,-4,True
32,32.0,32.0,45.0,2013-01-29,NOH,LAL,L 106-111,1,22:04,7,12,.583,0,0,,7,12,.583,.583,4,4,1.000,0,3,3,0,2,0,0,4,18,13.7,-2,True
33,33.0,33.0,46.0,2013-01-30,NOH,UTA,L 99-104,1,21:42,7,9,.778,0,0,,7,9,.778,.778,0,0,,1,6,7,1,0,2,1,5,14,12.1,7,True
34,34.0,34.0,47.0,2013-02-01,NOH,DEN,L 98-113,1,32:46,6,12,.500,0,0,,6,12,.500,.500,1,3,.333,2,8,10,2,0,3,2,3,13,10.3,-19,True
35,35.0,35.0,48.0,2013-02-02,NOH,MIN,L 86-115,1,28:59,6,12,.500,0,0,,6,12,.500,.500,6,7,.857,4,0,4,1,2,1,1,5,18,14.8,-11,True
36,36.0,36.0,49.0,2013-02-06,NOH,PHO,W 93-84,1,19:55,4,7,.571,0,0,,4,7,.571,.571,0,2,.000,0,1,1,1,1,3,2,2,8,5.2,-1,False
37,37.0,37.0,50.0,2013-02-08,NOH,ATL,W 111-100,1,25:41,4,11,.364,0,0,,4,11,.364,.364,0,0,,1,6,7,1,2,1,1,0,8,6.8,8,True
38,38.0,38.0,51.0,2013-02-10,NOH,TOR,L 89-102,1,19:32,1,6,.167,0,0,,1,6,.167,.167,0,0,,2,4,6,1,1,2,1,1,2,2.5,-12,True
39,39.0,39.0,52.0,2013-02-11,NOH,DET,W 105-86,1,17:20,0,7,.000,0,1,.000,0,6,.000,.000,1,2,.500,0,8,8,1,1,4,1,3,1,0.4,11,True
40,40.0,40.0,53.0,2013-02-13,NOH,POR,W 99-63,1,27:36,10,17,.588,0,0,,10,17,.588,.588,1,2,.500,4,7,11,3,1,2,2,4,21,18.5,24,False
41,41.0,41.0,54.0,2013-02-19,NOH,CHI,L 87-96,1,32:44,6,13,.462,0,0,,6,13,.462,.462,3,3,1.000,1,9,10,3,4,1,1,2,15,16.7,0,False
42,42.0,42.0,55.0,2013-02-20,NOH,CLE,L 100-105,1,29:13,2,7,.286,0,0,,2,7,.286,.286,8,8,1.000,2,2,4,1,0,2,1,4,12,9.4,-4,True
43,43.0,43.0,56.0,2013-02-22,NOH,DAL,L 100-104,1,23:29,4,12,.333,0,1,.000,4,11,.364,.333,2,2,1.000,4,7,11,0,1,0,1,1,10,7.7,4,False
44,44.0,44.0,57.0,2013-02-24,NOH,SAC,W 110-95,1,27:45,9,14,.643,0,0,,9,14,.643,.643,2,2,1.000,3,5,8,1,0,0,0,1,20,17.7,13,False
45,45.0,45.0,58.0,2013-02-26,NOH,BRK,L 97-101,1,21:24,2,4,.500,0,0,,2,4,.500,.500,2,2,1.000,2,2,4,0,1,2,0,1,6,8.0,3,False
46,46.0,46.0,61.0,2013-03-04,NOH,ORL,L 102-105,1,38:37,6,13,.462,0,0,,6,13,.462,.462,5,9,.556,5,10,15,0,0,4,3,3,17,13.8,-1,False
47,47.0,47.0,62.0,2013-03-06,NOH,LAL,L 102-108,1,16:32,5,8,.625,0,0,,5,8,.625,.625,3,5,.600,1,5,6,1,0,2,2,2,13,10.1,6,False
48,48.0,48.0,63.0,2013-03-09,NOH,MEM,L 85-96,1,37:56,9,20,.450,0,0,,9,20,.450,.450,2,2,1.000,4,14,18,2,0,0,2,2,20,15.2,-10,True
49,49.0,49.0,64.0,2013-03-10,NOH,POR,W 98-96,1,33:13,8,14,.571,0,0,,8,14,.571,.571,2,3,.667,6,4,10,1,1,1,1,2,18,17.0,-7,False
50,50.0,50.0,65.0,2013-03-12,NOH,BRK,L 98-108,1,37:14,9,14,.643,0,0,,9,14,.643,.643,1,3,.333,4,7,11,2,1,5,1,3,19,20.6,0,True
51,51.0,51.0,66.0,2013-03-15,NOH,WAS,L 87-96,1,16:24,4,8,.500,0,0,,4,8,.500,.500,8,8,1.000,2,5,7,0,0,0,1,5,16,11.9,5,True
52,52.0,52.0,67.0,2013-03-17,NOH,MIN,L 95-97,1,33:00,7,13,.538,0,0,,7,13,.538,.538,3,3,1.000,3,6,9,2,3,1,2,3,17,16.5,4,True
53,53.0,53.0,68.0,2013-03-18,NOH,GSW,L 72-93,1,31:54,7,12,.583,0,0,,7,12,.583,.583,2,2,1.000,4,3,7,0,2,1,3,1,16,13.4,-25,False
54,54.0,54.0,69.0,2013-03-20,NOH,BOS,W 87-86,1,28:00,4,7,.571,0,0,,4,7,.571,.571,1,2,.500,2,6,8,1,1,2,4,1,9,7.2,4,False
55,55.0,55.0,70.0,2013-03-22,NOH,MEM,W 90-83,1,36:56,8,14,.571,0,0,,8,14,.571,.571,2,3,.667,5,10,15,2,0,2,1,2,18,18.5,5,False
56,56.0,56.0,71.0,2013-03-25,NOH,DEN,W 110-86,1,22:56,5,8,.625,0,0,,5,8,.625,.625,4,4,1.000,3,3,6,2,0,1,0,4,14,13.9,4,False
57,57.0,57.0,72.0,2013-03-27,NOH,LAC,L 91-105,1,39:16,9,13,.692,0,0,,9,13,.692,.692,1,3,.333,2,7,9,2,1,0,1,4,19,16.0,-21,False
58,58.0,58.0,73.0,2013-03-29,NOH,MIA,L 89-108,1,28:28,5,10,.500,0,0,,5,10,.500,.500,1,2,.500,3,2,5,0,4,2,2,5,11,9.7,-16,False
59,59.0,59.0,74.0,2013-03-31,NOH,CLE,W 112-92,1,37:11,5,11,.455,0,0,,5,11,.455,.455,7,11,.636,3,10,13,2,1,2,0,1,17,18.2,8,False
60,60.0,60.0,75.0,2013-04-03,NOH,GSW,L 88-98,1,31:34,2,11,.182,0,0,,2,11,.182,.182,2,2,1.000,3,6,9,0,1,1,1,5,6,1.7,-8,True
61,61.0,61.0,76.0,2013-04-05,NOH,UTA,L 83-95,1,30:52,10,16,.625,0,0,,10,16,.625,.625,4,5,.800,4,8,12,0,0,3,0,1,24,23.3,10,True
62,62.0,62.0,77.0,2013-04-07,NOH,PHO,W 95-92,1,30:36,6,10,.600,0,0,,6,10,.600,.600,8,8,1.000,2,1,3,1,3,2,3,5,20,17.2,-5,True
63,63.0,63.0,78.0,2013-04-09,NOH,LAL,L 96-104,1,37:41,7,14,.500,0,0,,7,14,.500,.500,4,4,1.000,2,12,14,2,4,1,0,4,18,20.5,0,True
64,64.0,64.0,79.0,2013-04-10,NOH,SAC,L 110-121,1,31:45,4,9,.444,0,0,,4,9,.444,.444,5,5,1.000,4,6,10,2,0,2,1,2,13,13.9,-10,True
65,,,,,,,23-41,60,1848,349,676,.516,0,6,.000,349,670,.521,.516,169,225,.751,165,357,522,63,75,112,89,158,867,12.2,-154,False
