id,rk,gcar,gtm,date,team,opp,result,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_p_pct,two_p,two_pa,two_p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,plus_minus,is_away
17,17.0,753.0,18.0,2024-11-27,LAL,SAS,W 119-101,1,35:07,8,14,.571,0,2,.000,8,12,.667,.571,3,3,1.000,4,10,14,7,1,0,1,2,19,22.3,16,True
18,18.0,754.0,19.0,2024-11-29,LAL,OKC,L 93-101,1,37:44,5,9,.556,0,0,,5,9,.556,.556,5,7,.714,2,10,12,7,1,4,1,2,15,21.2,-5,False
19,19.0,755.0,20.0,2024-12-01,LAL,UTA,W 105-104,1,38:50,13,25,.520,2,4,.500,11,21,.524,.560,5,6,.833,1,10,11,0,2,1,1,1,33,25.3,6,True
20,20.0,756.0,21.0,2024-12-02,LAL,MIN,L 80-109,1,32:57,4,14,.286,0,2,.000,4,12,.333,.286,4,4,1.000,2,9,11,5,0,1,2,3,12,8.9,-9,True
21,21.0,757.0,22.0,2024-12-04,LAL,MIA,L 93-134,1,31:24,3,14,.214,0,1,.000,3,13,.231,.214,2,4,.500,1,6,7,5,1,0,0,3,8,4.4,-29,True
22,22.0,758.0,23.0,2024-12-06,LAL,ATL,L 132-134 (OT),1,41:31,15,27,.556,0,3,.000,15,24,.625,.556,8,8,1.000,3,7,10,8,1,2,6,3,38,30.1,6,True
23,23.0,759.0,24.0,2024-12-08,LAL,POR,W 107-98,1,32:09,10,21,.476,1,4,.250,9,17,.529,.500,9,9,1.000,2,9,11,1,2,5,1,1,30,28.2,4,False
24,24.0,760.0,25.0,2024-12-13,LAL,MIN,L 87-97,1,36:13,10,21,.476,1,5,.200,9,16,.563,.500,2,5,.400,2,9,11,1,0,3,4,1,23,13.6,-22,True
25,25.0,761.0,26.0,2024-12-15,LAL,MEM,W 116-110,1,33:24,15,22,.682,1,4,.250,14,18,.778,.705,9,12,.750,4,12,16,2,2,1,4,4,40,34.3,14,False
26,26.0,762.0,27.0,2024-12-19,LAL,SAC,W 113-100,1,35:20,7,20,.350,0,1,.000,7,19,.368,.350,7,9,.778,7,12,19,4,3,6,3,0,21,24.5,19,True
27,27.0,763.0,28.0,2024-12-21,LAL,SAC,W 103-99,1,37:19,4,10,.400,0,0,,4,10,.400,.400,2,4,.500,2,13,15,5,0,3,5,2,10,8.9,-2,True
28,28.0,764.0,29.0,2024-12-23,LAL,DET,L 114-117,1,38:36,7,14,.500,1,3,.333,6,11,.545,.536,4,8,.500,3,7,10,6,2,2,3,1,19,18.8,15,False
29,29.0,765.0,30.0,2024-12-25,LAL,GSW,W 115-113,1,07:12,0,3,.000,0,0,,0,3,.000,.000,0,0,,1,1,2,0,1,0,0,0,0,-0.1,-7,True
30,30.0,766.0,31.0,2024-12-28,LAL,SAC,W 132-122,1,38:55,12,16,.750,1,1,1.000,11,15,.733,.781,11,13,.846,2,13,15,8,0,0,2,2,36,36.9,21,False
31,31.0,767.0,32.0,2024-12-31,LAL,CLE,L 110-122,1,37:04,12,23,.522,2,4,.500,10,19,.526,.565,2,2,1.000,1,12,13,4,3,2,1,2,28,26.4,-6,False
32,32.0,768.0,34.0,2025-01-03,LAL,ATL,W 119-102,1,37:18,6,17,.353,0,2,.000,6,15,.400,.353,6,7,.857,4,15,19,4,3,3,4,2,18,18.5,17,False
33,33.0,769.0,35.0,2025-01-05,LAL,HOU,L 115-119,1,38:28,10,18,.556,2,4,.500,8,14,.571,.611,8,8,1.000,4,9,13,2,0,5,4,5,30,25.8,7,True
34,34.0,770.0,36.0,2025-01-07,LAL,DAL,L 97-118,1,35:15,7,18,.389,0,2,.000,7,16,.438,.389,7,9,.778,2,10,12,3,0,2,2,1,21,15.9,-19,True
35,35.0,771.0,37.0,2025-01-13,LAL,SAS,L 102-126,1,32:23,13,18,.722,2,5,.400,11,13,.846,.778,2,4,.500,8,5,13,2,2,2,2,4,30,30.1,-21,False
36,36.0,772.0,38.0,2025-01-15,LAL,MIA,W 117-108,1,36:38,10,21,.476,1,3,.333,9,18,.500,.500,1,2,.500,2,9,11,4,2,2,1,0,22,20.2,7,False
37,37.0,773.0,40.0,2025-01-19,LAL,LAC,L 102-116,1,36:59,5,14,.357,0,1,.000,5,13,.385,.357,6,6,1.000,1,9,10,3,1,3,3,1,16,13.4,-18,True
38,38.0,774.0,41.0,2025-01-21,LAL,WAS,W 111-88,1,32:28,14,22,.636,1,3,.333,13,19,.684,.659,0,1,.000,4,12,16,5,1,4,1,3,29,30.3,20,False
39,39.0,775.0,42.0,2025-01-23,LAL,BOS,W 117-96,1,30:32,9,18,.500,0,1,.000,9,17,.529,.500,6,6,1.000,2,6,8,3,1,3,1,1,24,22.0,15,False
40,40.0,776.0,43.0,2025-01-25,LAL,GSW,W 118-108,1,36:21,13,23,.565,0,3,.000,13,20,.650,.565,10,12,.833,3,10,13,3,3,1,2,2,36,32.4,9,True
41,41.0,777.0,44.0,2025-01-27,LAL,CHO,W 112-107,1,36:40,17,28,.607,0,2,.000,17,26,.654,.607,8,10,.800,8,15,23,2,0,2,4,4,42,35.7,16,True
42,42.0,778.0,45.0,2025-01-28,LAL,PHI,L 104-118,1,09:50,2,3,.667,0,0,,2,3,.667,.667,0,0,,2,0,2,0,1,0,1,0,4,4.1,3,True
43,43.0,779.0,53.0,2025-02-08,DAL,HOU,W 116-105,1,30:57,10,18,.556,2,2,1.000,8,16,.500,.611,4,6,.667,4,12,16,7,0,3,1,0,26,29.0,9,False
44,44.0,780.0,72.0,2025-03-24,DAL,BRK,W 120-101,1,26:32,6,9,.667,0,2,.000,6,7,.857,.667,0,0,,0,6,6,3,1,1,2,1,12,11.3,12,True
45,45.0,781.0,74.0,2025-03-27,DAL,ORL,W 101-92,1,28:51,5,19,.263,1,5,.200,4,14,.286,.289,4,7,.571,1,6,7,2,1,0,0,1,15,7.0,-9,True
46,46.0,782.0,75.0,2025-03-29,DAL,CHI,W 120-119,1,30:03,7,23,.304,0,4,.000,7,19,.368,.304,4,7,.571,1,6,7,5,1,2,0,2,18,11.1,-13,True
47,47.0,783.0,76.0,2025-03-31,DAL,BRK,L 109-113,1,28:27,5,10,.500,0,1,.000,5,9,.556,.500,2,4,.500,0,7,7,5,0,1,1,4,12,9.9,7,False
48,48.0,784.0,77.0,2025-04-02,DAL,ATL,W 120-118,1,29:54,14,23,.609,2,4,.500,12,19,.632,.652,4,4,1.000,2,13,15,2,1,5,4,2,34,29.9,3,False
49,49.0,785.0,79.0,2025-04-05,DAL,LAC,L 104-135,1,27:27,8,19,.421,1,5,.200,7,14,.500,.447,10,13,.769,2,7,9,0,1,0,6,3,27,13.0,-16,True
50,50.0,786.0,80.0,2025-04-09,DAL,LAL,L 97-112,1,33:22,5,13,.385,0,2,.000,5,11,.455,.385,3,5,.600,2,9,11,6,0,1,4,2,13,9.3,-10,False
51,51.0,787.0,81.0,2025-04-11,DAL,TOR,W 124-102,1,30:28,10,18,.556,1,5,.200,9,13,.692,.583,2,2,1.000,3,10,13,10,0,7,2,1,23,29.0,21,False
52,,,,,,,30-21,51,1704,470,910,.516,35,124,.282,435,786,.553,.536,286,369,.775,134,456,590,181,59,110,113,98,1261,22.0,25,False
