id,rk,gcar,gtm,date,team,opp,result,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_p_pct,two_p,two_pa,two_p_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,plus_minus,is_away
18,18.0,217.0,21.0,2015-12-07,NOP,BOS,L 93-111,1,30:19,8,21,.381,0,2,.000,8,19,.421,.381,0,0,,2,4,6,0,2,3,0,3,16,10.0,-24,False
19,19.0,218.0,22.0,2015-12-11,NOP,WAS,W 107-105,1,39:20,8,15,.533,1,3,.333,7,12,.583,.567,1,2,.500,4,7,11,2,1,0,2,1,18,15.2,13,False
20,20.0,219.0,23.0,2015-12-12,NOP,CHI,L 94-98,1,41:36,8,24,.333,0,2,.000,8,22,.364,.333,6,9,.667,0,13,13,2,1,4,4,1,22,11.9,8,True
21,21.0,220.0,24.0,2015-12-14,NOP,POR,L 101-105,1,42:10,11,19,.579,0,2,.000,11,17,.647,.579,6,9,.667,2,8,10,1,0,5,2,2,28,23.1,-7,True
22,22.0,221.0,25.0,2015-12-16,NOP,UTA,W 104-94,1,38:08,7,15,.467,0,1,.000,7,14,.500,.467,3,3,1.000,2,11,13,0,0,1,0,3,17,13.5,8,True
23,23.0,222.0,26.0,2015-12-18,NOP,PHO,L 88-104,1,41:48,5,12,.417,0,0,,5,12,.417,.417,6,6,1.000,3,9,12,2,2,3,4,3,16,14.7,-18,True
24,24.0,223.0,27.0,2015-12-20,NOP,DEN,W 130-125,1,19:43,9,12,.750,0,0,,9,12,.750,.750,9,9,1.000,0,6,6,1,0,4,1,1,27,26.1,11,True
25,25.0,224.0,28.0,2015-12-23,NOP,POR,W 115-89,1,35:43,12,21,.571,0,1,.000,12,20,.600,.571,4,5,.800,3,9,12,1,1,3,2,1,28,23.9,21,False
26,26.0,225.0,29.0,2015-12-25,NOP,MIA,L 88-94 (OT),1,50:11,13,29,.448,1,2,.500,12,27,.444,.466,2,3,.667,3,12,15,4,4,3,4,2,29,23.3,-11,True
27,27.0,226.0,30.0,2015-12-26,NOP,HOU,W 110-108,1,37:49,8,16,.500,1,2,.500,7,14,.500,.531,7,8,.875,2,11,13,2,0,3,4,3,24,18.6,7,False
28,28.0,227.0,31.0,2015-12-28,NOP,ORL,L 89-104,1,28:08,9,16,.563,0,2,.000,9,14,.643,.563,2,5,.400,2,6,8,1,2,1,2,1,20,15.4,-12,True
29,29.0,228.0,32.0,2015-12-31,NOP,LAC,L 89-95,1,38:13,7,17,.412,0,2,.000,7,15,.467,.412,0,2,.000,2,13,15,1,0,2,1,3,14,9.3,-10,False
30,30.0,229.0,33.0,2016-01-02,NOP,DAL,W 105-98,1,42:50,13,22,.591,0,0,,13,22,.591,.591,5,6,.833,4,10,14,0,1,1,4,2,31,23.1,7,True
31,31.0,230.0,34.0,2016-01-06,NOP,DAL,L 91-100,1,42:24,11,25,.440,0,3,.000,11,22,.500,.440,4,5,.800,5,6,11,7,2,3,3,3,26,22.6,-3,False
32,32.0,231.0,35.0,2016-01-08,NOP,IND,L 86-91,1,03:21,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,1,1,1,0,0,1,0,2,1.0,-1,False
33,33.0,232.0,38.0,2016-01-13,NOP,SAC,W 109-97,1,37:08,8,23,.348,1,2,.500,7,21,.333,.370,7,8,.875,3,7,10,3,2,0,0,2,24,18.2,2,True
34,34.0,233.0,39.0,2016-01-15,NOP,CHO,W 109-107,1,35:28,8,14,.571,0,2,.000,8,12,.667,.571,6,7,.857,1,4,5,4,1,2,1,3,22,19.9,-5,False
35,35.0,234.0,40.0,2016-01-18,NOP,MEM,L 99-101,1,36:44,6,12,.500,0,2,.000,6,10,.600,.500,9,11,.818,0,8,8,2,3,3,3,3,21,18.9,-4,True
36,36.0,235.0,41.0,2016-01-19,NOP,MIN,W 114-99,1,37:17,13,22,.591,1,2,.500,12,20,.600,.614,8,10,.800,3,4,7,0,0,2,0,5,35,26.7,8,False
37,37.0,236.0,42.0,2016-01-21,NOP,DET,W 115-99,1,35:50,13,23,.565,1,2,.500,12,21,.571,.587,5,5,1.000,3,4,7,2,1,2,2,4,32,24.6,15,False
38,38.0,237.0,43.0,2016-01-23,NOP,MIL,W 116-99,1,36:14,8,17,.471,1,2,.500,7,15,.467,.500,5,7,.714,1,6,7,5,1,4,1,1,22,20.9,9,False
39,39.0,238.0,44.0,2016-01-25,NOP,HOU,L 111-112,1,18:58,4,9,.444,0,0,,4,9,.444,.444,1,1,1.000,2,4,6,1,2,0,4,1,9,5.2,-4,False
40,40.0,239.0,46.0,2016-01-30,NOP,BRK,W 105-103,1,40:19,9,22,.409,1,2,.500,8,20,.400,.432,1,2,.500,6,10,16,3,0,2,1,2,20,16.7,-3,False
41,41.0,240.0,47.0,2016-02-01,NOP,MEM,L 95-110,1,37:12,10,20,.500,1,2,.500,9,18,.500,.525,2,3,.667,3,6,9,3,1,1,1,1,23,18.9,-28,False
42,42.0,241.0,48.0,2016-02-03,NOP,SAS,L 97-110,1,37:13,11,22,.500,0,1,.000,11,21,.524,.500,6,7,.857,3,7,10,4,4,4,4,1,28,26.0,-12,True
43,43.0,242.0,49.0,2016-02-04,NOP,LAL,L 96-99,1,38:32,16,25,.640,0,2,.000,16,23,.696,.640,7,12,.583,2,9,11,0,1,1,1,3,39,29.5,4,False
44,44.0,243.0,50.0,2016-02-06,NOP,CLE,L 84-99,1,40:08,11,20,.550,0,0,,11,20,.550,.550,2,4,.500,4,7,11,0,0,2,2,3,24,16.7,-9,True
45,45.0,244.0,51.0,2016-02-08,NOP,MIN,W 116-102,1,31:12,12,20,.600,1,2,.500,11,18,.611,.625,2,6,.333,0,8,8,1,2,0,0,2,27,20.5,15,True
46,46.0,245.0,52.0,2016-02-10,NOP,UTA,W 100-96,1,34:03,7,15,.467,1,1,1.000,6,14,.429,.500,4,6,.667,2,2,4,5,0,1,0,5,19,14.7,-10,False
47,47.0,246.0,53.0,2016-02-11,NOP,OKC,L 95-121,1,30:53,8,14,.571,0,1,.000,8,13,.615,.571,7,12,.583,0,3,3,2,2,0,1,3,23,16.5,-13,True
48,48.0,247.0,54.0,2016-02-19,NOP,PHI,W 121-114,1,38:22,9,22,.409,0,2,.000,9,20,.450,.409,16,20,.800,2,5,7,1,2,2,2,3,34,24.4,-2,False
49,49.0,248.0,55.0,2016-02-21,NOP,DET,W 111-106,1,43:21,24,34,.706,2,2,1.000,22,32,.688,.735,9,10,.900,6,14,20,4,0,1,2,1,59,53.9,17,True
50,50.0,249.0,56.0,2016-02-23,NOP,WAS,L 89-109,1,37:23,3,9,.333,0,1,.000,3,8,.375,.333,3,4,.750,3,17,20,3,2,1,3,1,9,12.1,-20,True
51,51.0,250.0,57.0,2016-02-25,NOP,OKC,W 123-119,1,38:06,11,26,.423,2,3,.667,9,23,.391,.462,6,7,.857,1,5,6,2,1,4,2,2,30,20.4,1,False
52,52.0,251.0,59.0,2016-03-02,NOP,HOU,L 95-100,1,39:10,5,13,.385,1,2,.500,4,11,.364,.423,1,2,.500,1,7,8,3,2,1,1,4,12,9.5,-15,True
53,53.0,252.0,60.0,2016-03-03,NOP,SAS,L 86-94,1,35:07,7,12,.583,0,1,.000,7,11,.636,.583,3,3,1.000,1,12,13,1,2,2,2,1,17,17.4,-3,False
54,54.0,253.0,61.0,2016-03-05,NOP,UTA,L 94-106,1,35:23,11,31,.355,1,2,.500,10,29,.345,.371,6,7,.857,2,9,11,2,1,2,1,4,29,16.6,-5,False
55,55.0,254.0,62.0,2016-03-07,NOP,SAC,W 115-112,1,37:49,13,21,.619,1,3,.333,12,18,.667,.643,4,9,.444,1,9,10,1,3,1,5,5,31,20.3,-8,False
56,56.0,255.0,63.0,2016-03-09,NOP,CHO,L 113-122,1,39:19,14,26,.538,2,7,.286,12,19,.632,.577,10,12,.833,1,12,13,5,0,1,2,2,40,32.3,-7,True
57,57.0,256.0,64.0,2016-03-11,NOP,MEM,L 114-121 (OT),1,46:30,9,17,.529,0,1,.000,9,16,.563,.529,7,9,.778,2,11,13,2,1,1,3,3,25,19.5,-10,True
58,58.0,257.0,65.0,2016-03-12,NOP,MIL,L 92-103,1,33:37,8,22,.364,2,3,.667,6,19,.316,.409,11,12,.917,2,9,11,2,2,0,1,1,29,22.5,-24,True
59,59.0,258.0,66.0,2016-03-14,NOP,GSW,L 107-125,1,29:07,6,20,.300,0,0,,6,20,.300,.300,10,11,.909,5,7,12,1,1,2,2,3,22,15.5,-30,True
60,60.0,259.0,67.0,2016-03-16,NOP,SAC,W 123-108,1,31:09,10,20,.500,1,3,.333,9,17,.529,.525,6,8,.750,3,11,14,2,1,2,1,2,27,23.6,2,True
61,61.0,260.0,68.0,2016-03-18,NOP,POR,L 112-117,1,14:07,8,18,.444,0,1,.000,8,17,.471,.444,3,3,1.000,1,0,1,0,0,0,0,2,19,9.5,-11,False
62,,,,,,,24-37,61,2159,560,1136,.493,35,108,.324,525,1028,.511,.508,326,430,.758,130,497,627,116,78,125,121,148,1481,19.3,-200,False
