Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Season,Regular Season,560,1137,.493,35,108,.324,.508,415,.741
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Game Location,Home,272,565,.481,18,54,.333,.497,211,.776
,Road,288,572,.503,17,54,.315,.518,204,.708
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Game Result,Win,254,476,.534,18,43,.419,.553,189,.744
,Loss,306,661,.463,17,65,.262,.476,226,.739
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Points,2,525,1029,.510,0,0,,.510,382,.728
,3,35,108,.324,35,108,.324,.486,33,.943
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Distance,At Rim,237,340,.697,0,0,,.697,171,.722
,3 to <10 ft,88,222,.396,0,0,,.396,53,.602
,10 to <16 ft,79,188,.420,0,0,,.420,55,.696
,16 ft to <3-pt,121,279,.434,0,0,,.434,103,.851
,3-pt,35,108,.324,35,108,.324,.486,33,.943
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Type,Dunk,147,166,.886,0,0,,.886,112,.762
,Hook Shot,27,52,.519,0,0,,.519,17,.630
,Jump Shot,296,748,.396,35,108,.324,.419,229,.774
,Lay-Up,90,171,.526,0,0,,.526,57,.633
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Quarter,1st,181,362,.500,7,30,.233,.510,137,.757
,2nd,103,218,.472,4,13,.308,.482,73,.709
,3rd,139,313,.444,8,27,.296,.457,102,.734
,4th,131,236,.555,16,38,.421,.589,98,.748
,OT,6,8,.750,0,0,,.750,5,.833
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Time Left in Quarter,< 3 minutes,141,259,.544,11,24,.458,.566,100,.709
,3-6 minutes,139,301,.462,6,32,.188,.472,106,.763
,> 6 minutes,280,577,.485,18,52,.346,.501,209,.746
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Margin,≤ 5 points,283,590,.480,18,56,.321,.495,206,.728
,6-10 points,142,281,.505,6,24,.250,.516,106,.746
,> 10 points,135,266,.508,11,28,.393,.528,103,.763
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Opponent,Atlanta,14,23,.609,1,1,1.000,.630,11,.786
,Boston,8,21,.381,0,2,.000,.381,6,.750
,Brooklyn,9,22,.409,1,2,.500,.432,5,.556
,Charlotte,22,40,.550,2,9,.222,.575,17,.773
,Chicago,8,24,.333,0,2,.000,.333,7,.875
,Cleveland,24,42,.571,2,4,.500,.595,19,.792
,Dallas,43,80,.537,0,6,.000,.537,32,.744
,Denver,9,16,.562,0,0,,.562,8,.889
,Detroit,37,57,.649,3,4,.750,.675,26,.703
,Golden State,18,57,.316,1,4,.250,.325,9,.500
,Houston,26,58,.448,3,6,.500,.474,20,.769
,Indiana,1,2,.500,0,0,,.500,1,1.000
,LA Clippers,14,33,.424,0,3,.000,.424,11,.786
,LA Lakers,16,25,.640,0,2,.000,.640,11,.688
,Memphis,29,64,.453,2,6,.333,.469,20,.690
,Miami,13,29,.448,1,2,.500,.466,9,.692
,Milwaukee,16,39,.410,3,5,.600,.449,11,.688
,Minnesota,25,42,.595,2,4,.500,.619,16,.640
,New York,14,26,.538,2,4,.500,.577,10,.714
,Oklahoma City,19,40,.475,2,4,.500,.500,16,.842
,Orlando,12,28,.429,0,4,.000,.429,11,.917
,Philadelphia,9,22,.409,0,2,.000,.409,7,.778
,Phoenix,27,48,.562,1,2,.500,.573,20,.741
,Portland,41,75,.547,3,9,.333,.567,33,.805
,Sacramento,31,64,.484,3,8,.375,.508,21,.677
,San Antonio,27,57,.474,0,3,.000,.474,20,.741
,Utah,37,79,.468,2,6,.333,.481,29,.784
,Washington,11,24,.458,1,4,.250,.479,9,.818
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Month,October,22,54,.407,4,9,.444,.444,15,.682
,November,100,190,.526,4,16,.250,.537,75,.750
,December,131,275,.476,7,26,.269,.489,100,.763
,January,94,191,.492,5,17,.294,.505,73,.777
,February,122,227,.537,7,17,.412,.553,86,.705
,March,91,200,.455,8,23,.348,.475,66,.725
