Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Season,Regular Season,551,1096,.503,72,218,.330,.536,348,.632
,Playoffs,205,359,.571,23,60,.383,.603,126,.615
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Game Location,Home,419,788,.532,54,140,.386,.566,270,.644
,Road,337,667,.505,41,138,.297,.536,204,.605
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Game Result,Win,581,1104,.526,75,204,.368,.560,364,.627
,Loss,175,351,.499,20,74,.270,.527,110,.629
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Points,2,661,1177,.562,0,0,,.562,382,.578
,3,95,278,.342,95,278,.342,.513,92,.968
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Distance,At Rim,369,478,.772,0,0,,.772,240,.650
,3 to <10 ft,114,256,.445,0,0,,.445,65,.570
,10 to <16 ft,95,233,.408,0,0,,.408,40,.421
,16 ft to <3-pt,83,210,.395,0,0,,.395,37,.446
,3-pt,95,278,.342,95,278,.342,.513,92,.968
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Type,Dunk,211,228,.925,0,0,,.925,161,.763
,Hook Shot,27,62,.435,0,0,,.435,13,.481
,Jump Shot,331,848,.390,95,278,.342,.446,198,.598
,Lay-Up,187,317,.590,0,0,,.590,102,.545
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Quarter,1st,254,487,.522,11,52,.212,.533,150,.591
,2nd,146,255,.573,16,45,.356,.604,94,.644
,3rd,242,458,.528,44,114,.386,.576,150,.620
,4th,109,249,.438,22,65,.338,.482,76,.697
,OT,5,6,.833,2,2,1.000,1.000,4,.800
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Time Left in Quarter,< 3 minutes,246,433,.568,37,95,.389,.611,150,.610
,3-6 minutes,215,436,.493,24,80,.300,.521,133,.619
,> 6 minutes,295,586,.503,34,103,.330,.532,191,.647
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Margin,≤ 5 points,417,775,.538,54,149,.362,.573,267,.640
,6-10 points,172,343,.501,22,60,.367,.534,109,.634
,> 10 points,167,337,.496,19,69,.275,.524,98,.587
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Opponent,Atlanta,16,37,.432,0,8,.000,.432,10,.625
,Boston,13,32,.406,3,5,.600,.453,10,.769
,Brooklyn,13,28,.464,5,11,.455,.554,8,.615
,Charlotte,10,19,.526,3,5,.600,.605,8,.800
,Chicago,6,15,.400,1,2,.500,.433,2,.333
,Dallas,33,61,.541,1,8,.125,.549,19,.576
,Denver,93,171,.544,11,32,.344,.576,60,.645
,Detroit,7,16,.438,1,4,.250,.469,3,.429
,Golden State,15,27,.556,1,3,.333,.574,10,.667
,Houston,67,109,.615,2,5,.400,.624,34,.507
,Indiana,3,14,.214,0,4,.000,.214,1,.333
,LA Clippers,35,76,.461,4,17,.235,.487,17,.486
,Memphis,29,60,.483,6,15,.400,.533,20,.690
,Miami,78,135,.578,12,28,.429,.622,51,.654
,Milwaukee,21,49,.429,0,10,.000,.429,15,.714
,Minnesota,20,29,.690,0,2,.000,.690,13,.650
,New Orleans,36,72,.500,4,12,.333,.528,23,.639
,New York,9,22,.409,1,3,.333,.432,3,.333
,Oklahoma City,25,54,.463,7,15,.467,.528,19,.760
,Orlando,6,20,.300,1,4,.250,.325,3,.500
,Philadelphia,26,41,.634,6,10,.600,.707,16,.615
,Phoenix,27,50,.540,2,8,.250,.560,18,.667
,Portland,84,148,.568,13,33,.394,.611,57,.679
,Sacramento,10,21,.476,1,5,.200,.500,6,.600
,San Antonio,25,51,.490,2,9,.222,.510,16,.640
,Toronto,12,27,.444,3,8,.375,.500,10,.833
,Utah,29,56,.518,4,10,.400,.554,16,.552
,Washington,8,15,.533,1,2,.500,.567,6,.750
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Month,October,77,151,.510,9,26,.346,.540,44,.571
,November,130,264,.492,18,51,.353,.527,87,.669
,December,135,256,.527,12,53,.226,.551,83,.615
,January,74,135,.548,12,28,.429,.593,47,.635
,February,94,184,.511,11,30,.367,.541,62,.660
,March,43,81,.531,9,21,.429,.586,25,.581
,July,8,19,.421,2,5,.400,.474,6,.750
,August,86,172,.500,12,37,.324,.535,55,.640
