Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Season,Regular Season,349,676,.516,0,6,.000,.516,267,.765
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Game Location,Home,182,335,.543,0,3,.000,.543,138,.758
,Road,167,341,.490,0,3,.000,.490,129,.772
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Game Result,Win,120,221,.543,0,3,.000,.543,89,.742
,Loss,229,455,.503,0,3,.000,.503,178,.777
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Points,2,349,670,.521,0,0,,.521,267,.765
,3,0,6,.000,0,6,.000,.000,0,
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Distance,At Rim,226,317,.713,0,0,,.713,159,.704
,3 to <10 ft,54,124,.435,0,0,,.435,45,.833
,10 to <16 ft,31,83,.373,0,0,,.373,29,.935
,16 ft to <3-pt,38,146,.260,0,0,,.260,34,.895
,3-pt,0,6,.000,0,6,.000,.000,0,
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Type,Dunk,129,141,.915,0,0,,.915,99,.767
,Hook Shot,6,14,.429,0,0,,.429,6,1.000
,Jump Shot,116,335,.346,0,6,.000,.346,101,.871
,Lay-Up,78,149,.523,0,0,,.523,61,.782
,Tip Shot,20,37,.541,0,0,,.541,0,.000
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Quarter,1st,99,210,.471,0,1,.000,.471,83,.838
,2nd,84,156,.538,0,3,.000,.538,65,.774
,3rd,97,193,.503,0,1,.000,.503,71,.732
,4th,69,115,.600,0,1,.000,.600,48,.696
,OT,0,2,.000,0,0,,.000,0,
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Time Left in Quarter,< 3 minutes,73,121,.603,0,1,.000,.603,52,.712
,3-6 minutes,96,191,.503,0,1,.000,.503,76,.792
,> 6 minutes,180,364,.495,0,4,.000,.495,139,.772
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Margin,≤ 5 points,175,358,.489,0,1,.000,.489,139,.794
,6-10 points,93,175,.531,0,2,.000,.531,71,.763
,> 10 points,81,143,.566,0,3,.000,.566,57,.704
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Opponent,Atlanta,8,20,.400,0,0,,.400,5,.625
,Boston,8,12,.667,0,0,,.667,4,.500
,Brooklyn,11,18,.611,0,0,,.611,8,.727
,Charlotte,13,29,.448,0,2,.000,.448,9,.692
,Chicago,6,13,.462,0,0,,.462,6,1.000
,Cleveland,7,18,.389,0,0,,.389,6,.857
,Dallas,5,15,.333,0,1,.000,.333,4,.800
,Denver,11,20,.550,0,0,,.550,4,.364
,Detroit,0,7,.000,0,1,.000,.000,0,
,Golden State,22,42,.524,0,0,,.524,17,.773
,Houston,13,30,.433,0,0,,.433,11,.846
,Indiana,5,14,.357,0,0,,.357,3,.600
,LA Clippers,16,28,.571,0,1,.000,.571,15,.938
,LA Lakers,19,34,.559,0,0,,.559,17,.895
,Memphis,22,41,.537,0,0,,.537,17,.773
,Miami,5,10,.500,0,0,,.500,4,.800
,Milwaukee,10,13,.769,0,0,,.769,7,.700
,Minnesota,21,36,.583,0,0,,.583,20,.952
,New York,6,13,.462,0,0,,.462,5,.833
,Oklahoma City,7,22,.318,0,1,.000,.318,5,.714
,Orlando,12,27,.444,0,0,,.444,10,.833
,Philadelphia,4,6,.667,0,0,,.667,4,1.000
,Phoenix,10,17,.588,0,0,,.588,10,1.000
,Portland,23,41,.561,0,0,,.561,14,.609
,Sacramento,18,30,.600,0,0,,.600,12,.667
,San Antonio,25,45,.556,0,0,,.556,20,.800
,Toronto,12,26,.462,0,0,,.462,10,.833
,Utah,21,31,.677,0,0,,.677,14,.667
,Washington,9,18,.500,0,0,,.500,6,.667
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Month,October,6,12,.500,0,0,,.500,5,.833
,November,29,58,.500,0,2,.000,.500,18,.621
,December,62,127,.488,0,2,.000,.488,49,.790
,January,78,132,.591,0,0,,.591,65,.833
,February,54,122,.443,0,2,.000,.443,37,.685
,March,91,165,.552,0,0,,.552,73,.802
,April,29,60,.483,0,0,,.483,20,.690
