Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Season,Regular Season,301,613,.491,26,100,.260,.512,183,.608
,Playoffs,35,86,.407,3,17,.176,.424,27,.771
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Game Location,Home,147,310,.474,9,46,.196,.489,97,.660
,Road,189,389,.486,20,71,.282,.512,113,.598
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Game Result,Win,239,467,.512,23,79,.291,.536,157,.657
,Loss,97,232,.418,6,38,.158,.431,53,.546
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Points,2,307,582,.527,0,0,,.527,182,.593
,3,29,117,.248,29,117,.248,.372,28,.966
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Distance,At Rim,134,174,.770,0,0,,.770,96,.716
,3 to <10 ft,73,135,.541,0,0,,.541,41,.562
,10 to <16 ft,66,164,.402,0,0,,.402,28,.424
,16 ft to <3-pt,34,109,.312,0,0,,.312,17,.500
,3-pt,29,117,.248,29,117,.248,.372,28,.966
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Shot Type,Dunk,67,74,.905,0,0,,.905,55,.821
,Hook Shot,22,35,.629,0,0,,.629,8,.364
,Jump Shot,167,460,.363,29,117,.248,.395,97,.581
,Lay-Up,80,130,.615,0,0,,.615,50,.625
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Quarter,1st,117,233,.502,3,21,.143,.509,67,.573
,2nd,66,137,.482,5,27,.185,.500,30,.455
,3rd,95,202,.470,9,38,.237,.493,71,.747
,4th,55,120,.458,11,29,.379,.504,39,.709
,OT,3,7,.429,1,2,.500,.500,3,1.000
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Time Left in Quarter,< 3 minutes,82,174,.471,8,39,.205,.494,52,.634
,3-6 minutes,122,237,.515,13,32,.406,.542,74,.607
,> 6 minutes,132,288,.458,8,46,.174,.472,84,.636
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Margin,≤ 5 points,179,373,.480,13,55,.236,.497,112,.626
,6-10 points,85,189,.450,8,38,.211,.471,51,.600
,> 10 points,72,137,.526,8,24,.333,.555,47,.653
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Opponent,Atlanta,10,14,.714,0,2,.000,.714,6,.600
,Boston,11,25,.440,1,2,.500,.460,5,.455
,Chicago,14,21,.667,2,3,.667,.714,9,.643
,Cleveland,5,16,.312,0,3,.000,.312,4,.800
,Dallas,17,45,.378,3,12,.250,.411,10,.588
,Denver,19,38,.500,1,4,.250,.513,10,.526
,Detroit,13,22,.591,1,3,.333,.614,9,.692
,Golden State,16,40,.400,1,7,.143,.412,12,.750
,Houston,16,20,.800,1,2,.500,.825,7,.438
,Indiana,9,18,.500,1,4,.250,.528,6,.667
,LA Clippers,10,24,.417,0,3,.000,.417,3,.300
,Memphis,32,62,.516,4,15,.267,.548,25,.781
,Milwaukee,8,18,.444,0,1,.000,.444,4,.500
,New Orleans,10,28,.357,0,5,.000,.357,9,.900
,New York,8,23,.348,0,1,.000,.348,7,.875
,Oklahoma City,8,13,.615,0,1,.000,.615,3,.375
,Orlando,8,15,.533,1,4,.250,.567,2,.250
,Philadelphia,9,18,.500,0,3,.000,.500,5,.556
,Phoenix,38,89,.427,3,16,.188,.444,27,.711
,Portland,18,37,.486,2,3,.667,.514,9,.500
,Sacramento,9,19,.474,1,4,.250,.500,6,.667
,San Antonio,33,58,.569,5,11,.455,.612,20,.606
,Toronto,5,16,.312,0,3,.000,.312,3,.600
,Washington,10,20,.500,2,5,.400,.550,9,.900
Split,Value,FG,FGA,FG%,3P,3PA,3P%,eFG%,Ast'd,%Ast'd
Month,December,33,60,.550,3,9,.333,.575,17,.515
,January,122,241,.506,13,39,.333,.533,74,.607
,February,49,82,.598,1,10,.100,.604,33,.673
,April,34,83,.410,4,20,.200,.434,20,.588
,May,98,233,.421,8,39,.205,.438,66,.673
