Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
,Houston,3,3,99,25,48,2,4,14,17,9,37,10,7,5,3,5,66,,.521,.500,.824,,.595,24.6,128,102,+8.4,,33.0,22.0,12.3,3.3
,Indiana,1,1,20,6,11,0,2,3,6,4,7,4,1,1,2,0,15,,.545,.000,.500,,.550,31.1,115,115,-2.3,,19.6,15.0,7.0,4.0
,LA Clippers,3,3,118,37,73,4,12,25,31,13,42,11,7,9,3,10,103,,.507,.333,.806,,.594,30.9,129,109,+8.5,,39.3,34.3,14.0,3.7
,LA Lakers,2,2,60,22,37,1,4,7,12,10,28,7,0,1,4,4,52,,.595,.250,.583,,.615,30.0,122,111,-3.7,,30.0,26.0,14.0,3.5
,Memphis,3,3,105,28,49,0,7,19,26,5,40,12,6,9,7,10,75,,.571,.000,.731,,.620,28.0,119,93,+8.2,,35.1,25.0,13.3,4.0
,Miami,2,2,80,25,42,4,8,14,16,4,21,9,4,7,3,3,68,,.595,.500,.875,,.693,29.1,138,102,+4.4,,40.0,34.0,10.5,4.5
,Milwaukee,2,2,51,19,34,5,13,5,10,6,23,5,2,5,5,4,48,,.559,.385,.500,,.625,34.2,113,106,-19.5,,25.3,24.0,11.5,2.5
,Minnesota,3,3,102,30,62,4,9,27,30,8,34,6,2,8,5,10,91,,.484,.444,.900,,.605,32.7,122,103,+13.1,,33.9,30.3,11.3,2.0
,New York,2,2,72,28,44,2,5,18,25,7,28,9,1,1,2,5,76,,.636,.400,.720,,.691,29.5,146,111,+2.5,,36.2,38.0,14.0,4.5
,Oklahoma City,3,3,94,28,62,2,6,20,22,10,30,5,3,3,10,8,78,,.452,.333,.909,,.544,34.4,108,111,-0.5,,31.2,26.0,10.0,1.7
,Orlando,1,1,24,1,9,0,0,1,2,0,6,0,0,3,0,1,3,,.111,,.500,,.152,17.7,33,112,-32.0,,24.0,3.0,6.0,0.0
,Philadelphia,2,2,62,12,27,0,2,6,11,8,22,8,7,8,7,5,30,,.444,.000,.545,,.471,23.6,94,95,-4.3,,30.9,15.0,11.0,4.0
,Phoenix,3,3,80,20,40,1,5,17,20,6,32,9,6,6,7,5,58,,.500,.200,.850,,.594,27.9,120,95,+17.1,,26.6,19.3,10.7,3.0
,Portland,1,1,36,9,17,0,0,9,12,2,7,2,0,1,1,4,27,,.529,,.750,,.606,29.0,125,131,-32.7,,35.7,27.0,7.0,2.0
,Sacramento,2,2,67,15,32,2,6,19,24,6,27,10,4,6,5,3,51,,.469,.333,.792,,.599,28.2,125,104,+11.8,,33.3,25.5,13.5,5.0
,San Antonio,2,2,72,18,35,0,3,10,13,3,17,7,4,7,5,4,46,,.514,.000,.769,,.565,27.2,112,107,+1.4,,35.9,23.0,8.5,3.5
,Toronto,1,1,40,11,20,1,2,2,2,8,20,6,0,2,4,4,25,,.550,.500,1.000,,.599,25.5,124,103,+20.2,,39.7,25.0,20.0,6.0
,Utah,2,2,43,13,26,1,2,4,5,5,16,6,4,5,2,5,31,,.500,.500,.800,,.550,29.7,119,95,-20.8,,21.5,15.5,8.0,3.0
,Washington,1,1,34,9,21,2,6,8,9,4,15,3,1,2,3,1,28,,.429,.333,.889,,.561,30.6,123,94,+30.7,,34.4,28.0,15.0,3.0
