Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
,2 Days,12,12,456,100,201,0,5,71,95,27,130,32,22,33,13,27,271,,.498,.000,.747,,.558,25.6,119,102,+2.3,,38.0,22.6,10.8,2.7
,3+ Days,10,10,391,113,202,0,1,61,77,42,123,25,20,48,21,18,287,,.559,.000,.792,,.608,29.5,124,96,+5.1,,39.1,28.7,12.3,2.5
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Conference,Eastern,23,23,775,215,413,0,4,115,139,70,238,47,25,66,32,45,545,,.521,.000,.827,,.575,29.7,120,100,+6.7,,33.7,23.7,10.3,2.0
,Western,45,45,1679,427,786,1,8,256,322,103,458,102,75,134,63,96,1111,,.543,.125,.795,,.599,27.0,123,101,+5.2,,37.3,24.7,10.2,2.3
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Division,Atlantic,5,5,174,44,93,0,0,40,46,14,47,15,5,16,4,15,128,,.473,,.870,,.565,30.8,127,101,+13.7,,34.8,25.6,9.4,3.0
,Central,9,9,296,92,167,0,3,38,47,22,85,20,11,28,10,15,222,,.551,.000,.809,,.591,30.3,123,101,+3.7,,32.9,24.7,9.4,2.2
,Northwest,16,16,597,168,304,1,6,94,113,40,161,41,28,49,22,30,431,,.553,.167,.832,,.609,28.5,126,101,+4.9,,37.3,26.9,10.1,2.6
,Pacific,14,14,510,133,233,0,2,66,91,26,137,31,17,41,16,32,332,,.571,.000,.725,,.608,26.3,124,101,+5.0,,36.4,23.7,9.8,2.2
,Southeast,9,9,306,79,153,0,1,37,46,34,106,12,9,22,18,15,195,,.516,.000,.804,,.563,28.5,114,98,+5.8,,34.0,21.7,11.8,1.3
,Southwest,15,15,572,126,249,0,0,96,118,37,160,30,30,44,25,34,348,,.506,,.814,,.578,26.1,119,100,+5.5,,38.1,23.2,10.7,2.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Opponent,Atlanta,2,2,65,17,37,0,0,9,12,11,24,4,4,3,4,5,43,,.459,,.750,,.509,31.6,115,104,+7.4,,32.3,21.5,12.0,2.0
,Boston,2,2,82,21,44,0,0,21,23,5,23,6,1,6,3,7,63,,.477,,.913,,.582,31.1,127,112,-3.8,,41.2,31.5,11.5,3.0
,Brooklyn,1,1,28,5,16,0,0,5,6,1,6,5,0,3,0,2,15,,.313,,.833,,.402,31.3,104,98,+27.2,,28.1,15.0,6.0,5.0
,Chicago,2,2,53,17,35,0,0,3,3,4,16,3,1,7,1,2,37,,.486,,1.000,,.509,31.4,111,109,+1.9,,26.7,18.5,8.0,1.5
,Charlotte,2,2,78,25,41,0,0,6,6,4,25,3,1,7,2,3,56,,.610,,1.000,,.642,27.1,128,97,+11.3,,39.2,28.0,12.5,1.5
,Cleveland,2,2,46,16,25,0,2,3,6,5,15,4,4,3,0,1,35,,.640,.000,.500,,.633,27.3,138,119,-7.9,,23.2,17.5,7.5,2.0
,Dallas,3,3,122,28,59,0,0,34,39,17,36,7,7,6,3,8,90,,.475,,.872,,.591,28.9,136,114,+4.7,,40.8,30.0,12.0,2.3
,Denver,3,3,119,31,60,0,2,16,20,5,35,11,2,13,6,6,78,,.517,.000,.800,,.567,29.1,114,105,-6.2,,39.6,26.0,11.7,3.7
,Detroit,2,2,77,28,48,0,1,10,12,7,23,3,4,12,2,3,66,,.583,.000,.833,,.619,32.2,130,86,+9.5,,38.3,33.0,11.5,1.5
,Golden State,2,2,78,24,40,0,2,11,16,4,25,5,4,7,2,3,59,,.600,.000,.688,,.627,27.4,123,99,-2.4,,39.1,29.5,12.5,2.5
,Houston,4,4,156,31,58,0,0,26,39,6,43,11,9,12,5,6,88,,.534,,.667,,.585,23.4,123,97,+10.7,,38.9,22.0,10.8,2.8
,Indiana,1,1,37,8,18,0,0,5,6,1,9,0,0,1,1,2,21,,.444,,.833,,.509,26.3,103,103,-2.8,,37.2,21.0,9.0,0.0
,LA Clippers,2,2,72,20,28,0,0,12,14,4,15,5,2,3,2,7,52,,.714,,.857,,.761,23.8,153,121,-25.5,,36.0,26.0,7.5,2.5
,LA Lakers,4,4,141,43,64,0,0,11,16,3,33,8,6,16,8,7,97,,.672,,.688,,.683,26.4,124,90,+23.5,,35.1,24.3,8.3,2.0
,Memphis,4,4,137,29,58,0,0,11,11,7,33,6,2,11,4,12,69,,.500,,1.000,,.549,22.5,113,103,-1.6,,34.2,17.3,8.3,1.5
,Miami,1,1,9,2,8,0,0,2,2,2,6,0,0,0,1,0,6,,.250,,1.000,,.338,49.1,78,89,+43.8,,8.9,6.0,6.0,0.0
,Milwaukee,2,2,82,23,41,0,0,17,20,5,22,10,2,5,6,7,63,,.561,,.850,,.633,31.4,125,98,+8.7,,41.1,31.5,11.0,5.0
,Minnesota,4,4,142,36,71,0,0,23,27,6,36,13,8,10,2,8,95,,.507,,.852,,.573,28.3,124,88,+28.5,,35.6,23.8,9.0,3.3
,New York,1,1,33,6,14,0,0,6,9,3,8,1,1,3,1,3,18,,.429,,.667,,.501,27.1,114,100,+9.9,,32.8,18.0,8.0,1.0
,Oklahoma City,4,4,159,48,81,1,2,30,39,9,41,11,8,10,7,7,127,,.593,.500,.769,,.647,28.3,130,103,+2.2,,39.8,31.8,10.3,2.8
,Orlando,2,2,75,15,37,0,0,9,13,12,28,3,3,11,4,2,39,,.405,,.692,,.456,28.0,100,91,+7.0,,37.3,19.5,14.0,1.5
,Philadelphia,1,1,31,12,19,0,0,8,8,5,10,3,3,4,0,3,32,,.632,,1.000,,.710,33.6,163,76,+55.4,,30.5,32.0,10.0,3.0
,Phoenix,2,2,65,14,27,0,0,10,16,6,27,6,1,2,1,2,38,,.519,,.625,,.558,24.9,127,102,+17.0,,32.6,19.0,13.5,3.0
,Portland,3,3,102,25,54,0,2,7,8,11,26,5,7,12,3,6,57,,.463,.000,.875,,.495,27.3,110,106,-13.1,,34.1,19.0,8.7,1.7
,Sacramento,4,4,154,32,74,0,0,22,29,9,37,7,4,13,3,13,86,,.432,,.759,,.496,27.4,111,101,+1.7,,38.5,21.5,9.3,1.8
,San Antonio,4,4,158,38,74,0,0,25,29,7,48,6,12,15,13,8,101,,.514,,.862,,.582,29.7,106,90,+7.1,,39.4,25.3,12.0,1.5
,Utah,2,2,75,28,38,0,0,18,19,9,23,1,3,4,4,3,74,,.737,,.947,,.798,30.0,157,109,+7.7,,37.3,37.0,11.5,0.5
,Washington,2,2,79,20,30,0,1,11,13,5,23,2,1,1,7,5,51,,.667,.000,.846,,.714,25.6,123,102,-7.0,,39.6,25.5,11.5,1.0
