Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 19_level_1,FG%,3P%,FT%,Unnamed: 23_level_1,TS%,USG%,ORtg,DRtg,+/-,Unnamed: 29_level_1,MP,PTS,TRB,AST
,Total,68,68,2455,642,1199,1,12,371,461,173,696,149,100,200,95,141,1656,,.535,.083,.805,,.591,27.9,122,100,+5.6,,36.1,24.4,10.2,2.2
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Place,Home,34,34,1219,304,599,0,3,187,248,87,356,77,54,114,43,57,795,,.508,.000,.754,,.561,28.0,118,97,+10.2,,35.9,23.4,10.5,2.3
,Road,34,34,1236,338,600,1,9,184,213,86,340,72,46,86,52,84,861,,.563,.111,.864,,.621,27.8,126,104,+1.1,,36.3,25.3,10.0,2.1
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
All-Star,Pre,46,46,1645,436,791,1,9,256,308,124,475,79,71,126,60,95,1129,,.551,.111,.831,,.609,27.2,126,101,+5.4,,35.8,24.5,10.3,1.7
,Post,22,22,809,206,408,0,3,115,153,49,221,70,29,74,35,46,527,,.505,.000,.752,,.554,29.3,115,99,+6.1,,36.8,24.0,10.0,3.2
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Result,Win,39,39,1378,378,696,1,5,227,282,98,396,91,62,128,57,75,984,,.543,.200,.805,,.600,29.1,123,95,+16.3,,35.3,25.2,10.2,2.3
,Loss,29,29,1077,264,503,0,7,144,179,75,300,58,38,72,38,66,672,,.525,.000,.804,,.578,26.3,120,108,-8.1,,37.1,23.2,10.3,2.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Month,October,1,1,36,10,22,0,0,6,9,9,17,2,3,9,0,1,26,,.455,,.667,,.501,27.7,126,73,+26.8,,36.3,26.0,17.0,2.0
,November,14,14,512,136,240,0,6,76,93,38,153,23,28,36,22,28,348,,.567,.000,.817,,.619,27.0,124,101,+4.5,,36.5,24.9,10.9,1.6
,December,16,16,559,148,258,0,1,83,104,37,157,23,21,45,19,33,379,,.574,.000,.798,,.624,26.1,127,103,+0.3,,34.9,23.7,9.8,1.4
,January,11,11,409,102,193,0,1,71,79,27,111,22,16,30,14,29,275,,.528,.000,.899,,.604,27.5,127,97,+13.7,,37.1,25.0,10.1,2.0
,February,6,6,177,47,101,1,1,25,29,18,54,10,3,8,10,5,120,,.465,1.000,.862,,.527,31.4,111,109,-0.3,,29.6,20.0,9.0,1.7
,March,11,11,446,124,235,0,1,59,80,24,123,40,15,45,18,28,307,,.528,.000,.738,,.568,29.9,118,96,+6.5,,40.6,27.9,11.2,3.6
,April,9,9,316,75,150,0,2,51,67,20,81,29,14,27,12,17,201,,.500,.000,.761,,.560,28.0,118,103,+6.7,,35.1,22.3,9.0,3.2
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Day,Sunday,7,7,275,82,133,0,2,42,54,18,70,26,14,19,10,21,206,,.617,.000,.778,,.657,28.3,134,104,+5.3,,39.3,29.4,10.0,3.7
,Monday,9,9,330,100,167,0,4,55,63,38,96,32,15,25,11,26,255,,.599,.000,.873,,.655,28.4,141,104,+7.6,,36.7,28.3,10.7,3.6
,Tuesday,12,12,448,97,202,0,2,76,99,32,130,25,18,39,9,26,270,,.480,.000,.768,,.550,25.6,120,98,+9.2,,37.3,22.5,10.8,2.1
,Wednesday,13,13,498,137,242,0,1,64,84,27,138,22,20,44,19,23,338,,.566,.000,.762,,.606,27.5,123,99,+4.0,,38.3,26.0,10.6,1.7
,Thursday,2,2,79,24,36,0,0,12,16,4,29,6,4,8,3,2,60,,.667,,.750,,.697,26.2,135,94,+2.6,,39.3,30.0,14.5,3.0
,Friday,14,14,467,106,227,1,2,65,81,23,130,29,15,33,25,24,278,,.467,.500,.802,,.529,28.5,107,98,+11.1,,33.3,19.9,9.3,2.1
,Saturday,11,11,359,96,192,0,1,57,64,31,103,9,14,32,18,19,249,,.500,.000,.891,,.565,30.0,115,104,-4.5,,32.6,22.6,9.4,0.8
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Role,Starter,68,68,2455,642,1199,1,12,371,461,173,696,149,100,200,95,141,1656,,.535,.083,.805,,.591,27.9,122,100,+5.6,,36.1,24.4,10.2,2.2
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Minutes,40+,21,21,881,241,459,1,5,141,173,53,253,48,24,76,36,49,624,,.525,.200,.815,,.583,29.5,120,100,+4.1,,41.9,29.7,12.0,2.3
,30-39,39,39,1412,362,653,0,7,211,259,111,401,87,70,110,57,87,935,,.554,.000,.815,,.610,26.7,125,100,+6.2,,36.2,24.0,10.3,2.2
,20-29,5,5,134,29,64,0,0,17,25,6,30,13,5,13,1,5,75,,.453,,.680,,.500,26.1,115,100,+8.3,,26.8,15.0,6.0,2.6
,10-19,1,1,13,4,11,0,0,0,0,1,5,1,1,1,0,0,8,,.364,,,,.364,41.5,83,107,+8.2,,12.7,8.0,5.0,1.0
,0-9,2,2,15,6,12,0,0,2,4,2,7,0,0,0,1,0,14,,.500,,.500,,.509,44.1,94,106,+21.4,,7.7,7.0,3.5,0.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Rest,0 Days,17,17,568,162,288,0,2,82,90,43,163,26,22,46,21,39,406,,.563,.000,.911,,.620,28.4,126,99,+9.4,,33.4,23.9,9.6,1.5
,1 Day,29,29,1040,267,508,1,4,157,199,61,280,66,36,73,40,57,692,,.526,.250,.789,,.581,28.0,120,102,+5.3,,35.8,23.9,9.7,2.3
