Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
,3+ Days,4,4,118,35,70,1,10,14,18,5,30,9,5,2,9,3,85,,.500,.100,.778,,.545,30.6,107,108,-7.3,,29.6,21.3,7.5,2.3
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Conference,Eastern,12,12,428,110,226,8,34,53,76,18,92,43,19,18,30,27,281,,.487,.235,.697,,.542,30.1,107,105,-0.6,,35.6,23.4,7.7,3.6
,Western,24,24,734,191,387,18,66,105,138,44,194,67,26,41,44,33,505,,.494,.273,.761,,.564,28.8,114,104,+7.9,,30.6,21.0,8.1,2.8
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Division,Atlantic,4,4,147,33,82,1,9,15,25,8,37,15,6,3,7,7,82,,.402,.111,.600,,.441,30.4,96,104,-6.2,,36.8,20.5,9.3,3.8
,Central,5,5,182,49,95,4,14,28,37,8,40,21,9,8,10,10,130,,.516,.286,.757,,.584,29.3,118,105,+4.8,,36.4,26.0,8.0,4.2
,Northwest,6,6,182,45,88,3,8,27,37,13,49,15,4,6,13,7,120,,.511,.375,.730,,.575,28.4,112,105,+8.1,,30.3,20.0,8.2,2.5
,Pacific,5,5,152,38,86,2,13,25,29,9,48,17,5,11,11,10,103,,.442,.154,.862,,.521,30.9,110,108,+1.3,,30.4,20.6,9.6,3.4
,Southeast,3,3,98,28,49,3,11,10,14,2,15,7,4,7,13,10,69,,.571,.273,.714,,.625,31.4,102,108,-2.6,,32.8,23.0,5.0,2.3
,Southwest,13,13,400,108,213,13,45,53,72,22,97,35,17,24,20,16,282,,.507,.289,.736,,.576,28.3,116,101,+10.4,,30.8,21.7,7.5,2.7
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Opponent,Atlanta,1,1,36,10,14,0,2,5,6,0,2,2,1,3,5,4,25,,.714,.000,.833,,.751,29.4,111,105,+2.8,,35.9,25.0,2.0,2.0
,Boston,1,1,36,11,25,1,2,4,7,6,14,2,2,0,1,0,27,,.440,.500,.571,,.481,36.7,110,100,-14.2,,35.8,27.0,14.0,2.0
,Chicago,1,1,28,14,21,2,3,7,9,1,6,3,2,1,1,3,37,,.667,.667,.778,,.741,39.7,140,83,+7.9,,28.4,37.0,6.0,3.0
,Cleveland,1,1,36,5,16,0,3,7,9,3,10,4,3,3,3,1,17,,.313,.000,.778,,.426,27.5,99,103,-6.7,,35.6,17.0,10.0,4.0
,Dallas,3,3,75,17,45,3,12,12,17,3,15,9,3,1,4,2,49,,.378,.250,.706,,.467,32.6,99,117,-8.9,,25.1,16.3,5.0,3.0
,Denver,3,3,81,19,38,1,4,14,18,6,20,4,3,5,7,5,53,,.500,.250,.778,,.577,29.9,107,98,+12.4,,26.9,17.7,6.7,1.3
,Detroit,1,1,45,13,22,1,3,3,4,2,5,3,1,2,3,2,30,,.591,.333,.750,,.631,27.6,119,115,+11.0,,44.5,30.0,5.0,3.0
,Golden State,1,1,37,6,16,0,1,5,7,5,17,7,2,3,1,3,17,,.375,.000,.714,,.445,22.9,119,104,+14.7,,37.0,17.0,17.0,7.0
,Houston,2,2,59,16,20,1,2,13,14,3,14,3,0,8,2,5,46,,.800,.500,.929,,.879,19.6,169,96,+39.7,,29.4,23.0,7.0,1.5
,Indiana,1,1,36,9,18,1,4,9,10,2,10,5,2,0,1,1,28,,.500,.250,.900,,.625,27.3,138,110,+12.2,,35.8,28.0,10.0,5.0
,LA Clippers,2,2,40,10,24,0,3,2,2,0,8,2,0,0,5,2,22,,.417,.000,1.000,,.442,31.9,76,115,-30.1,,20.0,11.0,4.0,1.0
,Memphis,3,3,101,32,62,4,15,11,14,5,28,6,8,7,10,1,79,,.516,.267,.786,,.580,33.1,106,91,+8.3,,33.8,26.3,9.3,2.0
,Milwaukee,1,1,38,8,18,0,1,2,5,0,9,6,1,2,2,3,18,,.444,.000,.400,,.446,27.0,94,105,0.0,,37.8,18.0,9.0,6.0
,New Orleans,2,2,63,10,28,0,5,11,16,1,11,6,3,3,1,1,31,,.357,.000,.688,,.442,24.6,100,97,+25.5,,31.7,15.5,5.5,3.0
,New York,1,1,43,8,23,0,1,4,5,0,6,4,1,0,3,2,20,,.348,.000,.800,,.397,29.8,82,102,+8.5,,43.5,20.0,6.0,4.0
,Oklahoma City,1,1,25,8,13,0,1,2,2,3,7,1,0,0,0,0,18,,.615,.000,1.000,,.648,23.8,145,107,+32.7,,24.6,18.0,7.0,1.0
,Orlando,1,1,31,8,15,1,4,1,2,1,8,3,0,2,5,3,18,,.533,.250,.500,,.567,30.7,94,111,+10.0,,31.4,18.0,8.0,3.0
,Philadelphia,1,1,35,9,18,0,3,5,10,1,8,2,0,2,2,4,23,,.500,.000,.500,,.513,31.4,100,106,-5.9,,34.6,23.0,8.0,2.0
,Phoenix,1,1,41,13,27,1,5,15,17,3,12,5,3,3,3,1,42,,.481,.200,.882,,.609,39.7,131,106,+32.1,,40.8,42.0,12.0,5.0
,Portland,2,2,77,18,37,2,3,11,17,4,22,10,1,1,6,2,49,,.486,.667,.647,,.551,28.3,108,111,-3.8,,38.4,24.5,11.0,5.0
,Sacramento,1,1,34,9,19,1,4,3,3,1,11,3,0,5,2,4,22,,.474,.250,1.000,,.541,27.7,111,105,-11.4,,34.2,22.0,11.0,3.0
,San Antonio,3,3,101,33,58,5,11,6,11,10,29,11,3,5,3,7,77,,.569,.455,.545,,.613,27.5,129,106,+0.5,,33.7,25.7,9.7,3.7
,Toronto,1,1,33,5,16,0,3,2,3,1,9,7,3,1,1,1,12,,.313,.000,.667,,.346,23.3,89,108,-15.6,,33.5,12.0,9.0,7.0
,Washington,1,1,31,10,20,2,5,4,6,1,5,2,3,2,3,3,26,,.500,.400,.667,,.574,34.4,102,109,-20.3,,31.1,26.0,5.0,2.0
