Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
,LA Lakers,3,3,113,37,75,1,7,31,42,9,33,7,6,7,3,4,106,,.493,.143,.738,,.567,37.2,121,100,+11.4,,37.5,35.3,11.0,2.3
,Memphis,4,4,164,31,78,2,11,11,14,4,43,4,4,9,11,10,75,,.397,.182,.786,,.446,27.9,81,90,-1.0,,40.9,18.8,10.8,1.0
,Miami,2,2,72,17,34,2,4,19,27,9,30,2,4,7,5,5,55,,.500,.500,.704,,.599,30.9,117,95,-2.7,,35.8,27.5,15.0,1.0
,Milwaukee,2,2,79,20,45,0,3,25,26,6,23,4,5,7,3,5,65,,.444,.000,.962,,.576,32.4,122,104,+6.0,,39.3,32.5,11.5,2.0
,Minnesota,3,3,110,44,65,4,9,23,27,7,34,8,3,2,11,5,115,,.677,.444,.852,,.748,34.9,133,101,+27.5,,36.7,38.3,11.3,2.7
,New York,2,2,63,23,40,1,1,16,18,5,36,4,2,3,5,5,63,,.575,1.000,.889,,.657,39.0,122,85,+29.9,,31.7,31.5,18.0,2.0
,Oklahoma City,4,4,127,45,94,3,6,24,30,10,41,8,4,7,8,14,117,,.479,.500,.800,,.546,39.0,108,107,-8.1,,31.9,29.3,10.3,2.0
,Orlando,1,1,29,9,17,0,0,3,4,2,13,4,0,1,2,1,21,,.529,,.750,,.560,32.0,111,96,+16.9,,28.9,21.0,13.0,4.0
,Philadelphia,2,2,76,20,51,0,3,17,22,6,27,4,0,4,4,3,57,,.392,.000,.773,,.470,37.0,101,97,+0.7,,37.9,28.5,13.5,2.0
,Phoenix,4,4,168,31,65,1,7,31,37,7,41,9,3,15,9,12,94,,.477,.143,.838,,.578,23.4,113,103,-0.3,,41.9,23.5,10.3,2.3
,Portland,3,3,108,29,54,4,9,22,29,3,36,10,4,12,3,4,84,,.537,.444,.759,,.629,30.9,123,94,+10.1,,36.1,28.0,12.0,3.3
,Sacramento,3,3,111,34,65,1,6,16,17,6,30,6,5,11,10,8,85,,.523,.167,.941,,.586,33.2,106,95,+8.7,,36.9,28.3,10.0,2.0
,San Antonio,4,4,137,24,56,1,4,26,33,7,38,6,2,6,14,11,75,,.429,.250,.788,,.532,27.8,96,102,-8.5,,34.2,18.8,9.5,1.5
,Toronto,2,2,58,6,22,0,1,13,17,3,21,4,1,3,1,3,25,,.273,.000,.765,,.424,24.5,101,103,-5.4,,29.2,12.5,10.5,2.0
,Utah,3,3,109,23,52,2,5,20,25,9,38,6,5,9,7,4,68,,.442,.400,.800,,.540,29.8,108,106,-20.7,,36.2,22.7,12.7,2.0
,Washington,2,2,79,26,42,1,2,8,10,4,27,5,4,4,7,3,61,,.619,.500,.800,,.657,30.7,116,103,-7.6,,39.3,30.5,13.5,2.5
