Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
,Detroit,2,2,58,15,27,1,3,17,20,7,30,8,1,9,1,2,48,,.556,.333,.850,,.670,26.8,148,93,+32.5,,28.8,24.0,15.0,4.0
,Golden State,3,3,89,25,49,0,6,14,17,7,32,6,1,8,5,7,64,,.510,.000,.824,,.567,29.7,112,114,-6.3,,29.7,21.3,10.7,2.0
,Houston,3,3,98,31,57,3,3,12,17,12,31,8,4,7,8,10,77,,.544,1.000,.706,,.597,31.5,112,105,-2.9,,32.8,25.7,10.3,2.7
,Indiana,2,2,78,24,38,1,3,11,12,7,31,6,2,1,5,4,60,,.632,.333,.917,,.693,26.2,131,120,-0.6,,38.8,30.0,15.5,3.0
,LA Clippers,4,4,158,40,68,0,4,15,20,12,44,8,6,8,6,8,95,,.588,.000,.750,,.618,22.9,126,113,-1.9,,39.6,23.8,11.0,2.0
,Memphis,3,3,111,31,55,1,9,23,30,11,31,14,1,10,10,7,86,,.564,.111,.767,,.630,30.3,126,117,+5.6,,36.9,28.7,10.3,4.7
,Miami,2,2,68,14,24,0,1,10,11,3,23,10,3,6,6,4,38,,.583,.000,.909,,.659,22.1,117,98,-15.6,,33.8,19.0,11.5,5.0
,Milwaukee,2,2,93,22,52,3,9,9,9,8,36,7,2,7,4,4,56,,.423,.333,1.000,,.500,28.0,106,104,-0.5,,46.4,28.0,18.0,3.5
,Minnesota,4,4,129,34,60,2,3,25,32,18,54,20,13,8,7,9,95,,.567,.667,.781,,.641,26.8,135,100,+6.0,,32.3,23.8,13.5,5.0
,New Orleans,4,4,128,32,53,0,6,22,27,11,42,17,5,8,11,13,86,,.604,.000,.815,,.663,26.1,126,107,+12.1,,32.1,21.5,10.5,4.3
,New York,2,2,72,18,34,1,2,7,7,4,32,7,2,6,2,4,44,,.529,.500,1.000,,.593,24.2,119,101,0.0,,36.0,22.0,16.0,3.5
,Oklahoma City,4,4,146,38,68,1,3,31,37,11,52,18,6,6,7,7,108,,.559,.333,.838,,.641,27.4,132,112,+3.0,,36.6,27.0,13.0,4.5
,Orlando,2,2,70,22,33,0,1,10,11,8,32,8,1,10,5,8,54,,.667,.000,.909,,.714,27.4,134,102,-18.1,,35.2,27.0,16.0,4.0
,Philadelphia,2,2,72,17,30,1,2,5,9,10,30,6,1,5,5,8,40,,.567,.500,.556,,.589,24.3,115,111,-6.2,,36.0,20.0,15.0,3.0
,Phoenix,5,5,187,42,85,1,4,25,27,18,57,8,7,10,9,13,110,,.494,.250,.926,,.568,24.2,115,111,-6.4,,37.5,22.0,11.4,1.6
,Portland,3,3,102,22,46,0,3,16,19,9,41,11,3,8,7,5,60,,.478,.000,.842,,.552,26.4,114,100,+9.8,,34.0,20.0,13.7,3.7
,Sacramento,4,4,152,26,62,2,6,21,24,10,46,8,3,9,9,14,75,,.419,.333,.875,,.517,23.8,103,117,-11.6,,37.9,18.8,11.5,2.0
,San Antonio,2,2,67,23,37,2,4,17,22,6,23,1,5,0,3,5,65,,.622,.500,.773,,.696,31.2,134,107,+10.1,,33.4,32.5,11.5,0.5
,Toronto,2,2,67,23,37,2,6,14,18,3,23,7,0,1,8,7,62,,.622,.333,.778,,.690,32.5,121,117,+9.7,,33.7,31.0,11.5,3.5
,Utah,3,3,106,29,60,1,4,19,24,10,46,16,3,6,10,2,78,,.483,.250,.792,,.553,32.4,110,108,+20.2,,35.5,26.0,15.3,5.3
,Washington,2,2,79,24,39,0,1,27,28,6,33,5,3,6,3,3,75,,.615,.000,.964,,.731,28.6,149,107,+20.5,,39.7,37.5,16.5,2.5
