Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 19_level_1,FG%,3P%,FT%,Unnamed: 23_level_1,TS%,USG%,ORtg,DRtg,+/-,Unnamed: 29_level_1,MP,PTS,TRB,AST
,Total,76,76,2700,713,1283,29,107,421,516,239,961,266,91,178,159,177,1876,,.556,.271,.816,,.621,26.8,124,109,+2.7,,35.5,24.7,12.6,3.5
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Place,Home,41,41,1417,375,647,11,43,223,272,132,505,154,52,97,73,93,984,,.580,.256,.820,,.642,25.7,130,107,+5.8,,34.6,24.0,12.3,3.8
,Road,35,35,1283,338,636,18,64,198,244,107,456,112,39,81,86,84,892,,.531,.281,.811,,.600,27.9,117,112,-0.8,,36.7,25.5,13.0,3.2
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
All-Star,Pre,52,52,1858,493,892,19,67,289,357,158,632,200,58,128,107,123,1294,,.553,.284,.810,,.617,26.9,123,110,+0.8,,35.7,24.9,12.2,3.8
,Post,24,24,842,220,391,10,40,132,159,81,329,66,33,50,52,54,582,,.563,.250,.830,,.631,26.5,125,108,+6.8,,35.1,24.3,13.7,2.8
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Result,Win,45,45,1623,442,775,17,66,279,341,161,617,169,58,111,91,102,1180,,.570,.258,.818,,.638,26.9,129,104,+12.5,,36.1,26.2,13.7,3.8
,Loss,31,31,1077,271,508,12,41,142,175,78,344,97,33,67,68,75,696,,.533,.293,.811,,.595,26.5,115,118,-12.5,,34.7,22.5,11.1,3.1
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Month,October,4,4,153,39,74,3,7,22,25,12,55,13,6,11,5,13,103,,.527,.429,.880,,.606,25.7,125,101,-6.8,,38.3,25.8,13.8,3.3
,November,15,15,512,123,219,0,4,81,97,48,180,49,15,40,36,42,327,,.562,.000,.835,,.625,25.3,122,108,+3.0,,34.1,21.8,12.0,3.3
,December,13,13,474,141,257,9,21,80,105,47,160,43,16,32,23,29,371,,.549,.429,.762,,.612,29.3,124,109,+2.5,,36.5,28.5,12.3,3.3
,January,14,14,512,134,239,5,22,73,91,39,160,65,16,25,34,31,346,,.561,.227,.802,,.620,26.2,122,115,-4.7,,36.6,24.7,11.4,4.6
,February,11,11,388,110,190,2,18,62,73,28,146,37,12,31,19,20,284,,.579,.111,.849,,.639,27.5,127,110,+5.1,,35.3,25.8,13.3,3.4
,March,13,13,472,113,211,8,22,63,76,45,188,42,16,28,27,28,297,,.536,.364,.829,,.608,25.3,121,108,+5.5,,36.3,22.8,14.5,3.2
,April,6,6,189,53,93,2,13,40,49,20,72,17,10,11,15,14,148,,.570,.154,.816,,.646,28.7,127,104,+17.8,,31.6,24.7,12.0,2.8
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Day,Sunday,12,12,417,112,184,3,13,59,73,41,157,32,23,22,27,34,286,,.609,.231,.808,,.662,25.4,127,107,+4.8,,34.8,23.8,13.1,2.7
,Monday,10,10,335,100,166,7,14,39,48,25,127,45,10,17,19,22,246,,.602,.500,.813,,.657,26.9,129,109,+2.3,,33.5,24.6,12.7,4.5
,Tuesday,10,10,349,102,189,8,22,56,67,41,133,29,4,23,22,19,268,,.540,.364,.836,,.613,28.8,125,110,+7.7,,34.9,26.8,13.3,2.9
,Wednesday,13,13,486,111,212,4,16,89,108,34,167,40,18,30,27,27,315,,.524,.250,.824,,.607,25.5,121,109,+7.0,,37.4,24.2,12.8,3.1
,Thursday,10,10,351,103,181,2,15,60,72,24,112,30,14,25,15,20,268,,.569,.133,.833,,.630,28.3,127,110,+0.9,,35.1,26.8,11.2,3.0
,Friday,10,10,366,92,169,2,17,58,74,36,123,39,9,20,26,28,244,,.544,.118,.784,,.605,27.0,120,113,-3.3,,36.6,24.4,12.3,3.9
,Saturday,11,11,395,93,182,3,10,60,74,38,142,51,13,41,23,27,249,,.511,.300,.811,,.580,26.2,119,107,-2.0,,35.9,22.6,12.9,4.6
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Role,Starter,76,76,2700,713,1283,29,107,421,516,239,961,266,91,178,159,177,1876,,.556,.271,.816,,.621,26.8,124,109,+2.7,,35.5,24.7,12.6,3.5
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Minutes,40+,14,14,600,156,296,8,31,94,113,47,191,53,17,39,31,36,414,,.527,.258,.832,,.599,27.2,121,112,+0.3,,42.9,29.6,13.6,3.8
,30-39,49,49,1771,463,825,17,62,273,337,158,639,173,62,116,107,118,1216,,.561,.274,.810,,.625,26.5,124,109,+0.7,,36.1,24.8,13.0,3.5
,20-29,11,11,305,89,150,4,14,52,64,30,123,35,9,22,20,21,234,,.593,.286,.813,,.657,27.5,130,103,+16.9,,27.8,21.3,11.2,3.2
,10-19,2,2,24,5,12,0,0,2,2,4,8,5,3,1,1,2,12,,.417,,1.000,,.466,25.1,117,116,+20.0,,12.0,6.0,4.0,2.5
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Rest,0 Days,13,13,445,117,208,4,15,90,105,26,154,34,15,25,25,31,328,,.563,.267,.857,,.645,27.2,125,111,+3.9,,34.2,25.2,11.8,2.6
,1 Day,42,42,1513,401,707,16,60,208,266,135,538,169,54,88,92,99,1026,,.567,.267,.782,,.623,26.2,124,109,+6.1,,36.0,24.4,12.8,4.0
,2 Days,13,13,457,128,234,4,15,77,92,52,156,34,19,41,26,27,337,,.547,.267,.837,,.614,28.4,123,108,-6.3,,35.2,25.9,12.0,2.6
,3+ Days,8,8,285,67,134,5,17,46,53,26,113,29,3,24,16,20,185,,.500,.294,.868,,.588,26.5,121,108,-3.4,,35.7,23.1,14.1,3.6
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Conference,Eastern,28,28,1008,282,478,14,45,158,189,88,398,109,29,77,58,64,736,,.590,.311,.836,,.656,26.4,129,107,+4.8,,36.0,26.3,14.2,3.9
,Western,48,48,1692,431,805,15,62,263,327,151,563,157,62,101,101,113,1140,,.535,.242,.804,,.601,26.9,120,111,+1.4,,35.3,23.8,11.7,3.3
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Division,Atlantic,9,9,320,91,152,7,18,47,61,27,124,30,6,18,22,25,236,,.599,.389,.770,,.660,27.2,125,112,+0.8,,35.6,26.2,13.8,3.3
,Central,10,10,376,98,181,6,19,57,70,38,148,37,12,29,16,17,259,,.541,.316,.814,,.611,25.9,127,107,+7.4,,37.6,25.9,14.8,3.7
,Northwest,17,17,596,150,291,5,18,102,126,52,221,74,28,37,34,29,407,,.515,.278,.810,,.587,27.9,121,108,+4.3,,35.0,23.9,13.0,4.4
,Pacific,16,16,587,133,264,3,20,75,88,47,179,30,17,35,29,42,344,,.504,.150,.852,,.568,24.6,114,113,-6.6,,36.7,21.5,11.2,1.9
,Southeast,9,9,312,93,145,1,8,54,58,23,126,42,11,30,20,22,241,,.641,.125,.931,,.707,26.3,135,101,+5.6,,34.7,26.8,14.0,4.7
,Southwest,15,15,510,148,250,7,24,86,113,52,163,53,17,29,38,42,389,,.592,.292,.761,,.649,28.5,126,110,+7.1,,34.0,25.9,10.9,3.5
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Opponent,Atlanta,1,1,31,10,14,1,2,1,2,1,15,6,2,1,2,2,22,,.714,.500,.500,,.739,24.3,135,92,+40.9,,31.2,22.0,15.0,6.0
,Boston,1,1,39,15,26,2,4,8,10,5,13,4,0,1,2,2,40,,.577,.500,.800,,.658,36.0,137,129,-7.5,,38.8,40.0,13.0,4.0
,Brooklyn,2,2,70,18,25,1,4,13,17,5,26,6,3,5,5,4,50,,.720,.250,.765,,.770,23.3,139,108,+4.1,,35.1,25.0,13.0,3.0
,Chicago,2,2,74,17,33,0,3,7,13,7,25,9,2,3,1,2,41,,.515,.000,.538,,.529,23.4,124,123,+6.3,,36.9,20.5,12.5,4.5
,Charlotte,2,2,63,23,35,0,3,6,6,5,23,13,2,7,4,5,52,,.657,.000,1.000,,.691,27.7,134,101,+15.7,,31.7,26.0,11.5,6.5
,Cleveland,2,2,74,20,31,1,1,13,16,9,26,7,5,9,5,5,54,,.645,1.000,.813,,.710,24.8,137,95,+6.8,,37.1,27.0,13.0,3.5
,Dallas,3,3,106,31,48,1,2,12,17,12,36,13,2,4,6,7,75,,.646,.500,.706,,.676,25.1,134,113,+9.8,,35.4,25.0,12.0,4.3
,Denver,3,3,111,27,57,1,5,11,14,4,28,9,3,9,3,6,66,,.474,.200,.786,,.522,27.0,110,121,-17.3,,37.1,22.0,9.3,3.0
