Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
,March,14,14,519,118,232,1,4,104,124,39,151,30,13,34,23,35,341,,.509,.250,.839,,.595,27.3,123,106,-1.6,,37.1,24.4,10.8,2.1
,April,3,3,68,12,28,0,0,5,7,0,14,3,0,6,0,6,29,,.429,,.714,,.467,20.7,102,114,-19.3,,22.7,9.7,4.7,1.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Day,Sunday,7,7,254,57,119,0,0,40,50,29,87,13,11,22,10,19,154,,.479,,.800,,.546,26.2,118,99,-1.8,,36.3,22.0,12.4,1.9
,Monday,11,11,427,78,177,1,4,71,89,29,110,18,14,28,22,39,228,,.441,.250,.798,,.527,25.9,109,108,-9.2,,38.8,20.7,10.0,1.6
,Tuesday,7,7,255,53,98,0,0,36,45,18,67,12,8,22,13,20,142,,.541,,.800,,.603,23.7,118,111,-8.0,,36.5,20.3,9.6,1.7
,Wednesday,15,14,470,105,200,1,3,70,87,40,133,20,20,41,23,44,281,,.525,.333,.805,,.590,25.4,120,105,-2.5,,31.3,18.7,8.9,1.3
,Friday,16,16,560,139,255,0,2,77,101,59,161,30,19,45,23,42,355,,.545,.000,.762,,.593,26.3,123,105,+3.7,,35.0,22.2,10.1,1.9
,Saturday,11,11,391,90,156,0,0,54,68,32,115,12,17,31,18,36,234,,.577,,.794,,.629,23.9,123,101,-1.1,,35.5,21.3,10.5,1.1
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Role,Starter,66,66,2326,512,987,2,9,344,433,202,661,105,86,189,107,197,1370,,.519,.222,.794,,.582,25.3,119,105,-2.4,,35.2,20.8,10.0,1.6
,Reserve,1,0,32,10,18,0,0,4,7,5,12,0,3,0,2,3,24,,.556,,.571,,.569,30.5,111,108,-9.5,,32.2,24.0,12.0,0.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Minutes,40+,14,14,599,139,256,0,0,102,124,53,190,27,20,40,37,40,380,,.543,,.823,,.612,26.7,121,104,-0.6,,42.8,27.1,13.6,1.9
,30-39,43,42,1575,348,674,2,9,224,286,145,435,71,62,129,62,138,922,,.516,.222,.783,,.576,25.0,120,105,-3.2,,36.6,21.4,10.1,1.7
,20-29,5,5,127,22,45,0,0,17,25,6,31,5,5,17,7,15,61,,.489,,.680,,.545,21.7,105,98,-2.8,,25.4,12.2,6.2,1.0
,10-19,4,4,54,13,29,0,0,5,5,3,17,2,2,3,3,7,31,,.448,,1.000,,.497,31.0,99,113,-6.0,,13.4,7.8,4.3,0.5
,0-9,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,.000,,,,.000,13.2,0,118,+46.2,,3.7,0.0,0.0,0.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Rest,0 Days,14,14,491,108,201,1,1,73,90,42,142,17,22,27,21,44,290,,.537,1.000,.811,,.603,24.7,122,107,-4.8,,35.1,20.7,10.1,1.2
,1 Day,35,35,1193,270,538,1,5,178,229,110,348,55,42,94,49,103,719,,.502,.200,.777,,.563,26.3,118,105,-2.2,,34.1,20.5,9.9,1.6
,2 Days,11,11,417,83,161,0,3,64,77,34,114,21,14,41,20,34,230,,.516,.000,.831,,.590,23.4,119,105,-1.8,,37.9,20.9,10.4,1.9
,3+ Days,7,6,258,61,105,0,0,33,44,21,69,12,11,27,19,19,155,,.581,,.750,,.623,25.3,117,99,-0.8,,36.8,22.1,9.9,1.7
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Conference,Eastern,27,27,982,231,429,1,3,130,157,93,283,47,46,86,49,77,593,,.538,.333,.828,,.595,25.8,120,101,+5.2,,36.4,22.0,10.5,1.7
,Western,40,39,1376,291,576,1,6,218,283,114,390,58,43,103,60,123,801,,.505,.167,.770,,.572,25.1,118,108,-7.9,,34.4,20.0,9.8,1.5
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Division,Atlantic,9,9,320,74,130,0,0,38,49,25,93,15,14,28,14,21,186,,.569,,.776,,.614,23.7,123,102,+6.5,,35.5,20.7,10.3,1.7
,Central,8,8,285,60,121,0,2,36,41,27,71,14,13,30,15,25,156,,.496,.000,.878,,.561,25.4,114,100,+8.3,,35.6,19.5,8.9,1.8
,Northwest,13,13,408,101,178,0,0,50,72,36,108,16,6,39,15,41,252,,.567,,.694,,.601,24.5,123,108,-3.7,,31.4,19.4,8.3,1.2
,Pacific,16,15,579,111,229,1,4,106,134,42,161,28,20,34,28,51,329,,.485,.250,.791,,.571,24.7,117,110,-10.5,,36.2,20.6,10.1,1.8
,Southeast,10,10,378,97,178,1,1,56,67,41,119,18,19,28,20,31,251,,.545,1.000,.836,,.605,27.9,122,101,+1.8,,37.8,25.1,11.9,1.8
,Southwest,11,11,389,79,169,0,2,62,77,36,121,14,17,30,17,31,220,,.467,.000,.805,,.542,26.2,114,104,-8.6,,35.4,20.0,11.0,1.3
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Opponent,Atlanta,2,2,80,20,33,0,0,21,25,5,21,4,2,2,5,3,61,,.606,,.840,,.693,28.4,134,108,+5.0,,39.8,30.5,10.5,2.0
,Boston,2,2,86,23,34,0,0,17,20,8,30,5,2,6,2,4,63,,.676,,.850,,.736,23.9,151,105,+7.2,,42.9,31.5,15.0,2.5
,Brooklyn,2,2,83,20,36,0,0,8,11,7,23,3,3,4,3,7,48,,.556,,.727,,.588,24.0,120,101,-0.6,,41.7,24.0,11.5,1.5
,"CHA, CHO",2,2,71,17,30,0,0,9,11,7,21,8,6,10,3,9,43,,.567,,.818,,.617,25.3,125,83,+20.7,,35.6,21.5,10.5,4.0
,Chicago,1,1,40,10,14,0,0,4,4,2,8,3,3,6,2,3,24,,.714,,1.000,,.761,22.0,141,86,+1.4,,40.2,24.0,8.0,3.0
,Cleveland,2,2,74,17,31,0,0,13,15,10,20,4,3,11,3,5,47,,.548,,.867,,.625,25.2,131,95,+23.6,,36.9,23.5,10.0,2.0
,Dallas,3,3,92,22,45,0,0,11,17,14,36,4,2,7,3,6,55,,.489,,.647,,.524,27.4,118,116,-4.0,,30.7,18.3,12.0,1.3
,Denver,3,3,84,20,36,0,0,15,22,10,27,5,2,10,5,9,55,,.556,,.682,,.602,25.5,122,97,+1.8,,27.8,18.3,9.0,1.7
,Detroit,1,1,39,4,12,0,1,6,6,3,8,2,2,4,1,3,14,,.333,.000,1.000,,.478,18.7,112,108,+12.7,,39.5,14.0,8.0,2.0
,Golden State,2,2,73,17,26,0,0,11,14,7,28,2,0,3,5,9,45,,.654,,.786,,.700,22.5,128,106,-2.2,,36.6,22.5,14.0,1.0
,Houston,2,2,69,16,27,0,1,10,13,6,23,0,3,2,1,8,42,,.593,.000,.769,,.642,22.3,134,108,-11.1,,34.4,21.0,11.5,0.0
,Indiana,2,2,72,12,32,0,0,6,8,7,20,0,2,6,6,8,30,,.375,,.750,,.422,26.7,82,102,-8.6,,35.9,15.0,10.0,0.0
,LA Clippers,4,3,128,23,59,0,2,28,34,11,40,6,5,9,8,14,74,,.390,.000,.824,,.500,27.4,107,111,-21.4,,32.0,18.5,10.0,1.5
,LA Lakers,3,3,106,28,45,0,0,19,26,8,32,8,3,7,4,7,75,,.622,,.731,,.664,25.3,133,109,+2.3,,35.4,25.0,10.7,2.7
,Memphis,3,3,116,23,50,0,0,28,30,8,29,6,8,11,3,7,74,,.460,,.933,,.585,27.8,129,94,0.0,,38.7,24.7,9.7,2.0
,Miami,2,2,80,23,40,0,0,6,7,10,23,1,6,3,6,5,52,,.575,,.857,,.604,29.6,115,109,-11.6,,40.2,26.0,11.5,0.5
,Milwaukee,2,2,60,17,32,0,1,7,8,5,15,5,3,3,3,6,41,,.531,.000,.875,,.577,30.7,119,108,+11.0,,29.8,20.5,7.5,2.5
,Minnesota,2,2,74,15,25,0,0,9,14,5,16,1,2,5,3,9,39,,.600,,.643,,.626,21.1,122,109,-2.7,,37.1,19.5,8.0,0.5
,New York,2,2,49,8,16,0,0,5,5,2,14,2,2,5,5,1,21,,.500,,1.000,,.577,23.3,99,104,-12.6,,24.4,10.5,7.0,1.0
,Orlando,2,2,80,18,44,0,0,12,14,15,36,4,3,10,3,8,48,,.409,,.857,,.478,28.6,113,98,-3.9,,40.1,24.0,18.0,2.0
,Philadelphia,2,2,67,16,30,0,0,3,6,6,19,4,4,13,2,4,35,,.533,,.500,,.536,22.5,116,93,+31.8,,33.3,17.5,9.5,2.0
,Phoenix,3,3,117,24,45,0,0,15,17,8,32,3,7,7,3,9,63,,.533,,.882,,.600,22.1,125,110,-7.9,,38.9,21.0,10.7,1.0
,Portland,4,4,150,42,77,0,0,15,21,12,35,4,1,13,5,15,99,,.545,,.714,,.574,27.1,118,113,-6.5,,37.6,24.8,8.8,1.0
,Sacramento,4,4,155,19,54,1,2,33,43,8,29,9,5,8,8,12,72,,.352,.500,.767,,.494,24.9,103,111,-16.6,,38.6,18.0,7.3,2.3
,San Antonio,3,3,112,18,47,0,1,13,17,8,33,4,4,10,10,10,49,,.383,.000,.765,,.450,26.1,87,103,-19.1,,37.3,16.3,11.0,1.3
,Toronto,1,1,35,7,14,0,0,5,7,2,7,1,3,0,2,5,19,,.500,,.714,,.556,25.4,109,114,-6.2,,35.2,19.0,7.0,1.0
,Utah,4,4,100,24,40,0,0,11,15,9,30,6,1,11,2,8,59,,.600,,.733,,.633,22.2,135,108,-5.2,,25.0,14.8,7.5,1.5
,Washington,2,2,66,19,31,1,1,8,10,4,18,1,2,3,3,6,47,,.613,1.000,.800,,.664,27.2,123,104,0.0,,33.0,23.5,9.0,0.5
