Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
,Southeast,8,8,307,72,144,5,20,46,59,17,91,23,15,16,17,17,195,,.500,.250,.780,,.574,27.6,111,104,-7.2,,38.4,24.4,11.4,2.9
,Southwest,15,15,547,125,259,5,21,69,90,31,163,37,24,35,38,34,324,,.483,.238,.767,,.543,27.1,105,102,-4.7,,36.5,21.6,10.9,2.5
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Opponent,Atlanta,1,1,41,14,23,1,1,14,16,2,10,3,4,3,1,5,43,,.609,1.000,.875,,.716,33.8,144,112,-1.1,,41.4,43.0,10.0,3.0
,Boston,1,1,30,8,21,0,2,0,0,2,6,0,2,3,0,3,16,,.381,.000,,,.381,29.7,85,106,-40.3,,30.3,16.0,6.0,0.0
,Brooklyn,1,1,40,9,22,1,2,1,2,6,16,3,0,2,1,2,20,,.409,.500,.500,,.437,26.7,107,111,-3.9,,40.3,20.0,16.0,3.0
,Chicago,1,1,42,8,24,0,2,6,9,0,13,2,1,4,4,1,22,,.333,.000,.667,,.393,35.5,71,95,+9.4,,41.6,22.0,13.0,2.0
,Charlotte,2,2,75,22,40,2,9,16,19,2,18,9,1,3,3,5,62,,.550,.222,.842,,.641,31.2,128,116,-8.0,,37.4,31.0,9.0,4.5
,Cleveland,2,2,86,24,42,2,4,5,10,5,23,1,4,3,3,5,55,,.571,.500,.500,,.593,26.8,115,104,-1.3,,43.2,27.5,11.5,0.5
,Dallas,4,4,143,43,80,0,6,13,20,10,38,13,5,7,12,12,99,,.538,.000,.650,,.557,30.8,106,102,+4.8,,35.9,24.8,9.5,3.3
,Denver,2,2,26,9,15,0,0,9,9,0,8,2,0,4,1,1,27,,.600,,1.000,,.712,35.4,139,121,+16.7,,13.0,13.5,4.0,1.0
,Detroit,2,2,79,37,57,3,4,14,15,9,27,6,1,3,4,5,91,,.649,.750,.933,,.715,37.5,143,105,+19.9,,39.6,45.5,13.5,3.0
,Golden State,3,3,101,18,57,1,4,29,37,11,33,7,1,7,10,9,66,,.316,.250,.784,,.450,33.8,95,121,-29.9,,33.6,22.0,11.0,2.3
,Houston,4,4,131,26,58,3,6,19,22,7,40,7,6,6,11,10,74,,.448,.500,.864,,.547,25.6,104,100,-8.4,,32.7,18.5,10.0,1.8
,Indiana,1,1,3,1,2,0,0,0,0,0,1,1,0,0,1,0,2,,.500,,,,.500,40.2,75,97,-14.3,,3.4,2.0,1.0,1.0
,LA Clippers,2,2,66,14,33,0,3,3,6,4,21,1,0,2,4,6,31,,.424,.000,.500,,.435,26.1,82,102,-26.5,,33.2,15.5,10.5,0.5
,LA Lakers,1,1,39,16,25,0,2,7,12,2,11,0,1,1,1,3,39,,.640,.000,.583,,.644,37.7,126,102,+5.2,,38.5,39.0,11.0,0.0
,Memphis,4,4,162,29,64,2,6,26,36,8,44,9,7,14,8,8,86,,.453,.333,.722,,.539,24.6,109,110,-13.6,,40.4,21.5,11.0,2.3
,Miami,1,1,50,13,29,1,2,2,3,3,15,4,4,3,4,2,29,,.448,.500,.667,,.478,32.4,90,81,-10.9,,50.2,29.0,15.0,4.0
,Milwaukee,2,2,70,16,39,3,5,16,19,3,18,7,3,4,2,2,51,,.410,.600,.842,,.538,30.2,117,100,-10.3,,34.9,25.5,9.0,3.5
,Minnesota,2,2,68,25,42,2,4,10,16,3,15,1,2,2,0,7,62,,.595,.500,.625,,.632,31.6,133,105,+17.2,,34.2,31.0,7.5,0.5
,New York,1,1,40,14,26,2,4,6,7,1,11,1,1,4,4,4,36,,.538,.500,.857,,.619,40.4,107,96,-11.6,,40.4,36.0,11.0,1.0
,Oklahoma City,2,2,69,19,40,2,4,13,19,1,9,4,3,4,3,5,53,,.475,.500,.684,,.548,33.0,113,120,-8.8,,34.5,26.5,4.5,2.0
,Orlando,2,2,64,12,28,0,4,10,15,3,17,2,3,6,4,3,34,,.429,.000,.667,,.491,26.6,93,100,-11.1,,32.2,17.0,8.5,1.0
,Philadelphia,1,1,38,9,22,0,2,16,20,2,7,1,2,2,2,3,34,,.409,.000,.800,,.552,35.8,118,109,-2.4,,38.4,34.0,7.0,1.0
,Phoenix,3,3,120,27,48,1,2,19,23,11,48,3,6,9,11,10,74,,.563,.500,.826,,.637,24.6,115,101,+2.0,,40.0,24.7,16.0,1.0
,Portland,4,4,133,41,75,3,9,15,21,8,33,2,3,10,6,6,100,,.547,.333,.714,,.594,31.0,111,103,-1.8,,33.2,25.0,8.3,0.5
,Sacramento,3,3,106,31,64,3,8,17,25,7,34,6,6,3,6,9,82,,.484,.375,.680,,.547,32.4,110,100,-1.8,,35.4,27.3,11.3,2.0
,San Antonio,3,3,112,27,57,0,3,11,12,6,41,8,6,8,7,4,65,,.474,.000,.917,,.522,27.8,101,93,0.0,,37.2,21.7,13.7,2.7
,Utah,4,4,152,37,79,2,6,25,31,7,39,8,3,7,3,16,101,,.468,.333,.806,,.545,30.1,112,107,-2.1,,38.0,25.3,9.8,2.0
,Washington,2,2,77,11,24,1,4,4,6,7,31,5,3,1,5,2,27,,.458,.250,.667,,.507,18.5,100,105,-4.5,,38.4,13.5,15.5,2.5
