Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 19_level_1,FG%,3P%,FT%,Unnamed: 23_level_1,TS%,USG%,ORtg,DRtg,+/-,Unnamed: 29_level_1,MP,PTS,TRB,AST
,Total,40,40,1404,370,695,13,70,174,244,106,394,122,49,90,82,97,927,,.532,.186,.713,,.578,27.2,115,107,-3.1,,35.1,23.2,9.9,3.1
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Place,Home,22,22,792,208,385,10,37,109,152,66,244,75,32,52,50,54,535,,.540,.270,.717,,.592,27.3,117,105,-3.9,,36.0,24.3,11.1,3.4
,Road,18,18,612,162,310,3,33,65,92,40,150,47,17,38,32,43,392,,.523,.091,.707,,.559,27.1,111,109,-2.2,,34.0,21.8,8.3,2.6
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
All-Star,Pre,37,37,1297,341,635,12,66,161,227,104,360,107,45,86,76,93,855,,.537,.182,.709,,.582,27.1,115,106,-2.5,,35.1,23.1,9.7,2.9
,Post,3,3,107,29,60,1,4,13,17,2,34,15,4,4,6,4,72,,.483,.250,.765,,.533,29.2,107,112,-10.7,,35.6,24.0,11.3,5.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Result,Win,17,17,606,166,308,8,31,64,87,50,187,53,25,47,42,45,404,,.539,.258,.736,,.583,27.7,114,99,+5.8,,35.6,23.8,11.0,3.1
,Loss,23,23,798,204,387,5,39,110,157,56,207,69,24,43,40,52,523,,.527,.128,.701,,.573,26.9,115,113,-9.8,,34.7,22.7,9.0,3.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Month,October,7,7,253,70,143,3,17,30,40,29,80,18,5,16,14,13,173,,.490,.176,.750,,.539,28.9,112,107,0.0,,36.2,24.7,11.4,2.6
,November,15,15,532,143,268,6,29,69,96,35,140,49,24,34,30,38,361,,.534,.207,.719,,.582,27.7,116,105,-6.0,,35.5,24.1,9.3,3.3
,December,5,5,169,38,71,1,10,18,25,10,47,10,3,5,16,12,95,,.535,.100,.720,,.579,25.8,102,108,+5.5,,33.9,19.0,9.4,2.0
,January,3,3,97,27,49,1,5,11,14,6,19,7,5,9,7,12,66,,.551,.200,.786,,.598,28.6,111,108,-3.0,,32.3,22.0,6.3,2.3
,February,7,7,246,63,104,1,5,33,52,24,74,23,8,22,9,18,160,,.606,.200,.635,,.631,24.3,130,107,-2.6,,35.1,22.9,10.6,3.3
,April,3,3,107,29,60,1,4,13,17,2,34,15,4,4,6,4,72,,.483,.250,.765,,.533,29.2,107,112,-10.7,,35.6,24.0,11.3,5.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Day,Sunday,7,7,256,71,135,6,13,33,42,18,70,30,12,18,15,13,181,,.526,.462,.786,,.590,28.5,118,106,+0.4,,36.6,25.9,10.0,4.3
,Monday,2,2,72,19,34,0,3,14,17,3,18,5,4,5,8,5,52,,.559,.000,.824,,.627,30.2,110,107,-15.0,,35.8,26.0,9.0,2.5
,Tuesday,9,9,315,88,163,2,19,30,52,25,90,25,11,21,14,16,208,,.540,.105,.577,,.560,26.3,114,105,+1.0,,35.0,23.1,10.0,2.8
,Wednesday,7,7,252,64,116,2,9,26,36,15,66,22,4,13,18,20,156,,.552,.222,.722,,.592,26.4,112,105,+2.5,,35.9,22.3,9.4,3.1
,Thursday,4,4,148,46,83,1,8,19,23,17,55,9,6,9,9,11,112,,.554,.125,.826,,.601,30.2,119,104,-9.6,,36.9,28.0,13.8,2.3
,Friday,8,8,278,63,127,2,17,44,59,16,68,24,9,17,16,25,172,,.496,.118,.746,,.562,26.8,113,113,-9.4,,34.8,21.5,8.5,3.0
,Saturday,3,3,84,19,37,0,1,8,15,12,27,7,3,7,2,7,46,,.514,.000,.533,,.528,22.9,117,105,-4.5,,27.9,15.3,9.0,2.3
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Role,Starter,40,40,1404,370,695,13,70,174,244,106,394,122,49,90,82,97,927,,.532,.186,.713,,.578,27.2,115,107,-3.1,,35.1,23.2,9.9,3.1
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Minutes,40+,6,6,261,68,131,1,15,22,35,22,74,25,11,23,16,19,159,,.519,.067,.629,,.543,27.3,110,102,-1.8,,43.5,26.5,12.3,4.2
,30-39,29,29,1047,281,526,11,52,139,195,78,306,92,35,60,58,69,712,,.534,.212,.713,,.582,27.5,116,108,-1.7,,36.1,24.6,10.6,3.2
,20-29,3,3,73,13,24,0,2,11,12,2,9,3,2,5,8,7,37,,.542,.000,.917,,.632,22.9,100,112,-19.9,,24.3,12.3,3.0,1.0
,10-19,1,1,17,7,9,1,1,2,2,1,2,2,1,2,0,1,17,,.778,1.000,1.000,,.860,26.7,177,103,-9.7,,16.6,17.0,2.0,2.0
,0-9,1,1,7,1,5,0,0,0,0,3,3,0,0,0,0,1,2,,.200,,,,.200,28.1,70,112,-73.3,,7.2,2.0,3.0,0.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Rest,0 Days,4,4,143,38,66,0,4,21,27,12,38,11,5,7,9,6,97,,.576,.000,.778,,.623,26.6,123,115,-12.2,,35.8,24.3,9.5,2.8
,1 Day,23,23,799,226,422,9,42,84,115,64,233,69,31,56,48,51,545,,.536,.214,.730,,.577,27.9,114,104,-3.0,,34.7,23.7,10.1,3.0
,2 Days,7,7,270,58,116,1,12,50,73,22,68,25,7,17,13,24,167,,.500,.083,.685,,.564,26.2,117,115,-7.3,,38.6,23.9,9.7,3.6
,3+ Days,6,6,192,48,91,3,12,19,29,8,55,17,6,10,12,16,118,,.527,.250,.655,,.569,26.3,108,103,+9.1,,32.0,19.7,9.2,2.8
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Conference,Eastern,15,15,543,140,249,6,21,61,87,38,142,46,23,40,32,43,347,,.562,.286,.701,,.604,25.4,117,107,+0.4,,36.2,23.1,9.5,3.1
,Western,25,25,862,230,446,7,49,113,157,68,252,76,26,50,50,54,580,,.516,.143,.720,,.563,28.4,113,107,-5.3,,34.5,23.2,10.1,3.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Division,Atlantic,6,6,206,56,99,1,7,22,34,19,59,14,8,17,10,17,135,,.566,.143,.647,,.592,26.1,117,105,+2.8,,34.3,22.5,9.8,2.3
,Central,6,6,210,51,82,3,6,24,32,10,53,20,9,16,11,15,129,,.622,.500,.750,,.671,21.8,129,108,-1.1,,35.1,21.5,8.8,3.3
,Northwest,9,9,261,71,130,1,6,41,53,20,71,27,9,19,17,20,184,,.546,.167,.774,,.600,28.2,117,107,-12.5,,29.1,20.4,7.9,3.0
,Pacific,8,8,306,79,158,1,20,38,58,25,87,23,10,17,10,17,197,,.500,.050,.655,,.537,27.2,114,109,-8.5,,38.2,24.6,10.9,2.9
,Southeast,3,3,126,33,68,2,8,15,21,9,30,12,6,7,11,11,83,,.485,.250,.714,,.537,30.6,104,108,-1.1,,42.2,27.7,10.0,4.0
,Southwest,8,8,295,80,158,5,23,34,46,23,94,26,7,14,23,17,199,,.506,.217,.739,,.558,29.8,108,104,+4.2,,36.8,24.9,11.8,3.3
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Opponent,Atlanta,1,1,38,10,20,1,3,6,9,2,5,4,2,1,3,4,27,,.500,.333,.667,,.563,30.9,109,123,+2.4,,38.4,27.0,5.0,4.0
,Boston,2,2,72,19,34,0,3,10,13,5,22,5,2,5,4,5,48,,.559,.000,.769,,.604,26.6,120,112,+2.0,,36.0,24.0,11.0,2.5
,Brooklyn,1,1,25,3,8,0,1,2,2,1,2,2,1,4,1,4,8,,.375,.000,1.000,,.450,18.9,96,103,-2.1,,24.8,8.0,2.0,2.0
,Chicago,1,1,28,6,9,0,0,8,9,1,6,1,1,0,4,1,20,,.667,,.889,,.772,26.5,120,120,-36.1,,28.0,20.0,6.0,1.0
,Charlotte,1,1,44,13,25,0,3,6,8,2,12,4,3,5,4,4,32,,.520,.000,.750,,.561,32.6,104,99,-1.1,,43.6,32.0,12.0,4.0
,Cleveland,1,1,31,7,14,1,2,0,0,2,9,3,1,3,2,3,15,,.500,.500,,,.536,22.8,115,102,+18.5,,31.1,15.0,9.0,3.0
