Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
,Loss,21,21,711,175,359,10,50,102,138,51,222,76,20,40,57,48,462,,.487,.200,.739,,.550,29.8,107,117,-12.0,,33.9,22.0,10.6,3.6
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Month,October,5,5,180,53,97,2,8,45,59,13,61,15,8,10,11,6,153,,.546,.250,.763,,.622,31.7,124,110,-5.5,,35.9,30.6,12.2,3.0
,November,13,13,456,129,231,11,28,89,113,35,147,46,15,27,25,30,358,,.558,.393,.788,,.638,29.6,127,111,-0.4,,35.1,27.5,11.3,3.5
,December,13,13,441,112,230,9,32,65,84,31,151,49,17,26,32,23,298,,.487,.281,.774,,.558,29.6,111,106,+1.1,,33.9,22.9,11.6,3.8
,January,11,11,363,106,200,6,26,54,65,40,140,31,14,27,25,23,272,,.530,.231,.831,,.595,31.4,119,106,+5.0,,33.0,24.7,12.7,2.8
,February,1,1,31,10,18,2,2,4,6,4,16,7,0,3,1,0,26,,.556,1.000,.667,,.630,32.3,143,103,+15.0,,31.0,26.0,16.0,7.0
,March,4,4,114,23,61,1,12,10,18,2,27,15,3,4,3,8,57,,.377,.083,.556,,.414,27.9,90,106,-1.3,,28.5,14.3,6.8,3.8
,April,4,4,121,37,73,4,16,19,24,9,48,18,2,13,16,8,97,,.507,.250,.792,,.580,36.2,109,109,-0.8,,30.3,24.3,12.0,4.5
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Day,Sunday,6,6,206,59,108,8,19,45,51,13,65,11,8,17,13,13,171,,.546,.421,.882,,.655,31.5,125,106,+2.5,,34.3,28.5,10.8,1.8
,Monday,8,8,270,77,140,3,21,36,50,27,94,30,6,12,20,20,193,,.550,.143,.720,,.596,29.2,117,113,+6.1,,33.8,24.1,11.8,3.8
,Tuesday,7,7,221,66,123,4,15,33,44,18,88,27,9,15,9,13,169,,.537,.267,.750,,.594,30.7,122,106,-4.6,,31.5,24.1,12.6,3.9
,Wednesday,8,8,237,55,121,5,16,24,34,15,87,29,8,11,17,15,139,,.455,.313,.706,,.511,28.6,103,113,-9.0,,29.6,17.4,10.9,3.6
,Thursday,4,4,132,35,79,2,8,27,35,14,43,11,5,12,7,6,99,,.443,.250,.771,,.524,33.5,111,98,+9.3,,33.1,24.8,10.8,2.8
,Friday,9,9,328,96,176,6,22,63,77,24,105,39,10,29,26,14,261,,.545,.273,.818,,.622,31.2,123,105,+8.9,,36.5,29.0,11.7,4.3
,Saturday,9,9,311,82,163,7,23,58,78,23,108,34,13,14,21,17,229,,.503,.304,.744,,.580,30.8,116,110,-6.0,,34.6,25.4,12.0,3.8
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Role,Starter,51,51,1706,470,910,35,124,286,369,134,590,181,59,110,113,98,1261,,.516,.282,.775,,.588,30.6,117,108,+0.7,,33.4,24.7,11.6,3.5
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Minutes,40+,1,1,42,15,27,0,3,8,8,3,10,8,1,2,6,3,38,,.556,.000,1.000,,.623,38.5,115,119,+6.7,,41.5,38.0,10.0,8.0
,30-39,42,42,1480,409,789,29,102,250,323,122,528,158,51,99,93,83,1097,,.518,.284,.774,,.589,30.4,119,108,+1.0,,35.2,26.1,12.6,3.8
,20-29,6,6,167,44,88,6,19,28,38,6,48,15,5,9,13,12,122,,.500,.316,.737,,.583,31.7,108,109,-1.8,,27.8,20.3,8.0,2.5
,0-9,2,2,17,2,6,0,0,0,0,3,4,0,2,0,1,0,4,,.333,,,,.333,18.7,80,113,-11.8,,8.5,2.0,2.0,0.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Rest,0 Days,5,5,153,36,66,3,10,22,27,14,50,15,7,4,8,9,97,,.545,.300,.815,,.623,24.4,127,108,-3.3,,30.6,19.4,10.0,3.0
,1 Day,27,27,901,263,503,17,63,145,186,70,306,95,32,66,59,52,688,,.523,.270,.780,,.588,31.5,117,108,+3.3,,33.4,25.5,11.3,3.5
,2 Days,10,10,347,93,185,7,27,75,98,20,123,40,12,14,23,25,268,,.503,.259,.765,,.587,31.9,117,111,-2.2,,34.7,26.8,12.3,4.0
,3+ Days,9,9,305,78,156,8,24,44,58,30,111,31,8,26,23,12,208,,.500,.333,.759,,.573,29.5,115,105,-1.6,,33.9,23.1,12.3,3.4
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Conference,Eastern,22,22,711,209,399,14,54,103,136,48,229,82,25,47,47,40,535,,.524,.259,.757,,.583,31.1,115,107,+6.2,,32.3,24.3,10.4,3.7
,Western,29,29,994,261,511,21,70,183,233,86,361,99,34,63,66,58,726,,.511,.300,.785,,.592,30.3,119,109,-3.3,,34.3,25.0,12.4,3.4
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Division,Atlantic,8,8,223,63,106,5,14,35,41,12,60,27,7,20,13,10,166,,.594,.357,.854,,.669,27.0,131,104,+18.2,,27.9,20.8,7.5,3.4
,Central,5,5,176,48,100,3,16,25,39,7,52,21,8,6,11,8,124,,.480,.188,.641,,.529,31.4,104,114,-6.2,,35.2,24.8,10.4,4.2
,Northwest,8,8,285,69,147,5,21,46,59,19,96,27,11,19,11,14,189,,.469,.238,.780,,.546,28.8,115,104,-8.3,,35.6,23.6,12.0,3.4
,Pacific,12,12,398,97,194,3,19,82,105,31,141,43,15,25,34,19,279,,.500,.158,.781,,.581,30.3,114,110,-4.0,,33.2,23.3,11.8,3.6
,Southeast,9,9,313,98,193,6,24,43,56,29,117,34,10,21,23,22,245,,.508,.250,.768,,.563,33.8,113,105,+4.8,,34.7,27.2,13.0,3.8
,Southwest,9,9,311,95,170,13,30,55,69,36,124,29,8,19,21,25,258,,.559,.433,.797,,.644,31.5,128,111,+2.2,,34.6,28.7,13.8,3.2
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Opponent,Atlanta,3,3,109,35,67,2,9,18,19,9,44,14,5,10,14,7,90,,.522,.222,.947,,.597,35.6,112,102,+11.4,,36.2,30.0,14.7,4.7
,Boston,1,1,31,9,18,0,1,6,6,2,8,3,1,3,1,1,24,,.500,.000,1.000,,.581,31.6,126,95,+24.6,,30.5,24.0,8.0,3.0
,Brooklyn,2,2,55,11,19,0,3,2,4,0,13,8,1,2,3,5,24,,.579,.000,.500,,.578,19.4,112,110,+17.6,,27.5,12.0,6.5,4.0
,Chicago,1,1,30,7,23,0,4,4,7,1,7,5,1,2,0,2,18,,.304,.000,.571,,.345,35.8,83,109,-19.4,,30.1,18.0,7.0,5.0
,Charlotte,1,1,37,17,28,0,2,8,10,8,23,2,0,2,4,4,42,,.607,.000,.800,,.648,41.2,129,104,+21.8,,36.7,42.0,23.0,2.0
,Cleveland,2,2,68,21,40,2,5,6,10,2,26,6,5,2,5,3,50,,.525,.400,.600,,.563,30.8,104,114,-16.2,,34.2,25.0,13.0,3.0
,Dallas,1,1,35,7,18,0,2,7,9,2,12,3,0,2,2,1,21,,.389,.000,.778,,.478,34.1,99,126,-28.4,,35.3,21.0,12.0,3.0
,Denver,1,1,35,6,19,0,2,2,3,3,10,3,3,2,1,2,14,,.316,.000,.667,,.344,26.5,81,118,-35.9,,35.4,14.0,10.0,3.0
,Detroit,2,2,78,20,37,1,7,15,22,4,19,10,2,2,6,3,56,,.541,.143,.682,,.600,30.2,116,116,+9.0,,38.8,28.0,9.5,5.0
,Golden State,2,2,44,13,26,0,3,10,12,4,15,3,4,1,2,2,36,,.500,.000,.833,,.575,34.4,122,103,+2.4,,21.8,18.0,7.5,1.5
,Houston,2,2,69,20,36,4,6,12,14,8,29,9,0,8,5,5,56,,.556,.667,.857,,.664,32.0,134,115,+12.0,,34.7,28.0,14.5,4.5
,LA Clippers,2,2,64,13,33,1,6,16,19,3,19,3,2,3,9,4,43,,.394,.167,.842,,.520,35.1,92,123,-26.4,,32.2,21.5,9.5,1.5
,LA Lakers,1,1,33,5,13,0,2,3,5,2,11,6,0,1,4,2,13,,.385,.000,.600,,.428,27.0,90,118,-15.3,,33.4,13.0,11.0,6.0
,Memphis,2,2,65,21,38,3,7,16,20,6,30,5,2,4,7,9,61,,.553,.429,.800,,.652,32.9,120,99,+5.5,,32.7,30.5,15.0,2.5
,Miami,2,2,68,13,35,1,4,3,6,3,18,9,3,2,1,3,30,,.371,.250,.500,,.399,25.8,93,122,-16.2,,34.0,15.0,9.0,4.5
,Minnesota,3,3,107,25,58,2,10,19,24,7,38,10,1,7,7,5,71,,.431,.200,.792,,.518,30.3,107,102,-14.1,,35.6,23.7,12.7,3.3
,New Orleans,1,1,37,12,20,2,4,5,7,3,14,1,2,1,2,3,31,,.600,.500,.714,,.672,30.0,131,99,+2.9,,37.2,31.0,14.0,1.0
,Oklahoma City,1,1,38,5,9,0,0,5,7,2,12,7,1,4,1,2,15,,.556,,.714,,.621,16.8,138,100,-6.9,,37.7,15.0,12.0,7.0
,Orlando,2,2,67,19,41,2,6,14,20,5,16,4,1,3,3,5,54,,.463,.333,.700,,.542,35.9,111,110,-6.7,,33.3,27.0,8.0,2.0
,Philadelphia,2,2,45,13,23,2,3,7,8,5,11,1,1,4,4,2,35,,.565,.667,.875,,.660,31.0,119,108,+25.1,,22.7,17.5,5.5,0.5
,Phoenix,3,3,108,33,61,0,4,23,30,8,38,12,3,9,7,6,89,,.541,.000,.767,,.600,33.2,119,112,-2.7,,35.9,29.7,12.7,4.0
,Portland,1,1,32,10,21,1,4,9,9,2,11,1,2,5,1,1,30,,.476,.250,1.000,,.601,37.5,122,91,+6.5,,32.2,30.0,11.0,1.0
,Sacramento,4,4,149,33,61,2,4,30,39,14,58,19,6,11,12,5,98,,.541,.500,.769,,.627,25.7,124,103,+5.2,,37.3,24.5,14.5,4.8
,San Antonio,3,3,104,35,58,4,11,15,19,17,39,11,4,4,5,7,89,,.603,.364,.789,,.671,29.9,139,116,+3.4,,34.6,29.7,13.0,3.7
,Toronto,3,3,92,30,46,3,7,20,23,5,28,15,4,11,5,2,83,,.652,.429,.870,,.739,28.1,148,102,+13.1,,30.7,27.7,9.3,5.0
,Utah,2,2,73,23,40,2,5,11,16,5,25,6,4,1,1,4,59,,.575,.400,.688,,.627,30.3,133,110,+7.0,,36.4,29.5,12.5,3.0
,Washington,1,1,32,14,22,1,3,0,1,4,16,5,1,4,1,3,29,,.636,.333,.000,,.646,31.8,129,76,+29.2,,32.5,29.0,16.0,5.0
