Unnamed: 0_level_0,Unnamed: 1_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Unnamed: 19_level_0,Shooting,Shooting,Shooting,Unnamed: 23_level_0,Advanced,Advanced,Advanced,Advanced,Advanced,Unnamed: 29_level_0,Per Game,Per Game,Per Game,Per Game
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 19_level_1,FG%,3P%,FT%,Unnamed: 23_level_1,TS%,USG%,ORtg,DRtg,+/-,Unnamed: 29_level_1,MP,PTS,TRB,AST
,Total,51,51,1706,470,910,35,124,286,369,134,590,181,59,110,113,98,1261,,.516,.282,.775,,.588,30.6,117,108,+0.7,,33.4,24.7,11.6,3.5
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Place,Home,25,25,854,242,439,24,61,146,189,69,299,104,31,66,47,52,654,,.551,.393,.772,,.626,29.4,127,106,+4.7,,34.1,26.2,12.0,4.2
,Road,26,26,852,228,471,11,63,140,180,65,291,77,28,44,66,46,607,,.484,.175,.778,,.552,31.8,108,110,-3.4,,32.8,23.3,11.2,3.0
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
All-Star,Pre,43,43,1470,410,776,30,96,257,327,123,515,148,54,93,94,82,1107,,.528,.313,.786,,.602,30.4,120,108,+1.0,,34.2,25.7,12.0,3.4
,Post,8,8,235,60,134,5,28,29,42,11,75,33,5,17,19,16,154,,.448,.179,.690,,.505,32.1,101,108,-1.0,,29.4,19.3,9.4,4.1
Split,Value,G,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,,FG%,3P%,FT%,,TS%,USG%,ORtg,DRtg,+/-,,MP,PTS,TRB,AST
Result,Win,30,30,994,295,551,25,74,184,231,83,368,105,39,70,56,50,799,,.535,.338,.797,,.612,31.1,124,102,+9.7,,33.1,26.6,12.3,3.5
