Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,35,1,2021-05-23,LAL,@,PHO,L 90-99,1,38:48,5,16,.313,0,2,.000,5,14,.357,.313,3,5,.600,0,7,7,2,0,3,0,1,13,8.2,-18
2,36,2,2021-05-25,LAL,@,PHO,W 109-102,1,39:58,7,15,.467,2,4,.500,5,11,.455,.533,18,21,.857,1,9,10,7,1,3,1,3,34,34.3,6
3,37,3,2021-05-27,LAL,,PHO,W 109-95,1,40:20,11,22,.500,0,2,.000,11,20,.550,.500,12,14,.857,6,5,11,0,1,1,5,5,34,22.6,11
4,38,4,2021-05-30,LAL,,PHO,L 92-100,1,19:24,2,9,.222,0,3,.000,2,6,.333,.222,2,2,1.000,0,4,4,3,1,1,0,0,6,5.5,-8
4,,5,2021-06-01,LAL,@,PHO,L 85-115,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
5,39,6,2021-06-03,LAL,,PHO,L 100-113,1,05:25,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,1.0,-7
,,,,,,,2-3,5,143,25,62,.403,2,11,.182,23,51,.451,.419,35,42,.833,7,26,33,13,3,8,6,9,87,14.3,-16
