Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
43,,69,2025-03-16,DAL,,PHI,L 125-130,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,70,2025-03-19,DAL,@,IND,L 131-135,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,71,2025-03-21,DAL,,DET,W 123-117,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,780,72,2025-03-24,DAL,@,BRK,W 120-101,1,26:32,6,9,.667,0,2,.000,6,7,.857,.667,0,0,,0,6,6,3,1,1,2,1,12,11.3,12
44,,73,2025-03-25,DAL,@,NYK,L 113-128,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
45,781,74,2025-03-27,DAL,@,ORL,W 101-92,1,28:51,5,19,.263,1,5,.200,4,14,.286,.289,4,7,.571,1,6,7,2,1,0,0,1,15,7.0,-9
46,782,75,2025-03-29,DAL,@,CHI,W 120-119,1,30:03,7,23,.304,0,4,.000,7,19,.368,.304,4,7,.571,1,6,7,5,1,2,0,2,18,11.1,-13
47,783,76,2025-03-31,DAL,,BRK,L 109-113,1,28:27,5,10,.500,0,1,.000,5,9,.556,.500,2,4,.500,0,7,7,5,0,1,1,4,12,9.9,7
48,784,77,2025-04-02,DAL,,ATL,W 120-118,1,29:54,14,23,.609,2,4,.500,12,19,.632,.652,4,4,1.000,2,13,15,2,1,5,4,2,34,29.9,3
48,,78,2025-04-04,DAL,@,LAC,L 91-114,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
49,785,79,2025-04-05,DAL,@,LAC,L 104-135,1,27:27,8,19,.421,1,5,.200,7,14,.500,.447,10,13,.769,2,7,9,0,1,0,6,3,27,13.0,-16
50,786,80,2025-04-09,DAL,,LAL,L 97-112,1,33:22,5,13,.385,0,2,.000,5,11,.455,.385,3,5,.600,2,9,11,6,0,1,4,2,13,9.3,-10
51,787,81,2025-04-11,DAL,,TOR,W 124-102,1,30:28,10,18,.556,1,5,.200,9,13,.692,.583,2,2,1.000,3,10,13,10,0,7,2,1,23,29.0,21
51,,82,2025-04-13,DAL,@,MEM,L 97-132,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
,,,,,,,30-21,51,1704,470,910,.516,35,124,.282,435,786,.553,.536,286,369,.775,134,456,590,181,59,110,113,98,1261,22.0,25
