Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,565,1,2021-10-19,LAL,,GSW,L 114-121,1,38:55,15,26,.577,1,5,.200,14,21,.667,.596,2,7,.286,2,9,11,2,1,2,0,0,33,26.7,-2
2,566,2,2021-10-22,LAL,,PHO,L 105-115,1,38:09,6,18,.333,0,1,.000,6,17,.353,.333,10,11,.909,5,9,14,3,1,2,2,3,22,18.9,-6
3,567,3,2021-10-24,LAL,,MEM,W 121-118,1,33:42,8,15,.533,1,3,.333,7,12,.583,.567,5,7,.714,3,5,8,2,0,4,3,1,22,18.3,-5
4,568,4,2021-10-26,LAL,@,SAS,W 125-121 (OT),1,42:23,15,31,.484,0,4,.000,15,27,.556,.484,5,6,.833,7,10,17,4,0,4,2,2,35,29.6,3
5,569,5,2021-10-27,LAL,@,OKC,L 115-123,1,36:34,12,22,.545,0,1,.000,12,21,.571,.545,6,7,.857,4,4,8,2,1,0,2,1,30,23.0,-7
6,570,6,2021-10-29,LAL,,CLE,W 113-101,1,31:03,7,14,.500,1,2,.500,6,12,.500,.536,0,0,,2,7,9,3,1,3,2,3,15,13.5,11
7,571,7,2021-10-31,LAL,,HOU,W 95-85,1,32:35,7,17,.412,0,1,.000,7,16,.438,.412,2,2,1.000,6,7,13,2,1,1,3,3,16,12.1,6
8,572,8,2021-11-02,LAL,,HOU,W 119-117,1,32:02,11,18,.611,0,3,.000,11,15,.733,.611,5,8,.625,1,8,9,3,3,3,4,2,27,23.1,-1
9,573,9,2021-11-04,LAL,,OKC,L 104-107,1,38:07,11,20,.550,0,1,.000,11,19,.579,.550,7,9,.778,6,12,18,5,1,2,3,4,29,27.7,-14
10,574,10,2021-11-06,LAL,@,POR,L 90-105,1,07:09,1,5,.200,0,0,,1,5,.200,.200,0,0,,3,0,3,0,0,0,0,1,2,0.6,-11
11,575,11,2021-11-08,LAL,,CHO,W 126-123 (OT),1,43:35,13,25,.520,0,3,.000,13,22,.591,.520,6,8,.750,2,10,12,4,3,5,4,4,32,27.0,-1
12,576,12,2021-11-10,LAL,,MIA,W 120-117 (OT),1,44:32,10,23,.435,1,2,.500,9,21,.429,.457,3,4,.750,5,8,13,4,1,1,4,3,24,16.7,-4
13,577,13,2021-11-12,LAL,,MIN,L 83-107,1,30:58,7,13,.538,0,1,.000,7,12,.583,.538,8,10,.800,2,6,8,2,3,3,2,4,22,21.0,-16
14,578,14,2021-11-14,LAL,,SAS,W 114-106,1,39:40,14,24,.583,2,3,.667,12,21,.571,.625,4,5,.800,5,10,15,6,1,1,1,0,34,33.8,0
15,579,15,2021-11-15,LAL,,CHI,L 103-121,1,27:59,6,9,.667,0,0,,6,9,.667,.667,8,9,.889,1,5,6,1,1,0,4,1,20,15.2,-22
16,580,16,2021-11-17,LAL,@,MIL,L 102-109,1,37:00,9,15,.600,0,1,.000,9,14,.643,.600,0,0,,2,7,9,4,0,2,1,4,18,16.2,5
17,581,17,2021-11-19,LAL,@,BOS,L 108-130,1,36:36,12,21,.571,0,3,.000,12,18,.667,.571,7,9,.778,1,5,6,2,0,3,1,2,31,24.2,-14
18,582,18,2021-11-21,LAL,@,DET,W 121-116,1,39:38,11,19,.579,0,1,.000,11,18,.611,.579,8,10,.800,1,9,10,6,4,5,2,4,30,31.8,5
19,583,19,2021-11-23,LAL,@,NYK,L 100-106,1,33:58,7,17,.412,1,2,.500,6,15,.400,.441,5,11,.455,3,3,6,3,0,0,0,1,20,13.2,8
19,,20,2021-11-24,LAL,@,IND,W 124-116 (OT),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
20,584,21,2021-11-26,LAL,,SAC,L 137-141 (3OT),1,48:36,9,22,.409,0,5,.000,9,17,.529,.409,5,8,.625,1,7,8,4,3,4,2,5,23,17.4,-16
21,585,22,2021-11-28,LAL,,DET,W 110-106,1,37:41,10,15,.667,2,2,1.000,8,13,.615,.733,2,3,.667,0,10,10,2,2,3,1,1,24,24.2,4
22,586,23,2021-11-30,LAL,@,SAC,W 117-92,1,34:55,12,22,.545,0,2,.000,12,20,.600,.545,1,2,.500,2,5,7,3,2,2,1,2,25,20.6,10
23,587,24,2021-12-03,LAL,,LAC,L 115-119,1,36:18,10,15,.667,0,2,.000,10,13,.769,.667,7,11,.636,5,5,10,4,0,1,2,2,27,24.6,-9
