Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
40,239,46,2016-01-30,NOP,,BRK,W 105-103,1,40:19,9,22,.409,1,2,.500,8,20,.400,.432,1,2,.500,6,10,16,3,0,2,1,2,20,16.7,-3
41,240,47,2016-02-01,NOP,,MEM,L 95-110,1,37:12,10,20,.500,1,2,.500,9,18,.500,.525,2,3,.667,3,6,9,3,1,1,1,1,23,18.9,-28
42,241,48,2016-02-03,NOP,@,SAS,L 97-110,1,37:13,11,22,.500,0,1,.000,11,21,.524,.500,6,7,.857,3,7,10,4,4,4,4,1,28,26.0,-12
43,242,49,2016-02-04,NOP,,LAL,L 96-99,1,38:32,16,25,.640,0,2,.000,16,23,.696,.640,7,12,.583,2,9,11,0,1,1,1,3,39,29.5,4
44,243,50,2016-02-06,NOP,@,CLE,L 84-99,1,40:08,11,20,.550,0,0,,11,20,.550,.550,2,4,.500,4,7,11,0,0,2,2,3,24,16.7,-9
45,244,51,2016-02-08,NOP,@,MIN,W 116-102,1,31:12,12,20,.600,1,2,.500,11,18,.611,.625,2,6,.333,0,8,8,1,2,0,0,2,27,20.5,15
46,245,52,2016-02-10,NOP,,UTA,W 100-96,1,34:03,7,15,.467,1,1,1.000,6,14,.429,.500,4,6,.667,2,2,4,5,0,1,0,5,19,14.7,-10
47,246,53,2016-02-11,NOP,@,OKC,L 95-121,1,30:53,8,14,.571,0,1,.000,8,13,.615,.571,7,12,.583,0,3,3,2,2,0,1,3,23,16.5,-13
48,247,54,2016-02-19,NOP,,PHI,W 121-114,1,38:22,9,22,.409,0,2,.000,9,20,.450,.409,16,20,.800,2,5,7,1,2,2,2,3,34,24.4,-2
49,248,55,2016-02-21,NOP,@,DET,W 111-106,1,43:21,24,34,.706,2,2,1.000,22,32,.688,.735,9,10,.900,6,14,20,4,0,1,2,1,59,53.9,17
50,249,56,2016-02-23,NOP,@,WAS,L 89-109,1,37:23,3,9,.333,0,1,.000,3,8,.375,.333,3,4,.750,3,17,20,3,2,1,3,1,9,12.1,-20
51,250,57,2016-02-25,NOP,,OKC,W 123-119,1,38:06,11,26,.423,2,3,.667,9,23,.391,.462,6,7,.857,1,5,6,2,1,4,2,2,30,20.4,1
51,,58,2016-02-27,NOP,,MIN,L 110-112,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
52,251,59,2016-03-02,NOP,@,HOU,L 95-100,1,39:10,5,13,.385,1,2,.500,4,11,.364,.423,1,2,.500,1,7,8,3,2,1,1,4,12,9.5,-15
53,252,60,2016-03-03,NOP,,SAS,L 86-94,1,35:07,7,12,.583,0,1,.000,7,11,.636,.583,3,3,1.000,1,12,13,1,2,2,2,1,17,17.4,-3
54,253,61,2016-03-05,NOP,,UTA,L 94-106,1,35:23,11,31,.355,1,2,.500,10,29,.345,.371,6,7,.857,2,9,11,2,1,2,1,4,29,16.6,-5
55,254,62,2016-03-07,NOP,,SAC,W 115-112,1,37:49,13,21,.619,1,3,.333,12,18,.667,.643,4,9,.444,1,9,10,1,3,1,5,5,31,20.3,-8
56,255,63,2016-03-09,NOP,@,CHO,L 113-122,1,39:19,14,26,.538,2,7,.286,12,19,.632,.577,10,12,.833,1,12,13,5,0,1,2,2,40,32.3,-7
57,256,64,2016-03-11,NOP,@,MEM,L 114-121 (OT),1,46:30,9,17,.529,0,1,.000,9,16,.563,.529,7,9,.778,2,11,13,2,1,1,3,3,25,19.5,-10
58,257,65,2016-03-12,NOP,@,MIL,L 92-103,1,33:37,8,22,.364,2,3,.667,6,19,.316,.409,11,12,.917,2,9,11,2,2,0,1,1,29,22.5,-24
59,258,66,2016-03-14,NOP,@,GSW,L 107-125,1,29:07,6,20,.300,0,0,,6,20,.300,.300,10,11,.909,5,7,12,1,1,2,2,3,22,15.5,-30
60,259,67,2016-03-16,NOP,@,SAC,W 123-108,1,31:09,10,20,.500,1,3,.333,9,17,.529,.525,6,8,.750,3,11,14,2,1,2,1,2,27,23.6,2
61,260,68,2016-03-18,NOP,,POR,L 112-117,1,14:07,8,18,.444,0,1,.000,8,17,.471,.444,3,3,1.000,1,0,1,0,0,0,0,2,19,9.5,-11
61,,69,2016-03-20,NOP,,LAC,W 109-105,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
61,,70,2016-03-22,NOP,,MIA,L 99-113,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
61,,71,2016-03-24,NOP,@,IND,L 84-92,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
61,,72,2016-03-26,NOP,,TOR,L 91-115,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
61,,73,2016-03-28,NOP,,NYK,W 99-91,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
61,,74,2016-03-30,NOP,@,SAS,L 92-100,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,75,2016-03-31,NOP,,DEN,W 101-95,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,76,2016-04-03,NOP,@,BRK,W 106-87,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,77,2016-04-05,NOP,@,PHI,L 93-107,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,78,2016-04-06,NOP,@,BOS,L 97-104,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,79,2016-04-08,NOP,,LAL,W 110-102,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,80,2016-04-09,NOP,,PHO,L 100-121,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,81,2016-04-11,NOP,,CHI,L 116-121,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,82,2016-04-13,NOP,@,MIN,L 109-144,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
,,,,,,,24-37,61,2159,560,1136,.493,35,108,.324,525,1028,.511,.508,326,430,.758,130,497,627,116,78,125,121,148,1481,19.3,-200
