Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
51,517,58,2020-02-29,LAL,@,MEM,L 88-105,1,24:44,7,12,.583,1,3,.333,6,9,.667,.625,0,1,.000,2,7,9,4,0,2,1,2,15,14.9,-10
51,,59,2020-03-01,LAL,@,NOP,W 122-114,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
52,518,60,2020-03-03,LAL,,PHI,W 120-107,1,38:58,13,19,.684,4,5,.800,9,14,.643,.789,7,8,.875,3,10,13,2,4,2,2,1,37,38.0,30
53,519,61,2020-03-06,LAL,,MIL,W 113-103,1,29:07,10,24,.417,0,4,.000,10,20,.500,.417,10,11,.909,4,5,9,0,0,2,4,4,30,16.9,8
54,520,62,2020-03-08,LAL,@,LAC,W 112-103,1,34:15,11,19,.579,1,4,.250,10,15,.667,.605,7,8,.875,0,7,7,2,2,1,1,5,30,23.9,12
55,521,63,2020-03-10,LAL,,BRK,L 102-104,1,36:33,9,19,.474,4,8,.500,5,11,.455,.579,4,5,.800,2,6,8,2,0,1,1,4,26,18.6,-5
56,522,64,2020-07-30,LAL,,LAC,W 103-101,1,35:29,8,19,.421,2,5,.400,6,14,.429,.474,16,17,.941,2,6,8,4,0,0,4,4,34,23.9,-3
57,523,65,2020-08-01,LAL,@,TOR,L 92-107,1,35:07,2,7,.286,1,3,.333,1,4,.250,.357,9,9,1.000,1,5,6,3,1,3,0,3,14,16.1,-17
58,524,66,2020-08-03,LAL,@,UTA,W 116-108,1,38:49,13,28,.464,4,8,.500,9,20,.450,.536,12,15,.800,1,11,12,4,3,1,1,3,42,34.7,7
59,525,67,2020-08-05,LAL,,OKC,L 86-105,1,29:24,3,11,.273,0,3,.000,3,8,.375,.273,3,4,.750,2,6,8,5,0,0,1,5,9,5.8,-15
60,526,68,2020-08-06,LAL,@,HOU,L 97-113,1,29:38,5,8,.625,0,0,,5,8,.625,.625,7,9,.778,5,7,12,3,0,1,7,1,17,13.6,-9
61,527,69,2020-08-08,LAL,@,IND,L 111-116,1,35:28,3,14,.214,0,4,.000,3,10,.300,.214,2,2,1.000,3,5,8,4,2,2,4,1,8,4.8,-20
62,528,70,2020-08-10,LAL,,DEN,W 124-121,1,38:02,9,15,.600,0,1,.000,9,14,.643,.600,9,12,.750,4,2,6,5,3,2,2,1,27,27.8,13
62,,71,2020-08-13,LAL,,SAC,L 122-136,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
,,,,,,,46-16,62,2131,551,1096,.503,72,218,.330,479,878,.546,.536,444,525,.846,142,435,577,200,91,143,154,156,1618,22.3,241
