Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,65,1,2013-10-30,NOP,,IND,L 90-95,1,37:44,8,20,.400,0,0,,8,20,.400,.400,4,4,1.000,7,5,12,0,1,3,4,4,20,13.1,-2
2,66,2,2013-11-01,NOP,@,ORL,L 90-110,1,38:20,9,23,.391,0,0,,9,23,.391,.391,8,8,1.000,8,9,17,1,1,3,0,4,26,24.0,-10
3,67,3,2013-11-02,NOP,,CHA,W 105-84,1,36:40,9,13,.692,0,0,,9,13,.692,.692,7,8,.875,3,5,8,4,6,6,2,3,25,32.5,22
4,68,4,2013-11-05,NOP,,PHO,L 98-104,1,39:42,5,14,.357,0,0,,5,14,.357,.357,7,8,.875,1,10,11,0,0,5,1,4,17,13.4,-3
5,69,5,2013-11-06,NOP,@,MEM,W 99-84,1,36:48,5,14,.357,0,0,,5,14,.357,.357,8,9,.889,2,7,9,2,3,3,0,1,18,19.4,4
6,70,6,2013-11-08,NOP,,LAL,W 96-85,1,37:10,12,18,.667,0,0,,12,18,.667,.667,8,11,.727,4,8,12,3,1,6,2,2,32,32.7,14
7,71,7,2013-11-10,NOP,@,PHO,L 94-101,1,36:17,5,13,.385,0,0,,5,13,.385,.385,4,5,.800,5,7,12,1,4,1,1,4,14,14.9,-2
8,72,8,2013-11-12,NOP,@,LAL,L 95-116,1,26:29,6,11,.545,0,0,,6,11,.545,.545,3,4,.750,1,4,5,2,2,0,1,4,15,12.0,-16
9,73,9,2013-11-13,NOP,@,UTA,L 105-111,1,35:38,12,21,.571,0,0,,12,21,.571,.571,5,5,1.000,8,7,15,1,1,1,1,3,29,27.0,-12
10,74,10,2013-11-16,NOP,,PHI,W 135-98,1,28:39,5,10,.500,0,0,,5,10,.500,.500,3,5,.600,1,8,9,1,2,9,1,2,13,17.5,31
11,75,11,2013-11-20,NOP,,UTA,W 105-98,1,37:16,9,12,.750,0,0,,9,12,.750,.750,4,6,.667,1,8,9,4,0,8,1,4,22,25.3,0
12,76,12,2013-11-22,NOP,,CLE,W 104-100,1,34:38,5,13,.385,0,0,,5,13,.385,.385,7,8,.875,9,4,13,1,2,3,3,4,17,17.2,17
