Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
10,10,23,2012-12-16,NOH,@,POR,L 94-95,0,33:47,.593,.500,3.7,13.9,9.0,4.9,0.0,2.8,13.7,20.7,119,121,10.5,-2.2
11,11,24,2012-12-18,NOH,@,GSW,L 96-103,1,38:58,.744,.571,17.6,32.3,25.6,4.1,5.6,2.1,22.9,16.7,132,101,19.3,4.2
12,12,25,2012-12-19,NOH,@,LAC,L 77-93,1,41:50,.490,.467,8.2,6.2,7.3,0.0,0.0,2.1,5.8,19.0,106,112,9.5,-0.1
13,13,26,2012-12-21,NOH,@,SAS,L 94-99,1,37:58,.648,.615,11.2,25.3,17.4,0.0,1.4,2.2,12.6,19.1,122,104,15.1,2.6
14,14,27,2012-12-22,NOH,,IND,L 75-81,1,33:50,.357,.357,12.3,17.7,14.8,5.5,0.0,2.4,0.0,20.5,94,104,7.1,-4.7
15,15,28,2012-12-26,NOH,@,ORL,W 97-94,1,33:25,.429,.429,12.3,29.5,21.4,9.8,3.4,5.9,0.0,21.7,106,101,13.1,1.3
16,16,29,2012-12-28,NOH,,TOR,L 97-104 (OT),1,34:46,.586,.550,3.5,24.9,14.9,0.0,1.6,7.5,8.6,32.7,108,100,18.0,4.8
17,17,30,2012-12-29,NOH,@,CHA,W 98-95,1,37:23,.337,.364,11.9,20.8,16.0,0.0,0.0,5.6,20.2,17.8,68,107,4.4,-11.9
18,18,31,2013-01-01,NOH,,ATL,L 86-95,1,35:41,.418,.444,12.2,28.8,20.3,0.0,0.0,8.8,8.5,15.8,93,106,9.6,-1.7
19,19,32,2013-01-02,NOH,@,HOU,L 92-104,1,27:17,.337,.364,10.1,16.4,13.0,0.0,0.0,3.0,14.4,22.4,69,113,2.3,-10.7
20,20,33,2013-01-05,NOH,@,DAL,W 99-96 (OT),1,12:09,.515,.333,0.0,9.9,5.1,0.0,0.0,0.0,20.5,20.7,84,108,0.4,-14.8
21,21,34,2013-01-07,NOH,,SAS,W 95-88,1,26:13,.612,.615,19.8,24.7,22.3,0.0,6.3,3.5,6.7,26.6,126,89,17.3,10.2
22,22,35,2013-01-09,NOH,,HOU,W 88-79,1,19:00,.600,.600,5.6,12.6,8.9,9.2,8.5,10.5,0.0,11.8,135,73,9.7,13.5
23,23,36,2013-01-11,NOH,,MIN,W 104-92,1,23:10,.654,.667,0.0,0.0,0.0,0.0,0.0,0.0,12.7,16.3,110,110,3.4,-8.0
24,24,37,2013-01-13,NOH,@,NYK,L 87-100,1,33:14,.454,.462,9.2,16.0,12.6,11.9,1.6,2.8,0.0,19.8,108,110,11.0,2.9
25,25,38,2013-01-15,NOH,@,PHI,W 111-99,1,20:57,.683,.667,12.4,26.6,20.0,13.2,5.2,7.5,12.0,18.2,140,95,13.7,13.8
26,26,39,2013-01-16,NOH,@,BOS,W 90-78,1,26:46,.850,.800,9.4,33.4,22.1,7.5,2.0,6.4,14.5,12.1,153,79,14.0,14.6
27,27,40,2013-01-19,NOH,,GSW,L 112-116,1,31:32,.663,.750,17.9,33.8,26.1,19.5,1.6,11.1,6.2,23.3,137,116,23.2,10.3
28,28,41,2013-01-21,NOH,,SAC,W 114-105,1,15:20,.661,.714,21.3,22.9,22.1,0.0,3.5,14.2,0.0,23.0,146,99,13.4,17.9
29,29,42,2013-01-23,NOH,@,SAS,L 102-106,1,30:44,.514,.429,0.0,26.0,12.9,9.4,1.7,2.8,18.6,16.1,93,111,6.5,-3.9
30,30,43,2013-01-25,NOH,,HOU,L 82-100,1,26:47,.635,.571,12.5,20.5,16.1,0.0,6.1,3.6,20.2,17.1,108,101,10.5,3.2
31,31,44,2013-01-27,NOH,@,MEM,W 91-83,1,23:55,.714,.714,5.1,19.7,13.4,8.7,4.8,5.6,41.7,23.6,78,84,7.6,2.1
32,32,45,2013-01-29,NOH,@,LAL,L 106-111,1,22:04,.654,.583,0.0,17.2,7.5,0.0,4.4,0.0,0.0,27.2,130,106,13.7,7.8
33,33,46,2013-01-30,NOH,@,UTA,L 99-104,1,21:42,.778,.778,5.1,33.2,18.7,10.3,0.0,7.9,10.0,21.6,135,107,12.1,7.2
34,34,47,2013-02-01,NOH,@,DEN,L 98-113,1,32:46,.488,.500,9.8,30.8,21.5,10.0,0.0,7.1,13.1,22.0,95,116,10.3,-1.4
35,35,48,2013-02-02,NOH,@,MIN,L 86-115,1,28:59,.597,.500,17.4,0.0,9.2,9.2,3.5,2.7,6.2,24.8,126,123,14.8,3.7
36,36,49,2013-02-06,NOH,,PHO,W 93-84,1,19:55,.508,.571,0.0,6.9,3.3,8.2,2.8,11.5,20.2,25.5,78,95,5.2,-2.1
37,37,50,2013-02-08,NOH,@,ATL,W 111-100,1,25:41,.364,.364,4.8,29.5,17.0,5.0,4.0,3.7,8.3,21.0,81,96,6.8,-2.3
38,38,51,2013-02-10,NOH,@,TOR,L 89-102,1,19:32,.167,.167,14.9,25.2,20.5,7.8,2.8,7.9,14.3,17.7,56,106,2.5,-5.6
39,39,52,2013-02-11,NOH,@,DET,W 105-86,1,17:20,.063,.000,0.0,41.8,24.6,6.8,3.0,17.9,11.3,23.8,22,68,0.4,-11.1
40,40,53,2013-02-13,NOH,,POR,W 99-63,1,27:36,.587,.588,15.8,28.3,22.0,22.1,2.0,6.1,10.1,34.3,118,67,18.5,11.1
41,41,54,2013-02-19,NOH,,CHI,L 87-96,1,32:44,.524,.462,3.3,31.4,17.1,16.8,6.4,2.1,6.5,20.8,110,89,16.7,10.0
42,42,55,2013-02-20,NOH,@,CLE,L 100-105,1,29:13,.570,.286,10.0,8.2,9.0,4.9,0.0,5.2,8.7,19.2,131,123,9.4,-1.8
43,43,56,2013-02-22,NOH,,DAL,L 100-104,1,23:29,.388,.333,18.2,32.5,25.3,0.0,2.2,0.0,7.2,25.0,92,107,7.7,-4.9
44,44,57,2013-02-24,NOH,,SAC,W 110-95,1,27:45,.672,.643,12.4,20.6,16.5,5.9,0.0,0.0,0.0,24.6,148,112,17.7,4.7
45,45,58,2013-02-26,NOH,,BRK,L 97-101,1,21:24,.615,.500,10.9,11.8,11.4,0.0,2.7,8.0,0.0,10.9,146,116,8.0,1.4
45,,59,2013-02-27,NOH,@,OKC,L 74-119,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
45,,60,2013-03-01,NOH,,DET,W 100-95,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
46,46,61,2013-03-04,NOH,,ORL,L 102-105,1,38:37,.501,.462,15.5,31.1,23.3,0.0,0.0,7.5,15.0,24.2,99,111,13.8,-4.3
47,47,62,2013-03-06,NOH,,LAL,L 102-108,1,16:32,.637,.625,6.5,33.8,19.8,12.4,0.0,11.6,16.4,31.1,110,106,10.1,6.5
48,48,63,2013-03-09,NOH,@,MEM,L 85-96,1,37:56,.479,.450,12.7,39.4,26.8,11.2,0.0,0.0,8.7,29.4,102,106,15.2,2.8
49,49,64,2013-03-10,NOH,,POR,W 98-96,1,33:13,.587,.571,20.2,16.5,18.5,5.1,1.7,2.8,6.1,22.9,133,116,17.0,1.4
50,50,65,2013-03-12,NOH,@,BRK,L 98-108,1,37:14,.620,.643,15.2,23.1,19.4,9.1,1.6,10.1,6.1,21.6,130,122,20.6,7.9
51,51,66,2013-03-15,NOH,@,WAS,L 87-96,1,16:24,.694,.500,14.3,38.5,25.9,0.0,0.0,0.0,8.0,36.9,141,112,11.9,8.6
52,52,67,2013-03-17,NOH,@,MIN,L 95-97,1,33:00,.594,.538,10.9,31.2,19.3,10.1,5.1,3.0,12.3,21.6,128,105,16.5,7.8
53,53,68,2013-03-18,NOH,,GSW,L 72-93,1,31:54,.621,.583,11.8,13.3,12.4,0.0,3.5,3.0,18.9,23.5,103,105,13.4,2.4
54,54,69,2013-03-20,NOH,,BOS,W 87-86,1,28:00,.571,.571,9.8,27.1,18.8,7.1,2.0,5.9,33.7,20.3,80,93,7.2,-1.6
55,55,70,2013-03-22,NOH,,MEM,W 90-83,1,36:56,.587,.571,17.1,29.5,23.8,10.2,0.0,4.1,6.1,21.4,133,97,18.5,8.3
56,56,71,2013-03-25,NOH,,DEN,W 110-86,1,22:56,.717,.625,16.5,16.1,16.3,13.7,0.0,4.2,0.0,19.7,174,108,13.9,7.4
57,57,72,2013-03-27,NOH,,LAC,L 91-105,1,39:16,.663,.692,7.4,23.1,15.7,10.2,1.5,0.0,6.5,20.2,131,128,16.0,3.9
58,58,73,2013-03-29,NOH,,MIA,L 89-108,1,28:28,.506,.500,14.5,13.0,13.8,0.0,7.9,8.0,15.5,21.5,96,106,9.7,0.7
59,59,74,2013-03-31,NOH,,CLE,W 112-92,1,37:11,.537,.455,10.5,33.1,22.1,7.7,1.4,4.0,0.0,20.3,129,94,18.2,3.2
60,60,75,2013-04-03,NOH,@,GSW,L 88-98,1,31:34,.253,.182,10.1,22.3,15.9,0.0,1.7,2.6,7.8,18.6,63,106,1.7,-11.0
61,61,76,2013-04-05,NOH,@,UTA,L 83-95,1,30:52,.659,.625,15.9,34.6,24.9,0.0,0.0,9.1,0.0,27.8,146,104,23.3,17.0
62,62,77,2013-04-07,NOH,@,PHO,W 95-92,1,30:36,.740,.600,7.1,3.7,5.5,6.9,5.2,5.3,18.2,24.0,130,94,17.2,8.8
63,63,78,2013-04-09,NOH,@,LAL,L 96-104,1,37:41,.571,.500,6.2,41.3,22.9,9.1,5.4,2.4,0.0,18.8,126,96,20.5,9.6
64,64,79,2013-04-10,NOH,@,SAC,L 110-121,1,31:45,.580,.444,14.7,24.5,19.4,9.5,0.0,4.7,8.2,16.7,133,125,13.9,0.8
64,,80,2013-04-12,NOH,,LAC,L 93-96,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
64,,81,2013-04-14,NOH,,DAL,L 89-107,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
64,,82,2013-04-17,NOH,@,DAL,L 87-99,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
,,,,,,,23-41,60,1848,.559,.516,10.7,23.3,17.0,5.9,2.2,5.0,10.3,21.9,113,105,12.2,2.5
