Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
30,496,32,2019-12-28,LAL,@,POR,W 128-120,1,35:44,.536,.469,3.3,25.6,14.6,17.9,2.7,0.0,9.7,24.7,114,115,16.6,0.5
31,497,33,2019-12-29,LAL,,DAL,W 108-95,1,35:53,.721,.667,3.5,23.3,14.3,19.6,2.7,2.9,20.0,25.1,119,94,20.8,7.7
32,498,34,2020-01-01,LAL,,PHO,W 117-107,1,37:55,.666,.594,2.6,29.4,15.1,8.0,0.0,2.0,13.3,24.4,121,108,20.4,3.9
33,499,35,2020-01-03,LAL,,NOP,W 123-113,1,37:57,.861,.786,6.5,29.0,18.9,5.3,3.7,1.9,10.1,34.1,154,103,42.2,18.2
34,500,36,2020-01-05,LAL,,DET,W 106-99,1,37:58,.588,.469,2.6,28.1,15.0,7.6,3.7,19.5,0.0,22.4,131,81,27.7,15.0
35,501,37,2020-01-07,LAL,,NYK,W 117-87,1,28:12,.282,.250,0.0,17.9,10.8,22.6,5.1,4.5,25.3,18.7,68,78,5.7,-2.0
35,,38,2020-01-10,LAL,@,DAL,W 129-114,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,,39,2020-01-11,LAL,@,OKC,W 125-110,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
35,,40,2020-01-13,LAL,,CLE,W 128-99,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
35,,41,2020-01-15,LAL,,ORL,L 118-119,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
35,,42,2020-01-18,LAL,@,HOU,W 124-115,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
36,502,43,2020-01-20,LAL,@,BOS,L 107-139,1,22:33,.541,.429,4.6,16.8,10.1,13.1,2.1,7.2,19.4,18.8,101,131,6.7,-2.9
37,503,44,2020-01-22,LAL,@,NYK,W 100-92,1,30:03,.710,.536,3.5,14.2,8.9,32.2,1.7,5.9,4.8,31.7,152,101,27.8,21.4
38,504,45,2020-01-23,LAL,@,BRK,W 128-113,1,26:53,.639,.500,4.1,36.4,21.1,9.0,1.7,4.0,13.8,22.0,124,103,14.5,2.2
39,505,46,2020-01-25,LAL,@,PHI,L 91-108,1,38:38,.652,.636,0.0,23.5,11.4,13.2,2.5,3.0,17.4,33.4,101,106,20.4,6.2
40,506,47,2020-01-31,LAL,,POR,L 119-127,1,38:46,.725,.705,9.3,30.3,19.4,26.9,1.2,10.1,13.6,28.9,136,111,37.1,19.7
41,507,48,2020-02-01,LAL,@,SAC,W 129-113,1,29:40,.784,.611,3.9,10.1,7.2,27.0,3.2,3.4,13.0,22.3,157,110,22.8,12.4
42,508,49,2020-02-04,LAL,,SAS,W 129-102,1,29:04,.676,.667,10.0,12.5,11.5,4.5,1.7,0.0,23.1,26.0,109,108,12.3,-3.0
43,509,50,2020-02-06,LAL,,HOU,L 111-121,1,40:16,.690,.667,3.2,37.6,20.7,12.6,3.5,8.3,0.0,24.5,139,107,32.8,13.0
44,510,51,2020-02-08,LAL,@,GSW,W 125-120,1,35:10,.685,.643,7.4,25.4,17.1,17.8,3.8,2.4,9.2,24.5,139,106,26.7,8.3
45,511,52,2020-02-10,LAL,,PHO,W 125-100,1,30:58,.609,.529,11.1,23.6,17.6,23.5,1.6,3.4,12.8,30.9,129,100,21.9,8.1
46,512,53,2020-02-12,LAL,@,DEN,W 120-116 (OT),1,41:56,.612,.587,2.6,27.1,13.9,7.9,2.4,4.0,6.9,31.3,116,106,25.9,8.1
47,513,54,2020-02-21,LAL,,MEM,W 117-105,1,30:33,.593,.529,17.1,23.7,20.6,22.1,1.5,14.3,14.5,36.9,116,91,27.1,15.4
48,514,55,2020-02-23,LAL,,BOS,W 114-112,1,39:05,.528,.460,15.7,20.0,17.7,13.8,0.0,5.0,16.5,38.7,102,110,19.9,1.1
49,515,56,2020-02-25,LAL,,NOP,W 118-109,1,36:01,.413,.286,15.1,24.8,19.4,10.8,1.2,13.6,7.3,28.7,100,91,19.0,2.2
50,516,57,2020-02-27,LAL,@,GSW,W 116-86,1,25:11,.629,.500,4.8,23.2,14.1,5.7,3.6,7.9,14.1,35.0,115,75,18.0,7.0
51,517,58,2020-02-29,LAL,@,MEM,L 88-105,1,24:44,.603,.625,7.9,28.9,18.2,34.6,0.0,6.1,7.4,24.5,120,110,14.9,13.1
51,,59,2020-03-01,LAL,@,NOP,W 122-114,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
52,518,60,2020-03-03,LAL,,PHI,W 120-107,1,38:58,.821,.789,9.2,27.4,18.8,8.2,5.2,5.5,8.2,28.2,156,99,38.0,19.9
53,519,61,2020-03-06,LAL,,MIL,W 113-103,1,29:07,.520,.417,13.2,17.5,15.3,0.0,0.0,7.2,12.2,43.8,99,94,16.9,2.7
54,520,62,2020-03-08,LAL,@,LAC,W 112-103,1,34:15,.666,.605,0.0,19.2,10.4,11.9,2.8,2.5,4.3,29.6,132,99,23.9,11.6
55,521,63,2020-03-10,LAL,,BRK,L 102-104,1,36:33,.613,.579,6.4,15.2,11.3,9.3,0.0,2.6,4.5,27.4,123,112,18.6,5.4
56,522,64,2020-07-30,LAL,,LAC,W 103-101,1,35:29,.642,.474,6.3,21.4,13.4,25.6,0.0,0.0,13.1,36.1,124,105,23.9,11.0
57,523,65,2020-08-01,LAL,@,TOR,L 92-107,1,35:07,.639,.357,2.6,17.5,9.0,15.6,1.4,8.2,0.0,13.2,146,105,16.1,7.7
58,524,66,2020-08-03,LAL,@,UTA,W 116-108,1,38:49,.607,.536,3.2,33.2,18.5,19.8,3.5,3.1,2.8,40.2,122,96,34.7,14.4
59,525,67,2020-08-05,LAL,,OKC,L 86-105,1,29:24,.353,.273,5.6,24.5,13.3,31.3,0.0,0.0,7.3,20.1,86,107,5.8,-2.3
60,526,68,2020-08-06,LAL,@,HOU,L 97-113,1,29:38,.711,.625,19.3,28.3,23.7,18.1,0.0,6.0,36.9,26.3,100,111,13.6,-0.5
61,527,69,2020-08-08,LAL,@,IND,L 111-116,1,35:28,.269,.214,8.1,18.8,12.6,14.3,2.6,5.3,21.2,20.7,67,111,4.8,-8.2
62,528,70,2020-08-10,LAL,,DEN,W 124-121,1,38:02,.666,.600,12.9,9.0,11.3,19.3,4.3,4.7,9.0,26.8,144,130,27.8,9.0
62,,71,2020-08-13,LAL,,SAC,L 122-136,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
,,,,,,,46-16,62,2131,.610,.536,7.4,22.2,14.8,15.6,2.1,6.1,10.4,29.5,120,102,22.3,8.0
