Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
43,,59,2025-02-25,DAL,@,LAL,L 99-107,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,60,2025-02-27,DAL,,CHO,W 103-96,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,61,2025-03-01,DAL,,MIL,L 117-132,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,62,2025-03-03,DAL,,SAC,L 98-122,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,63,2025-03-05,DAL,@,MIL,L 107-137,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,64,2025-03-07,DAL,,MEM,L 111-122,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,65,2025-03-09,DAL,,PHO,L 116-125,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,66,2025-03-10,DAL,@,SAS,W 133-129,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,67,2025-03-12,DAL,@,SAS,L 116-126,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,68,2025-03-14,DAL,@,HOU,L 96-133,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,69,2025-03-16,DAL,,PHI,L 125-130,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,70,2025-03-19,DAL,@,IND,L 131-135,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,71,2025-03-21,DAL,,DET,W 123-117,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,780,72,2025-03-24,DAL,@,BRK,W 120-101,1,26:32,.667,.667,0.0,27.8,13.9,14.2,1.9,4.0,18.2,18.9,112,104,11.3,1.0
44,,73,2025-03-25,DAL,@,NYK,L 113-128,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
45,781,74,2025-03-27,DAL,@,ORL,W 101-92,1,28:51,.340,.289,4.3,22.2,13.9,11.6,1.7,0.0,0.0,35.8,78,95,7.0,-7.3
46,782,75,2025-03-29,DAL,@,CHI,W 120-119,1,30:03,.345,.304,3.1,21.3,11.5,22.3,1.5,5.5,0.0,35.8,83,109,11.1,-4.8
47,783,76,2025-03-31,DAL,,BRK,L 109-113,1,28:27,.510,.500,0.0,26.8,13.3,25.9,0.0,4.3,7.8,19.8,111,116,9.9,-1.5
48,784,77,2025-04-02,DAL,,ATL,W 120-118,1,29:54,.687,.652,9.2,41.7,28.3,14.9,1.6,13.8,13.9,43.1,116,99,29.9,9.5
48,,78,2025-04-04,DAL,@,LAC,L 91-114,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
49,785,79,2025-04-05,DAL,@,LAC,L 104-135,1,27:27,.546,.447,7.8,29.9,18.3,0.0,1.8,0.0,19.5,48.5,92,133,13.0,-8.1
50,786,80,2025-04-09,DAL,,LAL,L 97-112,1,33:22,.428,.385,8.7,29.4,20.6,30.0,0.0,2.7,20.8,27.0,90,118,9.3,-5.8
51,787,81,2025-04-11,DAL,,TOR,W 124-102,1,30:28,.609,.583,12.1,26.3,20.7,47.4,0.0,18.1,9.6,28.2,138,89,29.0,18.2
51,,82,2025-04-13,DAL,@,MEM,L 97-132,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
,,,,,,,30-21,51,1704,.588,.536,9.2,29.3,19.5,18.1,1.7,5.8,9.5,30.6,117,108,22.0,5.4
