Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
37,,45,2014-01-29,NOP,@,MIN,L 77-88,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
38,102,46,2014-02-01,NOP,,CHI,W 88-79,1,40:13,.761,.714,6.6,18.8,12.9,13.7,4.4,13.3,11.3,22.0,141,86,27.5,18.3
39,103,47,2014-02-03,NOP,,SAS,L 95-102,1,43:51,.347,.286,3.0,39.1,22.5,3.7,0.0,7.0,16.9,31.4,64,103,6.0,-8.9
40,104,48,2014-02-05,NOP,,ATL,W 105-100,1,35:30,.734,.643,9.2,21.5,15.4,9.7,1.5,2.5,5.2,25.1,153,108,25.5,10.9
41,105,49,2014-02-07,NOP,,MIN,W 98-91,1,40:49,.666,.625,5.5,24.1,14.3,4.3,1.3,2.1,9.3,25.3,124,98,20.2,3.5
42,106,50,2014-02-09,NOP,@,BRK,L 81-93,1,38:21,.566,.579,9.3,19.0,12.9,15.4,4.1,3.3,4.5,25.5,115,98,21.1,8.9
43,107,51,2014-02-10,NOP,@,TOR,L 101-108,1,35:11,.556,.500,7.6,18.9,13.3,4.6,4.5,0.0,10.5,25.4,109,114,13.8,-0.8
44,108,52,2014-02-12,NOP,@,MIL,W 102-98,1,19:56,.551,.500,6.7,0.0,3.3,0.0,5.6,3.8,15.5,32.1,98,106,6.8,-8.0
45,109,53,2014-02-19,NOP,,NYK,L 91-98,1,38:19,.643,.600,3.6,25.1,15.7,9.1,2.9,10.1,26.9,19.2,100,102,15.3,4.3
46,110,54,2014-02-21,NOP,@,CHA,L 87-90,1,34:29,.491,.471,14.3,27.2,21.3,23.3,0.0,8.6,5.2,27.5,109,92,16.6,7.4
47,111,55,2014-02-22,NOP,@,WAS,L 93-94,1,33:30,.658,.611,10.5,29.4,19.7,0.0,1.5,0.0,0.0,26.9,136,100,22.5,10.2
48,112,56,2014-02-24,NOP,,LAC,L 110-123,1,38:03,.599,.438,2.5,31.5,15.4,9.0,0.0,4.6,4.4,25.7,136,131,21.1,3.4
49,113,57,2014-02-26,NOP,@,DAL,L 89-108,1,12:37,.333,.333,9.5,89.5,46.3,15.5,0.0,13.3,0.0,34.8,83,103,5.7,0.1
50,114,58,2014-02-28,NOP,@,PHO,L 104-116,1,40:41,.810,.778,7.6,22.9,15.8,9.3,4.1,2.3,4.8,25.4,161,125,32.2,14.6
51,115,59,2014-03-01,NOP,@,LAC,L 76-108,1,20:19,.463,.167,5.0,16.9,10.6,0.0,0.0,8.4,25.8,24.3,78,109,2.6,-6.7
52,116,60,2014-03-03,NOP,@,SAC,L 89-96,1,37:37,.371,.321,0.0,13.1,6.6,9.5,0.0,0.0,5.4,24.5,79,114,3.6,-7.3
53,117,61,2014-03-04,NOP,@,LAL,W 132-125,1,42:27,.672,.625,12.1,33.1,24.6,9.8,0.0,1.8,4.6,22.5,145,125,26.7,1.7
54,118,62,2014-03-07,NOP,,MIL,W 112-104,1,39:44,.588,.545,12.1,25.7,19.4,22.0,1.3,3.5,3.9,30.0,130,109,27.9,7.0
55,119,63,2014-03-09,NOP,,DEN,W 111-107 (OT),1,45:10,.592,.500,16.1,27.9,21.4,12.0,1.1,11.4,10.0,27.4,125,93,31.4,10.1
56,120,64,2014-03-12,NOP,,MEM,L 88-90,1,39:05,.770,.643,6.3,23.4,15.2,12.3,1.4,8.8,5.0,24.4,157,99,29.6,16.6
57,121,65,2014-03-14,NOP,,POR,L 103-111,1,39:53,.607,.556,9.3,17.2,13.4,5.2,1.2,5.3,6.3,36.2,119,111,26.1,5.8
58,122,66,2014-03-16,NOP,,BOS,W 121-120 (OT),1,47:42,.733,.636,11.6,39.5,25.1,10.6,1.1,4.7,3.5,26.6,154,106,41.9,12.9
58,,67,2014-03-19,NOP,,TOR,L 100-107,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
59,123,68,2014-03-21,NOP,@,ATL,W 111-105,1,44:04,.664,.579,6.6,23.9,16.2,9.1,1.1,1.9,13.5,31.0,122,107,27.1,3.1
60,124,69,2014-03-22,NOP,,MIA,W 105-95,1,39:27,.620,.591,9.4,30.4,18.9,0.0,4.2,2.6,4.0,31.5,127,104,25.8,4.9
61,125,70,2014-03-24,NOP,,BRK,W 109-104 (OT),1,45:05,.611,.529,7.8,23.9,16.6,4.0,0.0,7.1,9.2,22.7,125,104,20.3,2.6
62,126,71,2014-03-26,NOP,,LAC,W 98-96,1,37:30,.355,.263,11.4,24.0,17.9,16.2,2.8,12.8,8.2,28.0,92,93,14.5,2.8
63,127,72,2014-03-28,NOP,,UTA,W 102-95,1,03:43,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0,118,-0.7,-23.0
63,,73,2014-03-29,NOP,@,SAS,L 80-96,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
64,128,74,2014-03-31,NOP,,SAC,L 97-102,1,37:41,.574,.385,7.3,18.2,13.2,17.2,2.7,7.4,5.0,26.4,123,103,22.7,6.8
65,129,75,2014-04-02,NOP,@,DEN,L 107-137,1,10:30,.750,.750,0.0,32.7,16.7,21.5,0.0,0.0,0.0,16.7,149,135,5.2,2.4
66,130,76,2014-04-04,NOP,@,UTA,L 96-100,1,23:29,.515,.500,0.0,37.2,17.5,7.3,0.0,7.7,0.0,15.9,113,109,7.7,0.9
67,131,77,2014-04-06,NOP,@,POR,L 94-100,1,34:00,.388,.333,0.0,18.1,8.0,4.8,0.0,8.7,0.0,25.3,88,110,8.6,-2.8
67,,78,2014-04-09,NOP,,PHO,L 88-94,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
67,,79,2014-04-11,NOP,@,OKC,L 94-116,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
67,,80,2014-04-12,NOP,@,HOU,L 104-111,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
67,,81,2014-04-14,NOP,,OKC,W 101-89,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
67,,82,2014-04-16,NOP,,HOU,W 105-100,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
,,,,,,,29-38,66,2360,.582,.520,10.0,23.5,16.7,8.0,2.0,6.7,8.3,25.4,119,105,18.7,4.8
