Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
17,545,19,2021-01-27,LAL,@,PHI,L 106-107,1,34:34,.513,.500,3.8,25.6,14.8,9.7,0.0,4.6,8.2,31.4,100,106,14.0,1.7
17,,20,2021-01-28,LAL,@,DET,L 92-107,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,546,21,2021-01-30,LAL,@,BOS,W 96-95,1,35:48,.481,.460,17.5,26.2,21.6,12.1,2.9,0.0,3.4,36.7,110,100,21.7,8.6
19,547,22,2021-02-01,LAL,@,ATL,W 107-99,1,35:54,.751,.714,0.0,8.1,4.0,10.0,1.4,8.2,23.1,29.4,111,105,17.3,2.6
20,548,23,2021-02-04,LAL,,DEN,W 114-93,1,33:14,.611,.625,12.7,18.1,15.9,7.4,4.6,4.5,22.0,18.5,108,90,13.7,4.2
21,549,24,2021-02-06,LAL,,DET,W 135-129 (2OT),1,44:31,.631,.614,7.4,9.5,8.6,11.5,1.1,5.0,11.2,27.6,119,115,22.4,2.2
21,,25,2021-02-08,LAL,,OKC,W 119-112 (OT),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,,26,2021-02-10,LAL,,OKC,W 114-113 (OT),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,550,27,2021-02-12,LAL,,MEM,W 115-105,1,34:50,.608,.593,10.3,20.7,15.5,6.6,2.8,2.7,9.4,37.2,116,102,26.0,7.8
23,551,28,2021-02-14,LAL,@,DEN,L 105-122,1,14:14,.568,.455,14.7,14.4,14.5,14.6,0.0,0.0,0.0,40.6,124,127,11.6,8.7
23,,29,2021-02-16,LAL,@,MIN,W 112-104,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,30,2021-02-18,LAL,,BRK,L 98-109,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,31,2021-02-20,LAL,,MIA,L 94-96,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,32,2021-02-22,LAL,,WAS,L 124-127 (OT),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,33,2021-02-24,LAL,@,UTA,L 89-114,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,34,2021-02-26,LAL,,POR,W 102-93,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,35,2021-02-28,LAL,,GSW,W 117-91,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,36,2021-03-02,LAL,,PHO,L 104-114,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,37,2021-03-03,LAL,@,SAC,L 120-123,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,38,2021-03-12,LAL,,IND,W 105-100,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,39,2021-03-15,LAL,@,GSW,W 128-97,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,40,2021-03-16,LAL,,MIN,W 137-121,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,41,2021-03-18,LAL,,CHO,W 116-105,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,42,2021-03-20,LAL,,ATL,L 94-99,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,43,2021-03-21,LAL,@,PHO,L 94-111,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,44,2021-03-23,LAL,@,NOP,L 111-128,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,45,2021-03-25,LAL,,PHI,L 101-109,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,46,2021-03-26,LAL,,CLE,W 100-86,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,47,2021-03-28,LAL,,ORL,W 96-93,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,48,2021-03-31,LAL,,MIL,L 97-112,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,49,2021-04-02,LAL,@,SAC,W 115-94,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,50,2021-04-04,LAL,@,LAC,L 86-104,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,51,2021-04-06,LAL,@,TOR,W 110-101,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,52,2021-04-08,LAL,@,MIA,L 104-110,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,53,2021-04-10,LAL,@,BRK,W 126-101,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,54,2021-04-12,LAL,@,NYK,L 96-111,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,55,2021-04-13,LAL,@,CHO,W 101-93,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,56,2021-04-15,LAL,,BOS,L 113-121,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,57,2021-04-17,LAL,,UTA,W 127-115 (OT),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,,58,2021-04-19,LAL,,UTA,L 97-111,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,552,59,2021-04-22,LAL,@,DAL,L 110-115,1,16:40,.184,.200,0.0,27.4,13.9,7.7,2.9,5.0,8.4,30.2,44,109,-0.4,-14.8
25,553,60,2021-04-24,LAL,@,DAL,L 93-108,1,28:19,.377,.263,7.2,4.2,5.8,20.7,0.0,0.0,4.3,38.6,85,124,8.1,-6.6
26,554,61,2021-04-26,LAL,@,ORL,W 114-103,1,31:22,.567,.567,4.6,27.5,17.0,13.2,0.0,6.0,23.9,30.7,94,111,10.4,-5.7
27,555,62,2021-04-28,LAL,@,WAS,L 107-116,1,31:04,.574,.550,2.9,16.3,8.5,11.6,4.6,4.3,11.7,34.4,102,109,18.7,5.5
28,556,63,2021-04-30,LAL,,SAC,L 106-110,1,34:11,.541,.500,3.8,32.7,19.3,14.3,0.0,13.2,9.0,27.7,111,105,18.0,4.0
29,557,64,2021-05-02,LAL,,TOR,L 114-121,1,33:27,.346,.313,3.3,23.0,13.9,29.7,4.1,2.6,5.5,23.3,89,108,12.7,0.3
30,558,65,2021-05-03,LAL,,DEN,W 93-89,1,33:06,.566,.500,3.5,20.7,12.1,7.7,0.0,7.5,15.3,36.7,98,92,15.8,3.1
31,559,66,2021-05-06,LAL,@,LAC,L 94-118,1,09:10,.222,.222,0.0,16.4,6.4,0.0,0.0,0.0,10.0,47.7,42,126,-2.6,-28.5
32,560,67,2021-05-07,LAL,@,POR,L 101-106,1,39:04,.608,.565,7.7,24.6,15.9,27.6,0.0,2.4,9.2,35.5,121,107,28.3,13.4
33,561,68,2021-05-09,LAL,,PHO,W 123-110,1,40:46,.609,.500,8.2,35.3,19.4,24.8,3.7,7.4,8.0,39.7,131,106,37.5,12.4
34,562,69,2021-05-11,LAL,,NYK,W 101-99 (OT),1,43:27,.397,.348,0.0,16.6,7.8,17.9,1.2,0.0,10.6,29.8,82,102,8.5,-6.5
34,,70,2021-05-12,LAL,,HOU,W 124-122,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,563,71,2021-05-15,LAL,@,IND,W 122-115,1,35:50,.625,.528,6.7,25.5,16.3,23.1,2.7,0.0,4.3,27.3,138,110,26.5,10.0
36,564,72,2021-05-16,LAL,@,NOP,W 110-98,1,30:17,.478,.417,0.0,18.9,8.9,4.3,1.6,0.0,6.4,22.2,93,102,9.0,-6.3
,,,,,,,23-13,36,1161,.555,.512,6.0,21.8,13.9,16.5,1.9,4.4,9.5,29.3,111,104,17.5,4.8
