Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
19,150,19,2014-12-07,NOP,@,LAL,W 104-87,1,32:08,.724,.733,0.0,18.7,10.7,0.0,1.6,4.2,5.9,24.1,129,87,18.5,7.9
20,151,20,2014-12-09,NOP,,NYK,W 104-93,1,32:47,.501,.429,12.2,19.8,16.0,4.7,1.7,7.4,5.3,27.1,114,100,14.6,-0.1
21,152,21,2014-12-10,NOP,@,DAL,L 107-112,1,40:04,.647,.550,15.0,21.1,17.8,8.9,0.0,3.9,4.0,27.3,149,123,27.3,10.1
22,153,22,2014-12-12,NOP,,CLE,W 119-114,1,06:30,.820,1.000,0.0,16.8,9.3,0.0,0.0,0.0,0.0,37.2,143,129,6.3,12.4
22,,23,2014-12-14,NOP,,GSW,L 122-128 (OT),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,154,24,2014-12-16,NOP,,UTA,W 119-111,1,34:54,.857,.800,19.6,16.8,17.9,4.5,1.5,5.5,10.0,26.8,163,119,30.6,11.5
24,155,25,2014-12-18,NOP,@,HOU,W 99-90,1,40:49,.673,.588,2.7,34.0,18.7,13.4,2.6,9.6,4.3,26.4,140,85,32.5,18.8
25,156,26,2014-12-20,NOP,,POR,L 88-114,1,27:36,.242,.214,9.5,13.7,11.2,0.0,1.9,13.4,6.5,23.7,64,111,4.5,-6.4
26,157,27,2014-12-21,NOP,@,OKC,W 101-99,1,36:43,.758,.727,9.6,26.1,18.2,11.8,1.4,6.2,10.7,35.5,134,103,33.7,15.2
27,158,28,2014-12-23,NOP,@,IND,L 84-96,1,37:12,.509,.444,2.9,25.8,13.8,0.0,0.0,2.0,4.6,26.3,103,103,13.2,3.1
28,159,29,2014-12-26,NOP,,SAS,W 97-90,1,37:43,.508,.421,2.8,36.8,18.4,15.4,2.7,10.4,4.4,28.1,104,82,22.1,10.0
29,160,30,2014-12-27,NOP,@,CHI,L 100-107,1,40:41,.573,.542,8.8,22.5,15.8,9.2,0.0,10.3,3.8,28.2,121,110,25.7,9.8
30,161,31,2014-12-30,NOP,,PHO,W 110-106,1,42:14,.552,.467,14.2,31.4,23.5,6.7,0.0,1.7,5.5,19.9,130,116,19.0,1.7
31,162,32,2014-12-31,NOP,@,SAS,L 93-95 (OT),1,39:56,.717,.667,5.2,27.1,15.9,0.0,5.3,2.0,12.0,19.9,129,84,20.9,10.9
32,163,33,2015-01-02,NOP,,HOU,W 111-83,1,30:41,.421,.286,4.2,21.9,14.4,11.5,3.3,8.0,26.5,16.1,85,79,8.5,0.2
33,164,34,2015-01-05,NOP,,WAS,L 85-92,1,39:03,.763,.750,6.3,24.6,15.6,11.2,0.0,1.8,17.9,20.7,126,109,17.5,5.0
34,165,35,2015-01-07,NOP,@,CHO,L 94-98,1,41:31,.643,.625,5.4,26.9,16.1,6.2,0.0,6.4,3.9,28.6,126,100,26.9,10.1
35,166,36,2015-01-09,NOP,,MEM,W 106-95,1,36:30,.536,.438,6.0,22.4,14.5,9.5,0.0,6.1,5.1,25.2,119,105,16.7,2.5
36,167,37,2015-01-12,NOP,@,BOS,L 100-108,1,40:14,.574,.435,8.3,15.6,12.1,25.0,0.0,5.6,0.0,32.3,141,119,28.3,9.6
37,168,38,2015-01-14,NOP,@,DET,W 105-94,1,34:51,.668,.611,10.9,24.7,17.9,5.8,1.6,10.8,4.7,28.6,138,97,25.7,11.9
37,,39,2015-01-16,NOP,@,PHI,L 81-96,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,,40,2015-01-18,NOP,@,TOR,W 95-93,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,,41,2015-01-19,NOP,@,NYK,L 92-99,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
38,169,42,2015-01-21,NOP,,LAL,W 96-80,1,36:54,.674,.611,3.2,20.2,12.1,5.5,4.2,9.1,12.2,29.7,121,75,25.9,13.9
39,170,43,2015-01-23,NOP,@,MIN,W 92-84,1,41:53,.424,.391,0.0,34.4,18.3,0.0,2.5,1.5,3.9,29.8,84,86,12.6,-2.9
40,171,44,2015-01-25,NOP,,DAL,W 109-106,1,39:28,.579,.444,20.3,11.6,15.6,12.1,7.1,2.1,4.0,30.9,136,113,28.8,8.9
41,172,45,2015-01-26,NOP,,PHI,W 99-74,1,30:32,.710,.632,18.7,16.4,17.5,23.4,5.5,9.5,0.0,33.6,163,76,35.2,29.3
42,173,46,2015-01-28,NOP,,DEN,L 85-93,1,36:54,.619,.533,5.4,33.4,17.9,12.0,0.0,3.8,0.0,24.8,143,106,22.3,12.5
42,,47,2015-01-30,NOP,,LAC,W 108-103,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
43,174,48,2015-02-02,NOP,,ATL,W 115-100,1,33:56,.556,.522,28.3,16.1,21.9,16.3,1.6,4.2,7.1,36.4,128,109,25.7,5.1
44,175,49,2015-02-04,NOP,,OKC,L 91-102,1,39:15,.486,.429,2.2,23.9,11.5,9.4,1.4,1.7,0.0,25.6,114,110,17.7,5.1
45,176,50,2015-02-06,NOP,@,OKC,W 116-113,1,44:25,.748,.674,7.9,16.8,12.6,13.6,0.0,3.3,9.9,29.0,142,113,34.8,11.2
46,177,51,2015-02-07,NOP,,CHI,L 72-107,1,12:42,.364,.364,7.7,44.5,22.8,22.4,4.3,6.1,0.0,41.5,83,107,6.2,9.6
46,,52,2015-02-09,NOP,,UTA,L 96-100,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
46,,53,2015-02-11,NOP,,IND,L 93-106,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
47,178,54,2015-02-20,NOP,@,ORL,L 84-95,1,38:17,.388,.333,9.4,23.9,16.8,5.5,0.0,3.6,19.3,28.2,72,109,6.3,-11.0
48,179,55,2015-02-21,NOP,@,MIA,W 105-91,1,08:53,.338,.250,25.1,50.3,37.7,0.0,0.0,0.0,10.1,49.1,78,89,2.8,-12.4
48,,56,2015-02-23,NOP,,TOR,W 100-97,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
48,,57,2015-02-25,NOP,,BRK,W 102-96,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
48,,58,2015-02-27,NOP,,MIA,W 104-102,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
48,,59,2015-03-01,NOP,@,DEN,W 99-92,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
48,,60,2015-03-02,NOP,@,DAL,L 93-102,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
49,180,61,2015-03-04,NOP,,DET,W 88-85,1,41:50,.589,.567,9.0,22.0,15.2,13.1,3.7,11.6,2.9,35.2,125,77,38.1,24.6
50,181,62,2015-03-06,NOP,,BOS,L 98-104,1,42:14,.591,.524,5.8,31.7,19.4,8.9,1.2,6.1,10.9,29.9,113,105,24.0,5.1
51,182,63,2015-03-07,NOP,,MEM,W 95-89,1,40:27,.536,.524,3.1,25.4,14.8,4.8,0.0,10.2,8.5,26.8,98,93,16.7,1.5
52,183,64,2015-03-09,NOP,@,MIL,W 114-103,1,40:39,.772,.739,17.5,22.1,20.0,29.6,1.3,4.2,12.6,37.1,148,114,38.9,14.9
53,184,65,2015-03-10,NOP,@,BRK,W 111-91,1,28:03,.402,.313,4.6,19.0,12.5,23.5,0.0,7.5,0.0,31.3,104,98,12.4,-0.6
54,185,66,2015-03-15,NOP,,DEN,L 111-118 (2OT),1,49:51,.587,.571,4.2,25.4,14.8,29.7,1.1,14.3,6.1,30.1,120,95,36.8,17.0
55,186,67,2015-03-17,NOP,,MIL,W 85-84,1,41:30,.455,.333,2.3,26.0,14.0,21.0,1.2,5.3,8.3,25.8,94,84,15.7,4.2
55,,68,2015-03-19,NOP,@,PHO,L 72-74,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
55,,69,2015-03-20,NOP,@,GSW,L 96-112,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
56,187,70,2015-03-22,NOP,@,LAC,L 100-107,1,39:29,.855,.846,10.4,22.8,17.6,24.7,2.7,3.6,11.6,20.9,161,109,29.0,15.5
57,188,71,2015-03-25,NOP,,HOU,L 93-95,1,44:17,.497,.500,5.0,35.2,19.0,4.5,3.7,5.5,0.0,25.7,109,95,22.2,6.6
58,189,72,2015-03-27,NOP,,SAC,W 102-88,1,40:36,.439,.423,6.1,18.4,12.7,7.9,1.4,11.1,6.8,34.2,95,92,16.7,-0.2
59,190,73,2015-03-29,NOP,,MIN,W 110-88,1,37:23,.551,.476,7.6,22.5,15.6,21.3,2.8,2.0,0.0,32.8,126,93,25.0,4.6
60,191,74,2015-04-01,NOP,@,LAL,W 113-92,1,34:47,.630,.600,4.3,19.3,12.9,26.2,1.7,8.2,5.9,25.0,136,104,22.2,11.7
61,192,75,2015-04-03,NOP,@,SAC,W 101-95,1,34:32,.467,.353,11.6,20.8,15.8,16.3,0.0,4.6,4.5,28.0,115,103,15.6,2.4
62,193,76,2015-04-04,NOP,@,POR,L 90-99,1,36:46,.446,.400,12.4,14.8,13.7,9.1,4.6,7.7,8.6,30.9,96,107,16.9,4.9
63,194,77,2015-04-07,NOP,,GSW,W 103-100,1,40:23,.552,.476,2.5,22.3,12.5,9.9,2.4,6.5,0.0,28.9,117,95,26.3,9.7
64,195,78,2015-04-08,NOP,@,MEM,L 74-110,1,27:43,.607,.556,3.5,16.9,9.5,9.0,2.0,4.9,0.0,17.1,132,123,11.9,5.4
65,196,79,2015-04-10,NOP,,PHO,W 90-75,1,23:02,.564,.583,4.3,32.7,18.9,37.2,2.4,3.5,0.0,34.0,124,77,18.6,20.7
66,197,80,2015-04-12,NOP,@,HOU,L 114-121,1,39:48,.662,.625,5.5,17.2,10.7,15.1,2.6,2.5,4.7,23.3,141,124,24.4,9.4
67,198,81,2015-04-13,NOP,@,MIN,W 100-88,1,35:48,.685,.571,11.9,25.4,18.0,25.5,3.0,12.6,5.4,24.0,148,85,29.8,21.4
68,199,82,2015-04-15,NOP,,SAS,W 108-103,1,43:11,.517,.462,5.7,38.2,20.4,7.5,2.4,4.8,16.7,38.8,91,104,20.6,-1.3
,,,,,,,39-29,68,2460,.591,.536,8.0,24.4,16.1,11.5,2.1,6.1,6.3,27.9,122,100,22.2,8.9
