Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
22,682,23,2023-12-07,LAL,,NOP,W 133-89,1,31:13,.592,.500,18.8,25.6,22.8,19.6,3.0,4.8,12.9,21.2,135,78,21.2,9.3
23,683,24,2023-12-12,LAL,@,DAL,L 125-127,1,36:45,.728,.738,19.2,18.7,18.9,0.0,0.0,5.7,7.3,31.4,139,131,30.6,4.7
24,684,25,2023-12-13,LAL,@,SAS,W 122-119,1,37:40,.654,.609,3.1,22.5,13.9,3.9,4.7,0.0,6.6,33.7,121,104,29.8,3.2
24,,26,2023-12-15,LAL,@,SAS,L 115-129,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
25,685,27,2023-12-18,LAL,,NYK,L 109-114,1,35:29,.686,.659,5.4,37.8,20.4,11.7,1.3,4.7,7.9,29.9,125,105,28.2,11.4
26,686,28,2023-12-20,LAL,@,CHI,L 108-124,1,37:37,.513,.467,5.2,39.3,20.3,11.6,2.5,4.7,5.1,21.9,108,114,19.2,1.4
27,687,29,2023-12-21,LAL,@,MIN,L 111-118,1,38:42,.647,.575,3.3,21.7,12.7,18.1,0.0,7.3,4.0,28.0,134,116,26.9,8.6
28,688,30,2023-12-23,LAL,@,OKC,W 129-120,1,41:52,.550,.548,8.8,19.5,14.7,23.3,1.2,4.2,11.3,28.0,113,120,22.5,-0.3
29,689,31,2023-12-25,LAL,,BOS,L 115-126,1,38:50,.658,.615,13.4,24.1,18.5,20.2,0.0,2.5,6.2,36.0,137,129,33.6,12.3
30,690,32,2023-12-28,LAL,,CHO,W 133-112,1,26:16,.626,.579,9.1,24.4,17.2,11.5,3.4,14.1,8.8,36.4,116,91,22.9,3.2
31,691,33,2023-12-30,LAL,@,MIN,L 106-108,1,39:09,.771,.735,10.7,41.9,24.8,44.0,4.9,5.8,8.5,25.6,151,97,39.6,24.5
32,692,34,2023-12-31,LAL,@,NOP,L 109-129,1,35:29,.540,.467,6.9,25.2,16.5,13.7,0.0,12.8,13.9,27.5,102,126,16.3,-3.6
33,693,35,2024-01-03,LAL,,MIA,L 96-110,1,42:48,.678,.588,8.2,32.7,21.4,28.3,3.3,11.0,18.9,25.8,117,93,31.9,14.3
34,694,36,2024-01-05,LAL,,MEM,L 113-127,1,40:58,.618,.591,7.6,10.7,8.9,17.5,0.0,6.3,13.8,31.0,113,131,21.6,-3.4
35,695,37,2024-01-07,LAL,,LAC,W 106-103,1,39:02,.656,.667,3.5,24.6,15.4,4.1,3.8,2.3,15.2,22.5,111,99,19.1,3.6
36,696,38,2024-01-09,LAL,,TOR,W 132-131,1,39:49,.885,.824,3.3,30.9,17.4,25.5,0.0,2.0,11.5,28.2,161,125,37.9,11.3
37,697,39,2024-01-11,LAL,,PHO,L 109-127,1,31:40,.568,.545,0.0,17.6,9.1,4.9,1.5,5.6,20.8,20.1,84,124,7.7,-8.4
38,698,40,2024-01-13,LAL,@,UTA,L 125-132,1,39:16,.317,.238,5.3,34.5,19.9,33.7,1.2,8.7,20.2,31.6,78,117,12.3,-6.2
39,699,41,2024-01-15,LAL,,OKC,W 112-105,1,38:24,.631,.529,10.7,30.6,22.3,19.1,2.6,2.7,8.5,26.9,131,101,27.0,8.4
40,700,42,2024-01-17,LAL,,DAL,W 127-110,1,33:03,.729,.706,17.7,21.6,19.8,41.4,1.4,2.8,5.0,26.3,158,106,32.3,18.6
41,701,43,2024-01-19,LAL,,BRK,L 112-130,1,35:14,.729,.692,12.7,25.9,19.2,29.5,4.1,5.7,5.3,22.4,153,119,31.7,15.0
42,702,44,2024-01-21,LAL,,POR,W 134-110,1,26:22,.726,.571,15.6,44.5,31.9,13.8,0.0,0.0,0.0,15.8,174,111,18.2,6.3
43,703,45,2024-01-23,LAL,@,LAC,L 116-127,1,35:47,.623,.600,12.5,31.6,20.9,9.3,0.0,0.0,4.6,25.2,132,132,21.6,-0.2
44,704,46,2024-01-25,LAL,,CHI,W 141-132,1,36:06,.545,.556,20.8,21.6,21.2,20.1,0.0,2.6,0.0,24.9,136,132,22.0,-1.8
45,705,47,2024-01-27,LAL,@,GSW,W 145-144 (2OT),1,44:34,.519,.458,8.5,22.1,16.1,11.3,0.0,8.5,6.7,28.1,106,109,22.2,-0.7
46,706,48,2024-01-29,LAL,@,HOU,L 119-135,1,28:48,.563,.575,7.2,18.5,12.8,11.8,3.1,2.7,12.8,34.1,97,120,15.8,0.2
46,,49,2024-01-30,LAL,@,ATL,L 122-138,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,,50,2024-02-01,LAL,@,BOS,W 114-105,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,707,51,2024-02-03,LAL,@,NYK,W 113-105,1,36:25,.436,.333,7.3,39.8,26.7,19.5,1.4,8.1,0.0,18.7,111,96,17.9,4.1
48,708,52,2024-02-05,LAL,@,CHO,W 124-118,1,37:08,.770,.750,10.8,33.7,23.6,41.2,0.0,6.1,10.6,21.5,152,109,32.7,15.7
49,709,53,2024-02-08,LAL,,DEN,L 106-114,1,38:14,.540,.519,2.7,23.4,12.7,16.1,4.0,7.7,3.3,36.4,109,112,27.9,7.6
50,710,54,2024-02-09,LAL,,NOP,W 139-122,1,29:07,.710,.636,0.0,26.7,13.5,26.4,1.6,2.7,17.6,25.8,128,117,17.8,6.1
51,711,55,2024-02-13,LAL,,DET,W 125-111,1,28:23,.663,.542,12.7,32.6,24.4,20.6,0.0,12.7,6.2,24.2,142,94,25.0,11.9
52,712,56,2024-02-14,LAL,@,UTA,W 138-122,1,38:00,.602,.540,11.1,32.3,23.4,3.6,0.0,4.5,6.1,37.4,119,115,29.3,-2.5
53,713,57,2024-02-22,LAL,@,GSW,L 110-128,1,32:31,.624,.579,10.3,38.5,24.9,5.5,0.0,6.7,12.2,33.6,114,120,22.0,0.3
54,714,58,2024-02-23,LAL,,SAS,W 123-118,1,29:03,.761,.714,20.2,25.4,23.1,0.0,1.6,0.0,5.2,27.9,154,111,26.5,8.0
55,715,59,2024-02-25,LAL,@,PHO,L 113-123,1,41:42,.647,.647,5.8,30.7,19.0,0.0,3.5,4.3,15.0,22.2,105,113,19.7,-0.7
56,716,60,2024-02-28,LAL,@,LAC,W 116-112,1,36:05,.581,.533,11.4,29.9,21.3,7.3,2.8,7.7,10.4,24.2,118,106,19.8,2.2
57,717,61,2024-02-29,LAL,,WAS,W 134-131 (OT),1,41:15,.722,.636,9.2,32.1,21.4,14.7,1.1,6.3,3.5,30.1,148,111,39.6,12.9
58,718,62,2024-03-02,LAL,,DEN,L 114-124,1,38:55,.576,.538,5.9,30.8,17.4,6.4,0.0,5.6,0.0,18.1,125,129,16.7,-1.7
59,719,63,2024-03-04,LAL,,OKC,W 116-104,1,30:13,.713,.583,17.2,22.7,20.5,21.3,1.6,8.7,10.6,27.0,149,100,26.7,12.8
60,720,64,2024-03-06,LAL,,SAC,L 120-130,1,34:06,.461,.385,3.5,35.2,19.4,12.1,0.0,2.1,11.6,22.8,93,124,9.4,-7.6
61,721,65,2024-03-08,LAL,,MIL,W 123-122,1,41:00,.503,.476,2.9,35.1,18.8,16.6,0.0,6.8,0.0,24.8,112,119,20.0,-0.4
62,722,66,2024-03-10,LAL,,MIN,W 120-109,1,39:18,.594,.529,29.8,34.6,32.5,18.5,8.5,7.2,11.7,27.4,132,83,37.4,15.7
63,723,67,2024-03-13,LAL,@,SAC,L 107-120,1,41:08,.511,.417,8.3,20.4,14.2,11.7,1.2,2.5,8.5,27.0,108,126,17.4,-3.0
64,724,68,2024-03-16,LAL,,GSW,L 121-128,1,11:57,.581,.500,10.3,26.8,19.1,23.0,4.2,6.4,0.0,25.4,136,117,9.7,12.6
65,725,69,2024-03-18,LAL,,ATL,W 136-105,1,31:13,.739,.750,4.5,38.4,25.6,25.2,3.1,2.7,11.8,24.3,135,92,24.8,11.7
66,726,70,2024-03-22,LAL,,PHI,W 101-94,1,39:40,.648,.656,21.2,25.9,23.9,24.3,0.0,8.2,14.5,23.1,126,90,24.5,10.0
67,727,71,2024-03-24,LAL,,IND,W 150-145,1,40:00,.776,.738,9.5,36.3,23.7,11.3,2.2,1.7,7.9,25.6,150,125,34.5,5.9
68,728,72,2024-03-26,LAL,@,MIL,W 128-124 (2OT),1,51:52,.499,.435,12.8,25.9,19.8,7.8,1.8,6.6,10.5,30.6,102,92,28.6,4.1
68,,73,2024-03-27,LAL,@,MEM,W 136-124,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
69,729,74,2024-03-29,LAL,@,IND,L 90-109,1,37:30,.598,.529,10.2,32.0,20.4,16.4,0.0,0.0,13.0,26.9,112,113,20.5,6.1
70,730,75,2024-03-31,LAL,@,BRK,W 116-104,1,35:03,.820,.792,3.9,33.6,21.8,0.0,0.0,7.3,21.5,24.2,122,98,20.3,2.1
71,731,76,2024-04-02,LAL,@,TOR,W 128-111,1,27:31,.483,.500,7.3,44.7,24.1,5.0,0.0,0.0,18.7,38.8,80,106,8.7,-15.6
72,732,77,2024-04-03,LAL,@,WAS,W 125-120,1,38:08,.742,.588,8.6,42.9,25.7,3.8,2.4,7.7,7.8,26.9,149,103,36.1,10.5
73,733,78,2024-04-06,LAL,,CLE,W 116-97,1,36:19,.735,.682,15.1,26.4,21.5,14.8,4.0,14.4,0.0,19.0,166,85,31.0,16.2
74,734,79,2024-04-07,LAL,,MIN,L 117-127,1,12:00,.333,.333,27.9,9.1,18.4,38.7,7.9,0.0,14.3,24.8,100,114,5.3,0.3
74,,80,2024-04-09,LAL,,GSW,L 120-134,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
75,735,81,2024-04-12,LAL,@,MEM,W 123-120,1,42:49,.611,.523,12.5,24.9,19.4,18.9,1.1,4.0,11.9,32.6,125,116,30.3,3.4
76,736,82,2024-04-14,LAL,@,NOP,W 124-108,1,32:35,.800,.765,16.4,24.6,20.8,15.3,3.0,0.0,13.8,29.4,142,106,27.7,8.7
,,,,,,,45-31,76,2701,.621,.567,10.4,28.3,19.7,15.6,1.6,5.7,9.5,26.8,124,109,23.4,5.1
