Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
32,231,35,2016-01-08,NOP,,IND,L 86-91,1,03:21,.500,.500,0.0,33.3,15.7,85.9,0.0,0.0,33.3,40.2,75,97,1.0,-0.7
32,,36,2016-01-10,NOP,@,LAC,L 111-114 (OT),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
32,,37,2016-01-12,NOP,@,LAL,L 91-95,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,232,38,2016-01-13,NOP,@,SAC,W 109-97,1,37:08,.452,.370,7.1,21.5,13.3,12.2,2.7,0.0,0.0,30.7,108,98,18.2,1.6
34,233,39,2016-01-15,NOP,,CHO,W 109-107,1,35:28,.644,.571,3.1,16.4,8.9,16.8,1.4,5.3,5.5,24.3,132,111,19.9,4.1
35,234,40,2016-01-18,NOP,@,MEM,L 99-101,1,36:44,.624,.500,0.0,26.8,14.1,9.3,4.5,7.0,15.1,26.2,111,102,18.9,6.0
36,235,41,2016-01-19,NOP,,MIN,W 114-99,1,37:17,.663,.614,9.9,12.9,11.4,0.0,0.0,4.2,0.0,31.4,145,110,26.7,5.5
37,236,42,2016-01-21,NOP,,DET,W 115-99,1,35:50,.635,.587,10.9,10.5,10.7,9.4,1.5,4.4,7.4,35.4,129,108,24.6,4.8
38,237,43,2016-01-23,NOP,,MIL,W 116-99,1,36:14,.548,.500,2.7,22.7,11.0,20.4,1.4,9.0,4.7,25.5,119,99,20.9,6.1
39,238,44,2016-01-25,NOP,,HOU,L 111-112,1,18:58,.477,.444,10.8,24.7,17.3,7.9,5.4,0.0,29.8,29.8,78,110,5.2,-8.8
39,,45,2016-01-28,NOP,,SAC,W 114-105,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
40,239,46,2016-01-30,NOP,,BRK,W 105-103,1,40:19,.437,.432,14.9,27.1,20.7,11.1,0.0,3.7,4.2,26.7,107,111,16.7,-3.3
41,240,47,2016-02-01,NOP,,MEM,L 95-110,1,37:12,.539,.525,7.6,29.8,15.1,16.8,1.4,2.3,4.5,27.1,117,122,18.9,4.0
42,241,48,2016-02-03,NOP,@,SAS,L 97-110,1,37:13,.558,.500,9.0,23.8,15.9,19.2,5.3,7.8,13.8,33.4,107,98,26.0,12.4
43,242,49,2016-02-04,NOP,,LAL,L 96-99,1,38:32,.644,.640,5.4,26.7,15.6,0.0,1.3,2.0,3.2,37.7,126,102,29.5,10.3
44,243,50,2016-02-06,NOP,@,CLE,L 84-99,1,40:08,.551,.550,9.2,21.5,14.5,0.0,0.0,4.9,8.4,27.8,106,110,16.7,1.1
45,244,51,2016-02-08,NOP,@,MIN,W 116-102,1,31:12,.596,.625,0.0,28.6,13.5,5.4,3.2,0.0,0.0,31.7,119,99,20.5,7.9
46,245,52,2016-02-10,NOP,,UTA,W 100-96,1,34:03,.539,.500,6.3,7.2,6.7,24.2,0.0,2.9,0.0,24.8,125,110,14.7,3.5
47,246,53,2016-02-11,NOP,@,OKC,L 95-121,1,30:53,.596,.571,0.0,14.1,5.8,12.2,3.1,0.0,4.9,29.9,117,122,16.5,4.1
48,247,54,2016-02-19,NOP,,PHI,W 121-114,1,38:22,.552,.409,6.3,18.4,11.8,4.2,2.5,5.1,6.1,35.8,118,109,24.4,-1.4
49,248,55,2016-02-21,NOP,@,DET,W 111-106,1,43:21,.768,.735,16.2,30.4,24.1,30.7,0.0,2.0,5.0,39.3,153,103,53.9,25.1
50,249,56,2016-02-23,NOP,@,WAS,L 89-109,1,37:23,.418,.333,6.9,46.4,24.9,15.3,2.4,1.9,21.8,15.6,81,96,12.1,-0.6
51,250,57,2016-02-25,NOP,,OKC,W 123-119,1,38:06,.516,.462,3.1,18.5,10.1,7.6,1.3,7.5,6.4,35.6,111,119,20.4,-1.3
51,,58,2016-02-27,NOP,,MIN,L 110-112,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
52,251,59,2016-03-02,NOP,@,HOU,L 95-100,1,39:10,.432,.423,2.5,19.1,10.4,12.3,2.2,2.7,6.7,15.5,89,90,9.5,0.2
53,252,60,2016-03-03,NOP,,SAS,L 86-94,1,35:07,.638,.583,2.7,42.1,19.7,5.4,2.9,4.6,13.1,20.2,109,90,17.4,6.8
54,253,61,2016-03-05,NOP,,UTA,L 94-106,1,35:23,.425,.371,5.5,33.9,17.6,11.8,1.4,4.7,2.9,45.4,87,106,16.6,1.0
55,254,62,2016-03-07,NOP,,SAC,W 115-112,1,37:49,.621,.643,2.6,29.3,14.6,4.5,3.5,2.2,16.7,31.1,101,100,20.3,0.5
56,255,63,2016-03-09,NOP,@,CHO,L 113-122,1,39:19,.639,.577,2.7,35.7,18.5,26.6,0.0,2.6,6.0,37.5,126,121,32.3,11.3
57,256,64,2016-03-11,NOP,@,MEM,L 114-121 (OT),1,46:30,.596,.529,4.1,23.7,13.7,7.2,1.0,1.4,12.5,21.3,113,109,19.5,0.3
58,257,65,2016-03-12,NOP,@,MIL,L 92-103,1,33:37,.532,.409,5.9,31.3,17.6,12.1,2.9,0.0,3.5,35.3,115,100,22.5,10.9
59,258,66,2016-03-14,NOP,@,GSW,L 107-125,1,29:07,.443,.300,15.0,37.2,23.0,6.6,1.7,5.9,7.5,38.2,102,124,15.5,-3.1
60,259,67,2016-03-16,NOP,@,SAC,W 123-108,1,31:09,.574,.525,12.2,39.4,26.6,9.2,1.6,4.3,4.1,36.0,122,102,23.6,4.5
61,260,68,2016-03-18,NOP,,POR,L 112-117,1,14:07,.492,.444,8.1,0.0,4.3,0.0,0.0,0.0,0.0,64.2,96,126,9.5,-7.3
61,,69,2016-03-20,NOP,,LAC,W 109-105,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
61,,70,2016-03-22,NOP,,MIA,L 99-113,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
61,,71,2016-03-24,NOP,@,IND,L 84-92,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
61,,72,2016-03-26,NOP,,TOR,L 91-115,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
61,,73,2016-03-28,NOP,,NYK,W 99-91,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
61,,74,2016-03-30,NOP,@,SAS,L 92-100,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,75,2016-03-31,NOP,,DEN,W 101-95,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,76,2016-04-03,NOP,@,BRK,W 106-87,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,77,2016-04-05,NOP,@,PHI,L 93-107,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,78,2016-04-06,NOP,@,BOS,L 97-104,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,79,2016-04-08,NOP,,LAL,W 110-102,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,80,2016-04-09,NOP,,PHO,L 100-121,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,81,2016-04-11,NOP,,CHI,L 116-121,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,82,2016-04-13,NOP,@,MIN,L 109-144,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
,,,,,,,24-37,61,2159,.559,.508,6.4,26.4,16.0,10.0,1.8,4.6,8.4,29.7,110,104,19.3,3.9
