Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
1,200,1,2015-10-27,NOP,@,GSW,L 95-111,1,34:31,.338,.200,3.2,15.1,9.4,9.4,0.0,6.3,15.8,38.9,66,112,2.7,-11.3
2,201,2,2015-10-28,NOP,@,POR,L 94-112,1,40:39,.666,.676,4.7,23.6,13.1,0.0,2.3,4.2,9.6,22.3,115,105,21.1,7.0
3,202,3,2015-10-31,NOP,,GSW,L 120-134,1,37:11,.595,.500,12.7,36.9,22.5,14.5,0.0,4.8,12.1,25.6,124,125,23.4,6.2
4,203,4,2015-11-03,NOP,,ORL,L 94-103,1,36:16,.427,.250,2.4,23.0,11.8,4.7,1.3,9.2,10.9,21.2,85,95,11.5,-3.1
5,204,5,2015-11-06,NOP,,ATL,L 115-121,1,41:23,.716,.630,5.7,29.0,15.9,13.5,4.7,6.2,3.2,33.8,144,112,40.7,14.6
6,205,6,2015-11-07,NOP,@,DAL,L 98-107,1,39:20,.590,.579,2.8,14.9,8.7,19.1,1.3,4.1,15.9,29.6,103,112,16.7,1.3
7,206,7,2015-11-10,NOP,,DAL,W 120-105,1,18:50,.539,.571,0.0,38.0,19.4,19.9,2.5,3.7,6.0,38.5,103,95,12.6,4.5
7,,8,2015-11-11,NOP,@,ATL,L 98-106,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,,9,2015-11-13,NOP,@,TOR,L 81-100,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,207,10,2015-11-15,NOP,@,NYK,L 87-95,1,40:23,.619,.577,3.4,28.3,17.0,7.7,1.3,6.8,12.1,40.4,107,96,25.6,9.5
9,208,11,2015-11-17,NOP,,DEN,L 98-115,1,06:21,.000,.000,0.0,42.0,19.9,18.4,0.0,0.0,0.0,23.4,22,126,-0.8,-20.2
9,,12,2015-11-18,NOP,@,OKC,L 103-110,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,209,13,2015-11-20,NOP,,SAS,W 104-90,1,39:12,.419,.391,5.4,38.4,23.0,12.7,0.0,3.7,4.0,29.2,90,90,15.4,1.9
11,210,14,2015-11-22,NOP,,PHO,W 122-116,1,39:03,.596,.523,16.4,32.0,24.6,4.8,2.3,9.1,10.1,31.5,119,100,29.2,4.4
12,211,15,2015-11-25,NOP,@,PHO,W 120-114,1,39:03,.781,.786,6.5,38.4,24.3,0.0,2.4,3.5,19.4,23.1,123,101,23.9,5.5
13,212,16,2015-11-27,NOP,@,LAC,L 90-111,1,28:11,.479,.438,5.8,17.0,10.3,0.0,0.0,0.0,14.5,30.4,86,114,6.6,-6.3
14,213,17,2015-11-28,NOP,@,UTA,L 87-101,1,44:20,.732,.667,2.6,25.2,14.2,6.8,2.3,5.1,7.5,29.3,135,102,31.9,12.4
15,214,18,2015-12-01,NOP,,MEM,L 104-113,1,41:06,.410,.300,7.8,31.3,19.0,7.7,2.6,13.1,4.6,24.5,95,106,19.8,4.0
16,215,19,2015-12-02,NOP,@,HOU,L 101-108,1,34:49,.584,.475,5.6,30.9,18.3,5.8,2.7,4.6,7.5,30.3,122,96,24.2,11.2
17,216,20,2015-12-04,NOP,,CLE,W 114-108 (OT),1,46:16,.629,.636,2.7,26.8,15.4,4.2,4.6,2.0,3.9,25.8,123,98,27.2,9.6
18,217,21,2015-12-07,NOP,,BOS,L 93-111,1,30:19,.381,.381,6.5,15.4,10.6,0.0,3.3,9.0,0.0,29.7,85,106,10.0,-2.1
19,218,22,2015-12-11,NOP,,WAS,W 107-105,1,39:20,.567,.567,14.4,21.4,18.1,8.3,1.3,0.0,11.2,21.2,115,115,15.2,-0.9
20,219,23,2015-12-12,NOP,@,CHI,L 94-98,1,41:36,.393,.333,0.0,34.9,16.9,7.5,1.2,8.0,12.5,35.5,71,95,11.9,-5.1
21,220,24,2015-12-14,NOP,@,POR,L 101-105,1,42:10,.610,.579,5.1,19.8,12.5,4.8,0.0,11.6,8.0,27.6,116,107,23.1,4.3
22,221,25,2015-12-16,NOP,@,UTA,W 104-94,1,38:08,.521,.467,6.8,42.0,23.4,0.0,0.0,2.7,0.0,21.6,117,110,13.5,-2.3
23,222,26,2015-12-18,NOP,@,PHO,L 88-104,1,41:48,.546,.417,8.0,27.2,17.0,11.3,2.4,5.1,21.5,19.7,98,101,14.7,1.5
24,223,27,2015-12-20,NOP,@,DEN,W 130-125,1,19:43,.846,.750,0.0,34.8,19.5,11.0,0.0,16.0,5.9,39.3,162,120,26.1,19.6
25,224,28,2015-12-23,NOP,,POR,W 115-89,1,35:43,.603,.571,9.2,19.2,15.1,5.4,1.4,6.0,7.9,31.9,115,86,23.9,4.6
26,225,29,2015-12-25,NOP,@,MIA,L 88-94 (OT),1,50:11,.478,.466,6.0,25.9,15.5,19.0,4.1,5.1,11.7,32.4,90,81,23.3,9.2
27,226,30,2015-12-26,NOP,,HOU,W 110-108,1,37:49,.615,.531,7.7,33.2,22.0,9.1,0.0,7.5,17.0,29.4,111,114,18.6,-1.2
28,227,31,2015-12-28,NOP,@,ORL,L 89-104,1,28:08,.549,.563,7.9,28.4,17.3,7.9,3.8,2.6,9.9,33.6,100,107,15.4,5.0
29,228,32,2015-12-31,NOP,,LAC,L 89-95,1,38:13,.391,.412,6.4,32.7,21.2,4.6,0.0,4.5,5.3,22.9,79,93,9.3,-2.3
30,229,33,2016-01-02,NOP,@,DAL,W 105-98,1,42:50,.629,.591,11.5,23.8,18.2,0.0,1.1,2.0,14.0,28.5,114,97,23.1,2.9
31,230,34,2016-01-06,NOP,,DAL,L 91-100,1,42:24,.478,.440,10.1,14.5,12.1,36.8,2.4,5.8,9.9,30.9,103,103,22.6,8.8
